img_org_name,img_name,ethnicity,id_class,face_id,Age,children_agegroup,im_id
m.0nb7lfk_0004,m.0nb7lfk,Indian,0nb7lfk,0004,25,,0nb7lfk
m.026xrvd_0002,m.026xrvd,Indian,026xrvd,0002,39,,026xrvd
m.026xrvd_0003,m.026xrvd,Indian,026xrvd,0003,36,,026xrvd
m.026xrvd_0001,m.026xrvd,Indian,026xrvd,0001,41,,026xrvd
m.0gh6h94_0003,m.0gh6h94,Indian,0gh6h94,0003,36,,0gh6h94
m.0gh6h94_0002,m.0gh6h94,Indian,0gh6h94,0002,35,,0gh6h94
m.0gh6h94_0001,m.0gh6h94,Indian,0gh6h94,0001,39,,0gh6h94
m.02q_xxh_0002,m.02q_xxh,Indian,02q_xxh,0002,34,,02q_xxh
m.02q_xxh_0003,m.02q_xxh,Indian,02q_xxh,0003,38,,02q_xxh
m.02q_xxh_0001,m.02q_xxh,Indian,02q_xxh,0001,34,,02q_xxh
m.04n52wd_0004,m.04n52wd,Indian,04n52wd,0004,43,,04n52wd
m.04n52wd_0001,m.04n52wd,Indian,04n52wd,0001,43,,04n52wd
m.04n52wd_0002,m.04n52wd,Indian,04n52wd,0002,43,,04n52wd
m.04n52wd_0003,m.04n52wd,Indian,04n52wd,0003,39,,04n52wd
m.02qh579_0004,m.02qh579,Indian,02qh579,0004,34,,02qh579
m.02qh579_0003,m.02qh579,Indian,02qh579,0003,39,,02qh579
m.02qh579_0002,m.02qh579,Indian,02qh579,0002,30,,02qh579
m.02qh579_0001,m.02qh579,Indian,02qh579,0001,39,,02qh579
m.02gbb7_0002,m.02gbb7,Indian,02gbb7,0002,35,,02gbb7
m.02gbb7_0003,m.02gbb7,Indian,02gbb7,0003,41,,02gbb7
m.02gbb7_0001,m.02gbb7,Indian,02gbb7,0001,31,,02gbb7
m.0gc0dsn_0002,m.0gc0dsn,Indian,0gc0dsn,0002,29,,0gc0dsn
m.0gc0dsn_0003,m.0gc0dsn,Indian,0gc0dsn,0003,33,,0gc0dsn
m.0gc0dsn_0001,m.0gc0dsn,Indian,0gc0dsn,0001,30,,0gc0dsn
m.0gggyl5_0002,m.0gggyl5,Indian,0gggyl5,0002,46,,0gggyl5
m.0gggyl5_0003,m.0gggyl5,Indian,0gggyl5,0003,45,,0gggyl5
m.0gggyl5_0001,m.0gggyl5,Indian,0gggyl5,0001,44,,0gggyl5
m.0hnbjgv_0003,m.0hnbjgv,Indian,0hnbjgv,0003,23,,0hnbjgv
m.0hnbjgv_0002,m.0hnbjgv,Indian,0hnbjgv,0002,27,,0hnbjgv
m.0hnbjgv_0001,m.0hnbjgv,Indian,0hnbjgv,0001,33,,0hnbjgv
m.0hnbjgv_0004,m.0hnbjgv,Indian,0hnbjgv,0004,23,,0hnbjgv
m.0232x9_0004,m.0232x9,Indian,0232x9,0004,54,,0232x9
m.0232x9_0002,m.0232x9,Indian,0232x9,0002,64,,0232x9
m.0232x9_0003,m.0232x9,Indian,0232x9,0003,48,,0232x9
m.0232x9_0001,m.0232x9,Indian,0232x9,0001,56,,0232x9
m.02rztxq_0001,m.02rztxq,Indian,02rztxq,0001,44,,02rztxq
m.02rztxq_0002,m.02rztxq,Indian,02rztxq,0002,46,,02rztxq
m.02rztxq_0003,m.02rztxq,Indian,02rztxq,0003,37,,02rztxq
m.03sz56_0001,m.03sz56,Indian,03sz56,0001,35,,03sz56
m.03sz56_0002,m.03sz56,Indian,03sz56,0002,71,,03sz56
m.0bwlv75_0004,m.0bwlv75,Indian,0bwlv75,0004,33,,0bwlv75
m.0bwlv75_0002,m.0bwlv75,Indian,0bwlv75,0002,34,,0bwlv75
m.0bwlv75_0003,m.0bwlv75,Indian,0bwlv75,0003,41,,0bwlv75
m.0bwlv75_0001,m.0bwlv75,Indian,0bwlv75,0001,30,,0bwlv75
m.0cp3zq_0001,m.0cp3zq,Indian,0cp3zq,0001,33,,0cp3zq
m.0cp3zq_0002,m.0cp3zq,Indian,0cp3zq,0002,29,,0cp3zq
m.0cp3zq_0003,m.0cp3zq,Indian,0cp3zq,0003,28,,0cp3zq
m.0hmv1l8_0001,m.0hmv1l8,Indian,0hmv1l8,0001,56,,0hmv1l8
m.0hmv1l8_0002,m.0hmv1l8,Indian,0hmv1l8,0002,58,,0hmv1l8
m.0hmv1l8_0003,m.0hmv1l8,Indian,0hmv1l8,0003,39,,0hmv1l8
m.01vb5r_0002,m.01vb5r,Indian,01vb5r,0002,55,,01vb5r
m.01vb5r_0003,m.01vb5r,Indian,01vb5r,0003,61,,01vb5r
m.01vb5r_0001,m.01vb5r,Indian,01vb5r,0001,77,,01vb5r
m.02rgb7__0004,m.02rgb7_,Indian,02rgb7_,0004,42,,02rgb7_
m.02rgb7__0001,m.02rgb7_,Indian,02rgb7_,0001,41,,02rgb7_
m.02rgb7__0002,m.02rgb7_,Indian,02rgb7_,0002,44,,02rgb7_
m.02rgb7__0003,m.02rgb7_,Indian,02rgb7_,0003,45,,02rgb7_
m.0nbtgyj_0004,m.0nbtgyj,Indian,0nbtgyj,0004,50,,0nbtgyj
m.0nbtgyj_0001,m.0nbtgyj,Indian,0nbtgyj,0001,50,,0nbtgyj
m.0nbtgyj_0002,m.0nbtgyj,Indian,0nbtgyj,0002,43,,0nbtgyj
m.0552l1r_0002,m.0552l1r,Indian,0552l1r,0002,19,,0552l1r
m.0552l1r_0003,m.0552l1r,Indian,0552l1r,0003,22,,0552l1r
m.0552l1r_0001,m.0552l1r,Indian,0552l1r,0001,21,,0552l1r
m.01yy66_0001,m.01yy66,Indian,01yy66,0001,60,,01yy66
m.01yy66_0003,m.01yy66,Indian,01yy66,0003,61,,01yy66
m.01yy66_0002,m.01yy66,Indian,01yy66,0002,69,,01yy66
m.01yy66_0004,m.01yy66,Indian,01yy66,0004,62,,01yy66
m.0d1qtp_0002,m.0d1qtp,Indian,0d1qtp,0002,64,,0d1qtp
m.0d1qtp_0003,m.0d1qtp,Indian,0d1qtp,0003,54,,0d1qtp
m.0d1qtp_0001,m.0d1qtp,Indian,0d1qtp,0001,53,,0d1qtp
m.05p9t9q_0001,m.05p9t9q,Indian,05p9t9q,0001,21,,05p9t9q
m.05p9t9q_0002,m.05p9t9q,Indian,05p9t9q,0002,26,,05p9t9q
m.05p9t9q_0003,m.05p9t9q,Indian,05p9t9q,0003,20,,05p9t9q
m.05p9t9q_0004,m.05p9t9q,Indian,05p9t9q,0004,16,16-18,05p9t9q
m.0n9mlyj_0001,m.0n9mlyj,Indian,0n9mlyj,0001,33,,0n9mlyj
m.0n9mlyj_0003,m.0n9mlyj,Indian,0n9mlyj,0003,31,,0n9mlyj
m.0n9mlyj_0002,m.0n9mlyj,Indian,0n9mlyj,0002,33,,0n9mlyj
m.0n9mlyj_0004,m.0n9mlyj,Indian,0n9mlyj,0004,31,,0n9mlyj
m.05q4gjt_0004,m.05q4gjt,Indian,05q4gjt,0004,31,,05q4gjt
m.05q4gjt_0001,m.05q4gjt,Indian,05q4gjt,0001,27,,05q4gjt
m.05q4gjt_0003,m.05q4gjt,Indian,05q4gjt,0003,37,,05q4gjt
m.05q4gjt_0002,m.05q4gjt,Indian,05q4gjt,0002,33,,05q4gjt
m.0jszt9_0003,m.0jszt9,Indian,0jszt9,0003,32,,0jszt9
m.0jszt9_0002,m.0jszt9,Indian,0jszt9,0002,35,,0jszt9
m.0jszt9_0001,m.0jszt9,Indian,0jszt9,0001,27,,0jszt9
m.0jszt9_0005,m.0jszt9,Indian,0jszt9,0005,40,,0jszt9
m.0jszt9_0004,m.0jszt9,Indian,0jszt9,0004,45,,0jszt9
m.0jszt9_0006,m.0jszt9,Indian,0jszt9,0006,42,,0jszt9
m.03np5_z_0002,m.03np5_z,Indian,03np5_z,0002,27,,03np5_z
m.03np5_z_0003,m.03np5_z,Indian,03np5_z,0003,38,,03np5_z
m.03np5_z_0001,m.03np5_z,Indian,03np5_z,0001,38,,03np5_z
m.0j_rf0_0005,m.0j_rf0,Indian,0j_rf0,0005,47,,0j_rf0
m.0j_rf0_0004,m.0j_rf0,Indian,0j_rf0,0004,48,,0j_rf0
m.0j_rf0_0003,m.0j_rf0,Indian,0j_rf0,0003,47,,0j_rf0
m.0j_rf0_0002,m.0j_rf0,Indian,0j_rf0,0002,48,,0j_rf0
m.0j_rf0_0001,m.0j_rf0,Indian,0j_rf0,0001,40,,0j_rf0
m.02gv6z_0003,m.02gv6z,Indian,02gv6z,0003,48,,02gv6z
m.02gv6z_0002,m.02gv6z,Indian,02gv6z,0002,56,,02gv6z
m.02gv6z_0001,m.02gv6z,Indian,02gv6z,0001,56,,02gv6z
m.0bhbr1q_0001,m.0bhbr1q,Indian,0bhbr1q,0001,30,,0bhbr1q
m.0bhbr1q_0003,m.0bhbr1q,Indian,0bhbr1q,0003,24,,0bhbr1q
m.0bhbr1q_0002,m.0bhbr1q,Indian,0bhbr1q,0002,34,,0bhbr1q
m.0bhbr1q_0005,m.0bhbr1q,Indian,0bhbr1q,0005,22,,0bhbr1q
m.0bhbr1q_0004,m.0bhbr1q,Indian,0bhbr1q,0004,34,,0bhbr1q
m.0dcjn0_0004,m.0dcjn0,Indian,0dcjn0,0004,54,,0dcjn0
m.0dcjn0_0003,m.0dcjn0,Indian,0dcjn0,0003,58,,0dcjn0
m.0dcjn0_0002,m.0dcjn0,Indian,0dcjn0,0002,57,,0dcjn0
m.0dcjn0_0001,m.0dcjn0,Indian,0dcjn0,0001,56,,0dcjn0
m.02qghv_0001,m.02qghv,Indian,02qghv,0001,37,,02qghv
m.02qghv_0002,m.02qghv,Indian,02qghv,0002,41,,02qghv
m.02qghv_0003,m.02qghv,Indian,02qghv,0003,42,,02qghv
m.02qghv_0004,m.02qghv,Indian,02qghv,0004,44,,02qghv
m.0416n1p_0001,m.0416n1p,Indian,0416n1p,0001,38,,0416n1p
m.0416n1p_0002,m.0416n1p,Indian,0416n1p,0002,50,,0416n1p
m.0416n1p_0003,m.0416n1p,Indian,0416n1p,0003,46,,0416n1p
m.04ldthg_0001,m.04ldthg,Indian,04ldthg,0001,30,,04ldthg
m.04ldthg_0003,m.04ldthg,Indian,04ldthg,0003,28,,04ldthg
m.04ldthg_0002,m.04ldthg,Indian,04ldthg,0002,21,,04ldthg
m.0bgd6__0001,m.0bgd6_,Indian,0bgd6_,0001,61,,0bgd6_
m.0bgd6__0002,m.0bgd6_,Indian,0bgd6_,0002,53,,0bgd6_
m.0bgd6__0003,m.0bgd6_,Indian,0bgd6_,0003,56,,0bgd6_
m.02wwms__0002,m.02wwms_,Indian,02wwms_,0002,38,,02wwms_
m.02wwms__0001,m.02wwms_,Indian,02wwms_,0001,38,,02wwms_
m.048srr_0001,m.048srr,Indian,048srr,0001,38,,048srr
m.048srr_0003,m.048srr,Indian,048srr,0003,48,,048srr
m.048srr_0002,m.048srr,Indian,048srr,0002,55,,048srr
m.03c_sm3_0003,m.03c_sm3,Indian,03c_sm3,0003,31,,03c_sm3
m.03c_sm3_0002,m.03c_sm3,Indian,03c_sm3,0002,32,,03c_sm3
m.03c_sm3_0001,m.03c_sm3,Indian,03c_sm3,0001,39,,03c_sm3
m.0b6jsqs_0001,m.0b6jsqs,Indian,0b6jsqs,0001,33,,0b6jsqs
m.0b6jsqs_0003,m.0b6jsqs,Indian,0b6jsqs,0003,30,,0b6jsqs
m.0b6jsqs_0002,m.0b6jsqs,Indian,0b6jsqs,0002,39,,0b6jsqs
m.0b6jsqs_0004,m.0b6jsqs,Indian,0b6jsqs,0004,34,,0b6jsqs
m.0765gs_0003,m.0765gs,Indian,0765gs,0003,37,,0765gs
m.0765gs_0002,m.0765gs,Indian,0765gs,0002,38,,0765gs
m.0765gs_0001,m.0765gs,Indian,0765gs,0001,42,,0765gs
m.0hht5gt_0003,m.0hht5gt,Indian,0hht5gt,0003,21,,0hht5gt
m.0hht5gt_0002,m.0hht5gt,Indian,0hht5gt,0002,16,16-18,0hht5gt
m.0hht5gt_0001,m.0hht5gt,Indian,0hht5gt,0001,17,16-18,0hht5gt
m.03qjs92_0001,m.03qjs92,Indian,03qjs92,0001,54,,03qjs92
m.03qjs92_0003,m.03qjs92,Indian,03qjs92,0003,43,,03qjs92
m.03qjs92_0002,m.03qjs92,Indian,03qjs92,0002,53,,03qjs92
m.03qjs92_0005,m.03qjs92,Indian,03qjs92,0005,53,,03qjs92
m.03qjs92_0004,m.03qjs92,Indian,03qjs92,0004,43,,03qjs92
m.02qhvbv_0001,m.02qhvbv,Indian,02qhvbv,0001,31,,02qhvbv
m.02qhvbv_0002,m.02qhvbv,Indian,02qhvbv,0002,27,,02qhvbv
m.02qhvbv_0003,m.02qhvbv,Indian,02qhvbv,0003,36,,02qhvbv
m.0ccn56_0004,m.0ccn56,Indian,0ccn56,0004,39,,0ccn56
m.0ccn56_0001,m.0ccn56,Indian,0ccn56,0001,44,,0ccn56
m.0ccn56_0003,m.0ccn56,Indian,0ccn56,0003,44,,0ccn56
m.0ccn56_0002,m.0ccn56,Indian,0ccn56,0002,47,,0ccn56
m.03g_6h_0001,m.03g_6h,Indian,03g_6h,0001,49,,03g_6h
m.03g_6h_0002,m.03g_6h,Indian,03g_6h,0002,53,,03g_6h
m.0fph9sg_0003,m.0fph9sg,Indian,0fph9sg,0003,42,,0fph9sg
m.0fph9sg_0002,m.0fph9sg,Indian,0fph9sg,0002,42,,0fph9sg
m.0fph9sg_0001,m.0fph9sg,Indian,0fph9sg,0001,41,,0fph9sg
m.0fph9sg_0004,m.0fph9sg,Indian,0fph9sg,0004,39,,0fph9sg
m.0d8_6x_0004,m.0d8_6x,Indian,0d8_6x,0004,57,,0d8_6x
m.0d8_6x_0003,m.0d8_6x,Indian,0d8_6x,0003,58,,0d8_6x
m.0d8_6x_0002,m.0d8_6x,Indian,0d8_6x,0002,47,,0d8_6x
m.0d8_6x_0001,m.0d8_6x,Indian,0d8_6x,0001,65,,0d8_6x
m.0ddd69d_0001,m.0ddd69d,Indian,0ddd69d,0001,21,,0ddd69d
m.0ddd69d_0002,m.0ddd69d,Indian,0ddd69d,0002,22,,0ddd69d
m.0ddd69d_0003,m.0ddd69d,Indian,0ddd69d,0003,31,,0ddd69d
m.03mj2vl_0001,m.03mj2vl,Indian,03mj2vl,0001,24,,03mj2vl
m.03mj2vl_0003,m.03mj2vl,Indian,03mj2vl,0003,27,,03mj2vl
m.03mj2vl_0002,m.03mj2vl,Indian,03mj2vl,0002,25,,03mj2vl
m.0czryc_0001,m.0czryc,Indian,0czryc,0001,47,,0czryc
m.0czryc_0002,m.0czryc,Indian,0czryc,0002,43,,0czryc
m.0czryc_0003,m.0czryc,Indian,0czryc,0003,34,,0czryc
m.098lmt9_0001,m.098lmt9,Indian,098lmt9,0001,38,,098lmt9
m.098lmt9_0002,m.098lmt9,Indian,098lmt9,0002,38,,098lmt9
m.098lmt9_0003,m.098lmt9,Indian,098lmt9,0003,23,,098lmt9
m.05c27_m_0003,m.05c27_m,Indian,05c27_m,0003,48,,05c27_m
m.05c27_m_0002,m.05c27_m,Indian,05c27_m,0002,51,,05c27_m
m.05c27_m_0001,m.05c27_m,Indian,05c27_m,0001,46,,05c27_m
m.04jcjlt_0002,m.04jcjlt,Indian,04jcjlt,0002,43,,04jcjlt
m.04jcjlt_0003,m.04jcjlt,Indian,04jcjlt,0003,34,,04jcjlt
m.04jcjlt_0001,m.04jcjlt,Indian,04jcjlt,0001,39,,04jcjlt
m.02_11j_0001,m.02_11j,Indian,02_11j,0001,53,,02_11j
m.02_11j_0002,m.02_11j,Indian,02_11j,0002,51,,02_11j
m.02_11j_0003,m.02_11j,Indian,02_11j,0003,49,,02_11j
m.02_11j_0004,m.02_11j,Indian,02_11j,0004,44,,02_11j
m.0gg9jvg_0002,m.0gg9jvg,Indian,0gg9jvg,0002,38,,0gg9jvg
m.0gg9jvg_0003,m.0gg9jvg,Indian,0gg9jvg,0003,32,,0gg9jvg
m.0gg9jvg_0001,m.0gg9jvg,Indian,0gg9jvg,0001,37,,0gg9jvg
m.0dm3107_0001,m.0dm3107,Indian,0dm3107,0001,49,,0dm3107
m.0dm3107_0002,m.0dm3107,Indian,0dm3107,0002,50,,0dm3107
m.0dm3107_0003,m.0dm3107,Indian,0dm3107,0003,49,,0dm3107
m.0dm3107_0004,m.0dm3107,Indian,0dm3107,0004,48,,0dm3107
m.024crr_0002,m.024crr,Indian,024crr,0002,54,,024crr
m.024crr_0003,m.024crr,Indian,024crr,0003,54,,024crr
m.024crr_0001,m.024crr,Indian,024crr,0001,59,,024crr
m.026r159_0004,m.026r159,Indian,026r159,0004,23,,026r159
m.026r159_0001,m.026r159,Indian,026r159,0001,23,,026r159
m.026r159_0003,m.026r159,Indian,026r159,0003,32,,026r159
m.026r159_0002,m.026r159,Indian,026r159,0002,26,,026r159
m.03f25c1_0001,m.03f25c1,Indian,03f25c1,0001,22,,03f25c1
m.03f25c1_0003,m.03f25c1,Indian,03f25c1,0003,75,,03f25c1
m.03f25c1_0002,m.03f25c1,Indian,03f25c1,0002,32,,03f25c1
m.03f25c1_0004,m.03f25c1,Indian,03f25c1,0004,67,,03f25c1
m.057p__0001,m.057p_,Indian,057p_,0001,55,,057p_
m.057p__0003,m.057p_,Indian,057p_,0003,34,,057p_
m.057p__0002,m.057p_,Indian,057p_,0002,41,,057p_
m.04kfg7_0001,m.04kfg7,Indian,04kfg7,0001,54,,04kfg7
m.04kfg7_0003,m.04kfg7,Indian,04kfg7,0003,53,,04kfg7
m.04kfg7_0002,m.04kfg7,Indian,04kfg7,0002,54,,04kfg7
m.04kfg7_0005,m.04kfg7,Indian,04kfg7,0005,57,,04kfg7
m.04kfg7_0004,m.04kfg7,Indian,04kfg7,0004,44,,04kfg7
m.02qcrwm_0001,m.02qcrwm,Indian,02qcrwm,0001,29,,02qcrwm
m.02qcrwm_0002,m.02qcrwm,Indian,02qcrwm,0002,32,,02qcrwm
m.02qcrwm_0003,m.02qcrwm,Indian,02qcrwm,0003,30,,02qcrwm
m.0gfd4fq_0004,m.0gfd4fq,Indian,0gfd4fq,0004,47,,0gfd4fq
m.0gfd4fq_0002,m.0gfd4fq,Indian,0gfd4fq,0002,40,,0gfd4fq
m.0gfd4fq_0003,m.0gfd4fq,Indian,0gfd4fq,0003,48,,0gfd4fq
m.0gfd4fq_0001,m.0gfd4fq,Indian,0gfd4fq,0001,47,,0gfd4fq
m.07yw6t_0001,m.07yw6t,Indian,07yw6t,0001,48,,07yw6t
m.07yw6t_0003,m.07yw6t,Indian,07yw6t,0003,49,,07yw6t
m.07yw6t_0002,m.07yw6t,Indian,07yw6t,0002,50,,07yw6t
m.03c422w_0001,m.03c422w,Indian,03c422w,0001,41,,03c422w
m.03c422w_0002,m.03c422w,Indian,03c422w,0002,45,,03c422w
m.03c422w_0003,m.03c422w,Indian,03c422w,0003,44,,03c422w
m.03c422w_0004,m.03c422w,Indian,03c422w,0004,40,,03c422w
m.09rtr4k_0001,m.09rtr4k,Indian,09rtr4k,0001,29,,09rtr4k
m.09rtr4k_0002,m.09rtr4k,Indian,09rtr4k,0002,28,,09rtr4k
m.09rtr4k_0003,m.09rtr4k,Indian,09rtr4k,0003,39,,09rtr4k
m.08nvc0_0003,m.08nvc0,Indian,08nvc0,0003,43,,08nvc0
m.08nvc0_0002,m.08nvc0,Indian,08nvc0,0002,31,,08nvc0
m.08nvc0_0001,m.08nvc0,Indian,08nvc0,0001,36,,08nvc0
m.08nvc0_0004,m.08nvc0,Indian,08nvc0,0004,48,,08nvc0
m.055kcj_0002,m.055kcj,Indian,055kcj,0002,42,,055kcj
m.055kcj_0001,m.055kcj,Indian,055kcj,0001,48,,055kcj
m.04ljgd1_0003,m.04ljgd1,Indian,04ljgd1,0003,25,,04ljgd1
m.04ljgd1_0002,m.04ljgd1,Indian,04ljgd1,0002,37,,04ljgd1
m.04ljgd1_0001,m.04ljgd1,Indian,04ljgd1,0001,28,,04ljgd1
m.04ljgd1_0005,m.04ljgd1,Indian,04ljgd1,0005,28,,04ljgd1
m.04ljgd1_0004,m.04ljgd1,Indian,04ljgd1,0004,29,,04ljgd1
m.04mzcbg_0001,m.04mzcbg,Indian,04mzcbg,0001,23,,04mzcbg
m.04mzcbg_0002,m.04mzcbg,Indian,04mzcbg,0002,25,,04mzcbg
m.04mzcbg_0003,m.04mzcbg,Indian,04mzcbg,0003,28,,04mzcbg
m.0gbwr04_0001,m.0gbwr04,Indian,0gbwr04,0001,55,,0gbwr04
m.0gbwr04_0002,m.0gbwr04,Indian,0gbwr04,0002,60,,0gbwr04
m.0gbwr04_0003,m.0gbwr04,Indian,0gbwr04,0003,52,,0gbwr04
m.0gbwr04_0004,m.0gbwr04,Indian,0gbwr04,0004,43,,0gbwr04
m.05j12n_0003,m.05j12n,Indian,05j12n,0003,43,,05j12n
m.05j12n_0002,m.05j12n,Indian,05j12n,0002,46,,05j12n
m.05j12n_0001,m.05j12n,Indian,05j12n,0001,43,,05j12n
m.04g1gty_0002,m.04g1gty,Indian,04g1gty,0002,44,,04g1gty
m.04g1gty_0003,m.04g1gty,Indian,04g1gty,0003,47,,04g1gty
m.04g1gty_0001,m.04g1gty,Indian,04g1gty,0001,51,,04g1gty
m.04g1gty_0004,m.04g1gty,Indian,04g1gty,0004,37,,04g1gty
m.04g1gty_0005,m.04g1gty,Indian,04g1gty,0005,57,,04g1gty
m.06h_l_0002,m.06h_l,Indian,06h_l,0002,37,,06h_l
m.06h_l_0001,m.06h_l,Indian,06h_l,0001,42,,06h_l
m.0gmt77_0002,m.0gmt77,Indian,0gmt77,0002,53,,0gmt77
m.0gmt77_0003,m.0gmt77,Indian,0gmt77,0003,56,,0gmt77
m.0gmt77_0001,m.0gmt77,Indian,0gmt77,0001,51,,0gmt77
m.03sl3x_0001,m.03sl3x,Indian,03sl3x,0001,57,,03sl3x
m.03sl3x_0002,m.03sl3x,Indian,03sl3x,0002,52,,03sl3x
m.03sl3x_0003,m.03sl3x,Indian,03sl3x,0003,54,,03sl3x
m.09rtwdk_0001,m.09rtwdk,Indian,09rtwdk,0001,37,,09rtwdk
m.09rtwdk_0003,m.09rtwdk,Indian,09rtwdk,0003,25,,09rtwdk
m.09rtwdk_0002,m.09rtwdk,Indian,09rtwdk,0002,40,,09rtwdk
m.0d4q4m_0003,m.0d4q4m,Indian,0d4q4m,0003,24,,0d4q4m
m.0d4q4m_0002,m.0d4q4m,Indian,0d4q4m,0002,24,,0d4q4m
m.0d4q4m_0001,m.0d4q4m,Indian,0d4q4m,0001,25,,0d4q4m
m.0d4q4m_0004,m.0d4q4m,Indian,0d4q4m,0004,30,,0d4q4m
m.0fndm2_0001,m.0fndm2,Indian,0fndm2,0001,26,,0fndm2
m.0fndm2_0002,m.0fndm2,Indian,0fndm2,0002,32,,0fndm2
m.0fndm2_0003,m.0fndm2,Indian,0fndm2,0003,44,,0fndm2
m.0fndm2_0004,m.0fndm2,Indian,0fndm2,0004,46,,0fndm2
m.0gchc3g_0002,m.0gchc3g,Indian,0gchc3g,0002,34,,0gchc3g
m.0gchc3g_0001,m.0gchc3g,Indian,0gchc3g,0001,27,,0gchc3g
m.026xrkg_0004,m.026xrkg,Indian,026xrkg,0004,36,,026xrkg
m.026xrkg_0003,m.026xrkg,Indian,026xrkg,0003,41,,026xrkg
m.026xrkg_0002,m.026xrkg,Indian,026xrkg,0002,27,,026xrkg
m.026xrkg_0001,m.026xrkg,Indian,026xrkg,0001,40,,026xrkg
m.05qtcv_0004,m.05qtcv,Indian,05qtcv,0004,37,,05qtcv
m.05qtcv_0001,m.05qtcv,Indian,05qtcv,0001,36,,05qtcv
m.05qtcv_0002,m.05qtcv,Indian,05qtcv,0002,40,,05qtcv
m.05qtcv_0003,m.05qtcv,Indian,05qtcv,0003,32,,05qtcv
m.076ykl1_0001,m.076ykl1,Indian,076ykl1,0001,44,,076ykl1
m.076ykl1_0002,m.076ykl1,Indian,076ykl1,0002,36,,076ykl1
m.076ykl1_0003,m.076ykl1,Indian,076ykl1,0003,39,,076ykl1
m.076ykl1_0004,m.076ykl1,Indian,076ykl1,0004,35,,076ykl1
m.0cyws4_0001,m.0cyws4,Indian,0cyws4,0001,54,,0cyws4
m.0cyws4_0003,m.0cyws4,Indian,0cyws4,0003,49,,0cyws4
m.0cyws4_0002,m.0cyws4,Indian,0cyws4,0002,52,,0cyws4
m.0hnbj9t_0004,m.0hnbj9t,Indian,0hnbj9t,0004,38,,0hnbj9t
m.0hnbj9t_0001,m.0hnbj9t,Indian,0hnbj9t,0001,18,16-18,0hnbj9t
m.0hnbj9t_0003,m.0hnbj9t,Indian,0hnbj9t,0003,40,,0hnbj9t
m.0hnbj9t_0002,m.0hnbj9t,Indian,0hnbj9t,0002,36,,0hnbj9t
m.064p92m_0001,m.064p92m,Indian,064p92m,0001,57,,064p92m
m.064p92m_0002,m.064p92m,Indian,064p92m,0002,59,,064p92m
m.064p92m_0003,m.064p92m,Indian,064p92m,0003,55,,064p92m
m.064p92m_0004,m.064p92m,Indian,064p92m,0004,59,,064p92m
m.0407kdf_0001,m.0407kdf,Indian,0407kdf,0001,60,,0407kdf
m.0407kdf_0002,m.0407kdf,Indian,0407kdf,0002,57,,0407kdf
m.0407kdf_0003,m.0407kdf,Indian,0407kdf,0003,65,,0407kdf
m.0gc17xv_0003,m.0gc17xv,Indian,0gc17xv,0003,31,,0gc17xv
m.0gc17xv_0002,m.0gc17xv,Indian,0gc17xv,0002,46,,0gc17xv
m.0gc17xv_0001,m.0gc17xv,Indian,0gc17xv,0001,39,,0gc17xv
m.076ypgv_0001,m.076ypgv,Indian,076ypgv,0001,27,,076ypgv
m.076ypgv_0002,m.076ypgv,Indian,076ypgv,0002,31,,076ypgv
m.076ypgv_0003,m.076ypgv,Indian,076ypgv,0003,35,,076ypgv
m.02qhg7v_0001,m.02qhg7v,Indian,02qhg7v,0001,43,,02qhg7v
m.02qhg7v_0002,m.02qhg7v,Indian,02qhg7v,0002,41,,02qhg7v
m.0cqyvd_0004,m.0cqyvd,Indian,0cqyvd,0004,52,,0cqyvd
m.0cqyvd_0001,m.0cqyvd,Indian,0cqyvd,0001,57,,0cqyvd
m.0cqyvd_0002,m.0cqyvd,Indian,0cqyvd,0002,29,,0cqyvd
m.0cqyvd_0003,m.0cqyvd,Indian,0cqyvd,0003,40,,0cqyvd
m.07k52_k_0003,m.07k52_k,Indian,07k52_k,0003,32,,07k52_k
m.07k52_k_0002,m.07k52_k,Indian,07k52_k,0002,32,,07k52_k
m.07k52_k_0001,m.07k52_k,Indian,07k52_k,0001,38,,07k52_k
m.07k52_k_0004,m.07k52_k,Indian,07k52_k,0004,31,,07k52_k
m.03kd5p_0002,m.03kd5p,Indian,03kd5p,0002,42,,03kd5p
m.03kd5p_0003,m.03kd5p,Indian,03kd5p,0003,54,,03kd5p
m.03kd5p_0001,m.03kd5p,Indian,03kd5p,0001,57,,03kd5p
m.04f160h_0001,m.04f160h,Indian,04f160h,0001,23,,04f160h
m.04f160h_0003,m.04f160h,Indian,04f160h,0003,23,,04f160h
m.04f160h_0002,m.04f160h,Indian,04f160h,0002,24,,04f160h
m.04f160h_0004,m.04f160h,Indian,04f160h,0004,27,,04f160h
m.01rhg6_0002,m.01rhg6,Indian,01rhg6,0002,51,,01rhg6
m.01rhg6_0003,m.01rhg6,Indian,01rhg6,0003,36,,01rhg6
m.01rhg6_0001,m.01rhg6,Indian,01rhg6,0001,48,,01rhg6
m.04q86bj_0002,m.04q86bj,Indian,04q86bj,0002,39,,04q86bj
m.04q86bj_0003,m.04q86bj,Indian,04q86bj,0003,38,,04q86bj
m.04q86bj_0001,m.04q86bj,Indian,04q86bj,0001,35,,04q86bj
m.05wbd__0001,m.05wbd_,Indian,05wbd_,0001,53,,05wbd_
m.05wbd__0002,m.05wbd_,Indian,05wbd_,0002,50,,05wbd_
