files_list,image_name,identity_name,enrolled,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar
Asian_m.02rlcy7/m.02rlcy7_0001.jpg,m.02rlcy7_0001,m.02rlcy7,enrolled,Asian,55,m.02rlcy7,14.0,69.0,98.0,100.0
Asian_m.02rlcy7/m.02rlcy7_0002.jpg,m.02rlcy7_0002,m.02rlcy7,enrolled,Asian,53,m.02rlcy7,15.0,61.0,97.0,100.0
Asian_m.02rlcy7/m.02rlcy7_0003.jpg,m.02rlcy7_0003,m.02rlcy7,enrolled,Asian,47,m.02rlcy7,65.0,100.0,97.0,100.0
Asian_m.02rmdzr/m.02rmdzr_0002.jpg,m.02rmdzr_0002,m.02rmdzr,enrolled,Asian,38,m.02rmdzr,19.0,51.0,98.0,99.0
Asian_m.02rmdzr/m.02rmdzr_0003.jpg,m.02rmdzr_0003,m.02rmdzr,enrolled,Asian,46,m.02rmdzr,26.0,81.0,93.0,98.0
Asian_m.02rmdzr/m.02rmdzr_0004.jpg,m.02rmdzr_0004,m.02rmdzr,enrolled,Asian,42,m.02rmdzr,84.0,79.0,99.0,100.0
Asian_m.02rnxxt/m.02rnxxt_0001.jpg,m.02rnxxt_0001,m.02rnxxt,enrolled,Asian,29,m.02rnxxt,26.0,94.0,95.0,100.0
Asian_m.02rnxxt/m.02rnxxt_0002.jpg,m.02rnxxt_0002,m.02rnxxt,enrolled,Asian,28,m.02rnxxt,27.0,79.0,95.0,99.0
Asian_m.02rnxxt/m.02rnxxt_0003.jpg,m.02rnxxt_0003,m.02rnxxt,enrolled,Asian,25,m.02rnxxt,80.0,98.0,97.0,100.0
Asian_m.02rnyvc/m.02rnyvc_0001.jpg,m.02rnyvc_0001,m.02rnyvc,enrolled,Asian,35,m.02rnyvc,11.0,84.0,78.0,97.0
Asian_m.02rnyvc/m.02rnyvc_0002.jpg,m.02rnyvc_0002,m.02rnyvc,enrolled,Asian,32,m.02rnyvc,46.0,89.0,94.0,99.0
Asian_m.02rnyvc/m.02rnyvc_0003.jpg,m.02rnyvc_0003,m.02rnyvc,enrolled,Asian,41,m.02rnyvc,26.0,55.0,100.0,100.0
Asian_m.02rnyvc/m.02rnyvc_0004.jpg,m.02rnyvc_0004,m.02rnyvc,enrolled,Asian,33,m.02rnyvc,21.0,87.0,100.0,100.0
Asian_m.02rnyvc/m.02rnyvc_0005.jpg,m.02rnyvc_0005,m.02rnyvc,enrolled,Asian,39,m.02rnyvc,39.0,64.0,100.0,100.0
Asian_m.02rp6ln/m.02rp6ln_0001.jpg,m.02rp6ln_0001,m.02rp6ln,enrolled,Asian,26,m.02rp6ln,11.0,90.0,89.0,99.0
Asian_m.02rp6ln/m.02rp6ln_0002.jpg,m.02rp6ln_0002,m.02rp6ln,enrolled,Asian,20,m.02rp6ln,41.0,99.0,92.0,100.0
Asian_m.02rp6ln/m.02rp6ln_0003.jpg,m.02rp6ln_0003,m.02rp6ln,enrolled,Asian,24,m.02rp6ln,27.0,79.0,97.0,100.0
Asian_m.02rr1xv/m.02rr1xv_0001.jpg,m.02rr1xv_0001,m.02rr1xv,enrolled,Asian,27,m.02rr1xv,43.0,71.0,88.0,94.0
Asian_m.02rr1xv/m.02rr1xv_0002.jpg,m.02rr1xv_0002,m.02rr1xv,enrolled,Asian,29,m.02rr1xv,16.0,89.0,100.0,100.0
Asian_m.02rr1xv/m.02rr1xv_0003.jpg,m.02rr1xv_0003,m.02rr1xv,enrolled,Asian,19,m.02rr1xv,19.0,98.0,99.0,100.0
Asian_m.02rrp3k/m.02rrp3k_0001.jpg,m.02rrp3k_0001,m.02rrp3k,enrolled,Asian,27,m.02rrp3k,34.0,100.0,96.0,100.0
Asian_m.02rrp3k/m.02rrp3k_0002.jpg,m.02rrp3k_0002,m.02rrp3k,enrolled,Asian,24,m.02rrp3k,58.0,100.0,97.0,100.0
Asian_m.02rrp3k/m.02rrp3k_0003.jpg,m.02rrp3k_0003,m.02rrp3k,enrolled,Asian,21,m.02rrp3k,51.0,98.0,99.0,100.0
Asian_m.02rrp3k/m.02rrp3k_0004.jpg,m.02rrp3k_0004,m.02rrp3k,enrolled,Asian,23,m.02rrp3k,14.0,97.0,99.0,100.0
Asian_m.02rs871/m.02rs871_0001.jpg,m.02rs871_0001,m.02rs871,enrolled,Asian,32,m.02rs871,16.0,91.0,99.0,98.0
Asian_m.02rs871/m.02rs871_0002.jpg,m.02rs871_0002,m.02rs871,enrolled,Asian,42,m.02rs871,66.0,95.0,97.0,100.0
Asian_m.02rs871/m.02rs871_0003.jpg,m.02rs871_0003,m.02rs871,enrolled,Asian,49,m.02rs871,75.0,75.0,100.0,100.0
Asian_m.02rs9c4/m.02rs9c4_0001.jpg,m.02rs9c4_0001,m.02rs9c4,enrolled,Asian,66,m.02rs9c4,62.0,77.0,99.0,100.0
Asian_m.02rs9c4/m.02rs9c4_0002.jpg,m.02rs9c4_0002,m.02rs9c4,enrolled,Asian,71,m.02rs9c4,72.0,88.0,99.0,100.0
Asian_m.02rt28n/m.02rt28n_0001.jpg,m.02rt28n_0001,m.02rt28n,enrolled,Asian,54,m.02rt28n,49.0,93.0,90.0,99.0
Asian_m.02rt28n/m.02rt28n_0002.jpg,m.02rt28n_0002,m.02rt28n,enrolled,Asian,51,m.02rt28n,64.0,98.0,93.0,100.0
Asian_m.02rt28n/m.02rt28n_0003.jpg,m.02rt28n_0003,m.02rt28n,enrolled,Asian,54,m.02rt28n,94.0,96.0,100.0,100.0
Asian_m.02rt52f/m.02rt52f_0001.jpg,m.02rt52f_0001,m.02rt52f,enrolled,Asian,26,m.02rt52f,48.0,76.0,98.0,100.0
Asian_m.02rt52f/m.02rt52f_0002.jpg,m.02rt52f_0002,m.02rt52f,enrolled,Asian,31,m.02rt52f,38.0,42.0,93.0,96.0
Asian_m.02rt52f/m.02rt52f_0003.jpg,m.02rt52f_0003,m.02rt52f,enrolled,Asian,25,m.02rt52f,29.0,33.0,71.0,82.0
Asian_m.02rt52f/m.02rt52f_0005.jpg,m.02rt52f_0005,m.02rt52f,enrolled,Asian,32,m.02rt52f,40.0,98.0,97.0,100.0
Asian_m.02rt52f/m.02rt52f_0006.jpg,m.02rt52f_0006,m.02rt52f,enrolled,Asian,23,m.02rt52f,40.0,96.0,87.0,99.0
Asian_m.02rttwb/m.02rttwb_0001.jpg,m.02rttwb_0001,m.02rttwb,enrolled,Asian,23,m.02rttwb,22.0,88.0,93.0,99.0
Asian_m.02rttwb/m.02rttwb_0002.jpg,m.02rttwb_0002,m.02rttwb,enrolled,Asian,19,m.02rttwb,34.0,85.0,100.0,100.0
Asian_m.02rttwb/m.02rttwb_0003.jpg,m.02rttwb_0003,m.02rttwb,enrolled,Asian,23,m.02rttwb,26.0,90.0,100.0,100.0
Asian_m.02rtvb/m.02rtvb_0001.jpg,m.02rtvb_0001,m.02rtvb,enrolled,Asian,54,m.02rtvb,16.0,65.0,99.0,99.0
Asian_m.02rtvb/m.02rtvb_0002.jpg,m.02rtvb_0002,m.02rtvb,enrolled,Asian,50,m.02rtvb,14.0,100.0,96.0,100.0
Asian_m.02rtvb/m.02rtvb_0003.jpg,m.02rtvb_0003,m.02rtvb,enrolled,Asian,37,m.02rtvb,14.0,90.0,100.0,100.0
Asian_m.02rv8wz/m.02rv8wz_0001.jpg,m.02rv8wz_0001,m.02rv8wz,enrolled,Asian,25,m.02rv8wz,19.0,84.0,95.0,100.0
Asian_m.02rv8wz/m.02rv8wz_0002.jpg,m.02rv8wz_0002,m.02rv8wz,enrolled,Asian,34,m.02rv8wz,47.0,99.0,100.0,100.0
Asian_m.02rv8wz/m.02rv8wz_0003.jpg,m.02rv8wz_0003,m.02rv8wz,enrolled,Asian,35,m.02rv8wz,10.0,45.0,94.0,97.0
Asian_m.02rw16d/m.02rw16d_0001.jpg,m.02rw16d_0001,m.02rw16d,enrolled,Asian,61,m.02rw16d,86.0,93.0,99.0,100.0
Asian_m.02rw16d/m.02rw16d_0002.jpg,m.02rw16d_0002,m.02rw16d,enrolled,Asian,54,m.02rw16d,78.0,97.0,99.0,100.0
Asian_m.02rw16d/m.02rw16d_0003.jpg,m.02rw16d_0003,m.02rw16d,enrolled,Asian,51,m.02rw16d,79.0,87.0,100.0,100.0
Asian_m.02rw16d/m.02rw16d_0004.jpg,m.02rw16d_0004,m.02rw16d,enrolled,Asian,49,m.02rw16d,51.0,83.0,87.0,97.0
Asian_m.02rw9n/m.02rw9n_0001.jpg,m.02rw9n_0001,m.02rw9n,enrolled,Asian,66,m.02rw9n,47.0,100.0,99.0,100.0
Asian_m.02rw9n/m.02rw9n_0002.jpg,m.02rw9n_0002,m.02rw9n,enrolled,Asian,64,m.02rw9n,40.0,100.0,100.0,100.0
Asian_m.02rw9n/m.02rw9n_0003.jpg,m.02rw9n_0003,m.02rw9n,enrolled,Asian,58,m.02rw9n,22.0,87.0,96.0,98.0
Asian_m.02rw9n/m.02rw9n_0004.jpg,m.02rw9n_0004,m.02rw9n,enrolled,Asian,68,m.02rw9n,81.0,99.0,100.0,100.0
Asian_m.02rw9n/m.02rw9n_0005.jpg,m.02rw9n_0005,m.02rw9n,enrolled,Asian,69,m.02rw9n,47.0,92.0,100.0,100.0
Asian_m.02rwq0g/m.02rwq0g_0001.jpg,m.02rwq0g_0001,m.02rwq0g,enrolled,Asian,24,m.02rwq0g,6.0,89.0,93.0,100.0
Asian_m.02rwq0g/m.02rwq0g_0002.jpg,m.02rwq0g_0002,m.02rwq0g,enrolled,Asian,35,m.02rwq0g,32.0,100.0,100.0,100.0
Asian_m.02rwq0g/m.02rwq0g_0003.jpg,m.02rwq0g_0003,m.02rwq0g,enrolled,Asian,33,m.02rwq0g,68.0,99.0,96.0,100.0
Asian_m.02rx450/m.02rx450_0001.jpg,m.02rx450_0001,m.02rx450,enrolled,Asian,45,m.02rx450,56.0,81.0,100.0,100.0
Asian_m.02rx450/m.02rx450_0002.jpg,m.02rx450_0002,m.02rx450,enrolled,Asian,44,m.02rx450,61.0,97.0,99.0,100.0
Asian_m.02rx450/m.02rx450_0003.jpg,m.02rx450_0003,m.02rx450,enrolled,Asian,35,m.02rx450,57.0,100.0,100.0,100.0
Asian_m.02rx4bw/m.02rx4bw_0001.jpg,m.02rx4bw_0001,m.02rx4bw,enrolled,Asian,44,m.02rx4bw,62.0,98.0,100.0,100.0
Asian_m.02rx4bw/m.02rx4bw_0003.jpg,m.02rx4bw_0003,m.02rx4bw,enrolled,Asian,53,m.02rx4bw,27.0,100.0,99.0,100.0
Asian_m.02ry64c/m.02ry64c_0001.jpg,m.02ry64c_0001,m.02ry64c,enrolled,Asian,35,m.02ry64c,70.0,100.0,100.0,100.0
Asian_m.02ry64c/m.02ry64c_0002.jpg,m.02ry64c_0002,m.02ry64c,enrolled,Asian,42,m.02ry64c,19.0,99.0,100.0,100.0
Asian_m.02ry64c/m.02ry64c_0003.jpg,m.02ry64c_0003,m.02ry64c,enrolled,Asian,40,m.02ry64c,43.0,99.0,97.0,100.0
Asian_m.02ryk0t/m.02ryk0t_0001.jpg,m.02ryk0t_0001,m.02ryk0t,enrolled,Asian,39,m.02ryk0t,66.0,88.0,100.0,100.0
Asian_m.02ryk0t/m.02ryk0t_0002.jpg,m.02ryk0t_0002,m.02ryk0t,enrolled,Asian,42,m.02ryk0t,62.0,100.0,99.0,100.0
Asian_m.02ryk0t/m.02ryk0t_0003.jpg,m.02ryk0t_0003,m.02ryk0t,enrolled,Asian,49,m.02ryk0t,35.0,55.0,94.0,95.0
Asian_m.02ryx46/m.02ryx46_0001.jpg,m.02ryx46_0001,m.02ryx46,enrolled,Asian,56,m.02ryx46,95.0,97.0,99.0,100.0
Asian_m.02ryx46/m.02ryx46_0002.jpg,m.02ryx46_0002,m.02ryx46,enrolled,Asian,52,m.02ryx46,83.0,89.0,99.0,100.0
Asian_m.02ryx46/m.02ryx46_0003.jpg,m.02ryx46_0003,m.02ryx46,enrolled,Asian,50,m.02ryx46,24.0,97.0,100.0,100.0
Asian_m.02rz1_b/m.02rz1_b_0001.jpg,m.02rz1_b_0001,m.02rz1_b,enrolled,Asian,42,m.02rz1_b,89.0,92.0,99.0,100.0
Asian_m.02rz1_b/m.02rz1_b_0002.jpg,m.02rz1_b_0002,m.02rz1_b,enrolled,Asian,45,m.02rz1_b,92.0,99.0,100.0,100.0
Asian_m.02rz5qz/m.02rz5qz_0001.jpg,m.02rz5qz_0001,m.02rz5qz,enrolled,Asian,41,m.02rz5qz,47.0,84.0,99.0,100.0
Asian_m.02rz5qz/m.02rz5qz_0002.jpg,m.02rz5qz_0002,m.02rz5qz,enrolled,Asian,41,m.02rz5qz,73.0,98.0,100.0,100.0
Asian_m.02rz5qz/m.02rz5qz_0003.jpg,m.02rz5qz_0003,m.02rz5qz,enrolled,Asian,42,m.02rz5qz,46.0,96.0,100.0,100.0
Asian_m.02r_fz0/m.02r_fz0_0001.jpg,m.02r_fz0_0001,m.02r_fz0,enrolled,Asian,53,m.02r_fz0,72.0,86.0,99.0,99.0
Asian_m.02r_fz0/m.02r_fz0_0002.jpg,m.02r_fz0_0002,m.02r_fz0,enrolled,Asian,52,m.02r_fz0,46.0,100.0,99.0,100.0
Asian_m.02r_fz0/m.02r_fz0_0003.jpg,m.02r_fz0_0003,m.02r_fz0,enrolled,Asian,61,m.02r_fz0,76.0,87.0,99.0,99.0
Asian_m.02r_fz0/m.02r_fz0_0004.jpg,m.02r_fz0_0004,m.02r_fz0,enrolled,Asian,55,m.02r_fz0,69.0,94.0,92.0,99.0
Asian_m.02s461/m.02s461_0001.jpg,m.02s461_0001,m.02s461,enrolled,Asian,46,m.02s461,90.0,94.0,99.0,100.0
Asian_m.02s461/m.02s461_0002.jpg,m.02s461_0002,m.02s461,enrolled,Asian,26,m.02s461,18.0,88.0,98.0,99.0
Asian_m.02s461/m.02s461_0003.jpg,m.02s461_0003,m.02s461,enrolled,Asian,47,m.02s461,77.0,99.0,98.0,100.0
Asian_m.02s461/m.02s461_0004.jpg,m.02s461_0004,m.02s461,enrolled,Asian,51,m.02s461,82.0,93.0,100.0,100.0
Asian_m.02s461/m.02s461_0005.jpg,m.02s461_0005,m.02s461,enrolled,Asian,48,m.02s461,86.0,99.0,99.0,100.0
Asian_m.02sbwl/m.02sbwl_0001.jpg,m.02sbwl_0001,m.02sbwl,enrolled,Asian,68,m.02sbwl,72.0,97.0,100.0,100.0
Asian_m.02sbwl/m.02sbwl_0002.jpg,m.02sbwl_0002,m.02sbwl,enrolled,Asian,90,m.02sbwl,73.0,95.0,99.0,100.0
Asian_m.02sbwl/m.02sbwl_0003.jpg,m.02sbwl_0003,m.02sbwl,enrolled,Asian,71,m.02sbwl,51.0,72.0,96.0,97.0
Asian_m.02sbwl/m.02sbwl_0004.jpg,m.02sbwl_0004,m.02sbwl,enrolled,Asian,75,m.02sbwl,36.0,94.0,100.0,100.0
Asian_m.02sgh8/m.02sgh8_0001.jpg,m.02sgh8_0001,m.02sgh8,enrolled,Asian,51,m.02sgh8,13.0,100.0,99.0,100.0
Asian_m.02sgh8/m.02sgh8_0002.jpg,m.02sgh8_0002,m.02sgh8,enrolled,Asian,62,m.02sgh8,87.0,99.0,100.0,100.0
Asian_m.02sgh8/m.02sgh8_0003.jpg,m.02sgh8_0003,m.02sgh8,enrolled,Asian,51,m.02sgh8,56.0,93.0,100.0,100.0
Asian_m.02sm8/m.02sm8_0001.jpg,m.02sm8_0001,m.02sm8,enrolled,Asian,28,m.02sm8,56.0,99.0,100.0,100.0
Asian_m.02sm8/m.02sm8_0002.jpg,m.02sm8_0002,m.02sm8,enrolled,Asian,58,m.02sm8,65.0,94.0,100.0,100.0
Asian_m.02sm8/m.02sm8_0003.jpg,m.02sm8_0003,m.02sm8,enrolled,Asian,28,m.02sm8,34.0,100.0,100.0,100.0
Asian_m.02sm8/m.02sm8_0004.jpg,m.02sm8_0004,m.02sm8,enrolled,Asian,39,m.02sm8,30.0,99.0,100.0,100.0
Asian_m.02ssrt/m.02ssrt_0001.jpg,m.02ssrt_0001,m.02ssrt,enrolled,Asian,29,m.02ssrt,7.0,96.0,97.0,100.0
Asian_m.02ssrt/m.02ssrt_0002.jpg,m.02ssrt_0002,m.02ssrt,enrolled,Asian,28,m.02ssrt,34.0,98.0,100.0,100.0
Asian_m.02s_0f/m.02s_0f_0001.jpg,m.02s_0f_0001,m.02s_0f,enrolled,Asian,39,m.02s_0f,12.0,100.0,97.0,100.0
Asian_m.02s_0f/m.02s_0f_0002.jpg,m.02s_0f_0002,m.02s_0f,enrolled,Asian,37,m.02s_0f,21.0,99.0,98.0,100.0
Asian_m.02s_0f/m.02s_0f_0003.jpg,m.02s_0f_0003,m.02s_0f,enrolled,Asian,30,m.02s_0f,12.0,93.0,100.0,100.0
Asian_m.02t1dv/m.02t1dv_0001.jpg,m.02t1dv_0001,m.02t1dv,enrolled,Asian,35,m.02t1dv,46.0,99.0,98.0,100.0
Asian_m.02t1dv/m.02t1dv_0002.jpg,m.02t1dv_0002,m.02t1dv,enrolled,Asian,32,m.02t1dv,11.0,100.0,100.0,100.0
Asian_m.02t1dv/m.02t1dv_0003.jpg,m.02t1dv_0003,m.02t1dv,enrolled,Asian,32,m.02t1dv,50.0,96.0,98.0,100.0
Asian_m.02v92l/m.02v92l_0001.jpg,m.02v92l_0001,m.02v92l,enrolled,Asian,42,m.02v92l,80.0,92.0,100.0,100.0
Asian_m.02v92l/m.02v92l_0002.jpg,m.02v92l_0002,m.02v92l,enrolled,Asian,35,m.02v92l,38.0,88.0,99.0,99.0
Asian_m.02v92l/m.02v92l_0003.jpg,m.02v92l_0003,m.02v92l,enrolled,Asian,36,m.02v92l,35.0,75.0,91.0,97.0
Asian_m.02vdt9/m.02vdt9_0001.jpg,m.02vdt9_0001,m.02vdt9,enrolled,Asian,58,m.02vdt9,45.0,88.0,100.0,100.0
Asian_m.02vdt9/m.02vdt9_0002.jpg,m.02vdt9_0002,m.02vdt9,enrolled,Asian,54,m.02vdt9,22.0,82.0,97.0,100.0
Asian_m.02vdt9/m.02vdt9_0003.jpg,m.02vdt9_0003,m.02vdt9,enrolled,Asian,61,m.02vdt9,27.0,75.0,100.0,100.0
Asian_m.02vgny/m.02vgny_0001.jpg,m.02vgny_0001,m.02vgny,enrolled,Asian,23,m.02vgny,14.0,100.0,100.0,100.0
Asian_m.02vgny/m.02vgny_0002.jpg,m.02vgny_0002,m.02vgny,enrolled,Asian,16,m.02vgny,,,,
Asian_m.02vgny/m.02vgny_0003.jpg,m.02vgny_0003,m.02vgny,enrolled,Asian,23,m.02vgny,8.0,99.0,99.0,100.0
Asian_m.02vgny/m.02vgny_0004.jpg,m.02vgny_0004,m.02vgny,enrolled,Asian,15,m.02vgny,,,,
Asian_m.02vgny/m.02vgny_0005.jpg,m.02vgny_0005,m.02vgny,enrolled,Asian,17,m.02vgny,,,,
Asian_m.02vknxw/m.02vknxw_0001.jpg,m.02vknxw_0001,m.02vknxw,enrolled,Asian,30,m.02vknxw,55.0,97.0,99.0,100.0
Asian_m.02vknxw/m.02vknxw_0002.jpg,m.02vknxw_0002,m.02vknxw,enrolled,Asian,26,m.02vknxw,69.0,100.0,98.0,100.0
Asian_m.02vknxw/m.02vknxw_0003.jpg,m.02vknxw_0003,m.02vknxw,enrolled,Asian,34,m.02vknxw,17.0,100.0,99.0,100.0
Asian_m.02vlcsf/m.02vlcsf_0001.jpg,m.02vlcsf_0001,m.02vlcsf,enrolled,Asian,49,m.02vlcsf,14.0,56.0,89.0,95.0
Asian_m.02vlcsf/m.02vlcsf_0002.jpg,m.02vlcsf_0002,m.02vlcsf,enrolled,Asian,39,m.02vlcsf,20.0,55.0,85.0,90.0
Asian_m.02vlcsf/m.02vlcsf_0003.jpg,m.02vlcsf_0003,m.02vlcsf,enrolled,Asian,40,m.02vlcsf,16.0,97.0,82.0,99.0
Asian_m.02vlcsf/m.02vlcsf_0004.jpg,m.02vlcsf_0004,m.02vlcsf,enrolled,Asian,39,m.02vlcsf,73.0,100.0,100.0,100.0
Asian_m.02vlcsf/m.02vlcsf_0005.jpg,m.02vlcsf_0005,m.02vlcsf,enrolled,Asian,28,m.02vlcsf,22.0,100.0,90.0,100.0
Asian_m.02vlzdc/m.02vlzdc_0001.jpg,m.02vlzdc_0001,m.02vlzdc,enrolled,Asian,26,m.02vlzdc,8.0,89.0,100.0,100.0
Asian_m.02vlzdc/m.02vlzdc_0002.jpg,m.02vlzdc_0002,m.02vlzdc,enrolled,Asian,54,m.02vlzdc,62.0,100.0,100.0,100.0
Asian_m.02vlzdc/m.02vlzdc_0003.jpg,m.02vlzdc_0003,m.02vlzdc,enrolled,Asian,54,m.02vlzdc,61.0,100.0,100.0,100.0
Asian_m.02vlzdc/m.02vlzdc_0004.jpg,m.02vlzdc_0004,m.02vlzdc,enrolled,Asian,48,m.02vlzdc,32.0,94.0,100.0,100.0
Asian_m.02vlzdc/m.02vlzdc_0005.jpg,m.02vlzdc_0005,m.02vlzdc,enrolled,Asian,36,m.02vlzdc,8.0,100.0,100.0,99.0
Asian_m.02vm5d5/m.02vm5d5_0001.jpg,m.02vm5d5_0001,m.02vm5d5,enrolled,Asian,26,m.02vm5d5,17.0,83.0,97.0,99.0
Asian_m.02vm5d5/m.02vm5d5_0002.jpg,m.02vm5d5_0002,m.02vm5d5,enrolled,Asian,27,m.02vm5d5,68.0,100.0,99.0,100.0
Asian_m.02vm5d5/m.02vm5d5_0003.jpg,m.02vm5d5_0003,m.02vm5d5,enrolled,Asian,26,m.02vm5d5,13.0,100.0,100.0,100.0
Asian_m.02vm5d5/m.02vm5d5_0004.jpg,m.02vm5d5_0004,m.02vm5d5,enrolled,Asian,26,m.02vm5d5,25.0,75.0,97.0,100.0
Asian_m.02vmmm7/m.02vmmm7_0001.jpg,m.02vmmm7_0001,m.02vmmm7,enrolled,Asian,42,m.02vmmm7,69.0,93.0,95.0,99.0
Asian_m.02vmmm7/m.02vmmm7_0002.jpg,m.02vmmm7_0002,m.02vmmm7,enrolled,Asian,37,m.02vmmm7,57.0,90.0,99.0,100.0
Asian_m.02vmmm7/m.02vmmm7_0003.jpg,m.02vmmm7_0003,m.02vmmm7,enrolled,Asian,41,m.02vmmm7,89.0,96.0,99.0,100.0
Asian_m.02vmmm7/m.02vmmm7_0004.jpg,m.02vmmm7_0004,m.02vmmm7,enrolled,Asian,39,m.02vmmm7,19.0,100.0,94.0,100.0
Asian_m.02vmmm7/m.02vmmm7_0005.jpg,m.02vmmm7_0005,m.02vmmm7,enrolled,Asian,40,m.02vmmm7,33.0,77.0,98.0,99.0
Asian_m.02vmmm7/m.02vmmm7_0006.jpg,m.02vmmm7_0006,m.02vmmm7,enrolled,Asian,43,m.02vmmm7,81.0,94.0,100.0,100.0
Asian_m.02vmmm7/m.02vmmm7_0007.jpg,m.02vmmm7_0007,m.02vmmm7,enrolled,Asian,38,m.02vmmm7,65.0,95.0,99.0,100.0
Asian_m.02vmv5b/m.02vmv5b_0001.jpg,m.02vmv5b_0001,m.02vmv5b,enrolled,Asian,25,m.02vmv5b,69.0,94.0,100.0,100.0
Asian_m.02vmv5b/m.02vmv5b_0002.jpg,m.02vmv5b_0002,m.02vmv5b,enrolled,Asian,29,m.02vmv5b,36.0,86.0,97.0,100.0
Asian_m.02vmv5b/m.02vmv5b_0003.jpg,m.02vmv5b_0003,m.02vmv5b,enrolled,Asian,29,m.02vmv5b,1.0,75.0,68.0,84.0
Asian_m.02vmv5b/m.02vmv5b_0004.jpg,m.02vmv5b_0004,m.02vmv5b,enrolled,Asian,24,m.02vmv5b,82.0,100.0,99.0,100.0
Asian_m.02vmv5b/m.02vmv5b_0005.jpg,m.02vmv5b_0005,m.02vmv5b,enrolled,Asian,26,m.02vmv5b,56.0,99.0,100.0,100.0
Asian_m.02vmv5b/m.02vmv5b_0006.jpg,m.02vmv5b_0006,m.02vmv5b,enrolled,Asian,26,m.02vmv5b,6.0,98.0,87.0,99.0
Asian_m.02vphvr/m.02vphvr_0001.jpg,m.02vphvr_0001,m.02vphvr,enrolled,Asian,32,m.02vphvr,7.0,100.0,92.0,100.0
Asian_m.02vphvr/m.02vphvr_0002.jpg,m.02vphvr_0002,m.02vphvr,enrolled,Asian,31,m.02vphvr,10.0,98.0,97.0,99.0
Asian_m.02vphvr/m.02vphvr_0003.jpg,m.02vphvr_0003,m.02vphvr,enrolled,Asian,39,m.02vphvr,11.0,85.0,100.0,100.0
Asian_m.02vphvr/m.02vphvr_0004.jpg,m.02vphvr_0004,m.02vphvr,enrolled,Asian,37,m.02vphvr,20.0,99.0,99.0,100.0
Asian_m.02vphvr/m.02vphvr_0005.jpg,m.02vphvr_0005,m.02vphvr,enrolled,Asian,22,m.02vphvr,6.0,98.0,91.0,99.0
Asian_m.02vqp3j/m.02vqp3j_0001.jpg,m.02vqp3j_0001,m.02vqp3j,enrolled,Asian,44,m.02vqp3j,14.0,83.0,94.0,98.0
Asian_m.02vqp3j/m.02vqp3j_0002.jpg,m.02vqp3j_0002,m.02vqp3j,enrolled,Asian,37,m.02vqp3j,12.0,96.0,99.0,100.0
Asian_m.02vqp3j/m.02vqp3j_0003.jpg,m.02vqp3j_0003,m.02vqp3j,enrolled,Asian,29,m.02vqp3j,9.0,95.0,100.0,100.0
Asian_m.02vr42k/m.02vr42k_0001.jpg,m.02vr42k_0001,m.02vr42k,enrolled,Asian,29,m.02vr42k,4.0,83.0,93.0,99.0
Asian_m.02vr42k/m.02vr42k_0002.jpg,m.02vr42k_0002,m.02vr42k,enrolled,Asian,19,m.02vr42k,11.0,92.0,85.0,99.0
Asian_m.02vr42k/m.02vr42k_0003.jpg,m.02vr42k_0003,m.02vr42k,enrolled,Asian,23,m.02vr42k,12.0,92.0,100.0,100.0
Asian_m.02vr42k/m.02vr42k_0004.jpg,m.02vr42k_0004,m.02vr42k,enrolled,Asian,28,m.02vr42k,32.0,84.0,98.0,100.0
Asian_m.02vr704/m.02vr704_0001.jpg,m.02vr704_0001,m.02vr704,enrolled,Asian,33,m.02vr704,11.0,72.0,73.0,89.0
Asian_m.02vr704/m.02vr704_0002.jpg,m.02vr704_0002,m.02vr704,enrolled,Asian,18,m.02vr704,,,,
Asian_m.02vr704/m.02vr704_0004.jpg,m.02vr704_0004,m.02vr704,enrolled,Asian,35,m.02vr704,57.0,100.0,95.0,100.0
Asian_m.02vr704/m.02vr704_0005.jpg,m.02vr704_0005,m.02vr704,enrolled,Asian,23,m.02vr704,27.0,100.0,95.0,100.0
Asian_m.02vr704/m.02vr704_0006.jpg,m.02vr704_0006,m.02vr704,enrolled,Asian,28,m.02vr704,16.0,99.0,92.0,100.0
Asian_m.02vrgn1/m.02vrgn1_0001.jpg,m.02vrgn1_0001,m.02vrgn1,enrolled,Asian,22,m.02vrgn1,6.0,63.0,99.0,99.0
Asian_m.02vrgn1/m.02vrgn1_0003.jpg,m.02vrgn1_0003,m.02vrgn1,enrolled,Asian,26,m.02vrgn1,10.0,100.0,97.0,100.0
Asian_m.02vrgn1/m.02vrgn1_0004.jpg,m.02vrgn1_0004,m.02vrgn1,enrolled,Asian,23,m.02vrgn1,10.0,67.0,88.0,96.0
Asian_m.02vrgn1/m.02vrgn1_0005.jpg,m.02vrgn1_0005,m.02vrgn1,enrolled,Asian,21,m.02vrgn1,28.0,99.0,100.0,100.0
Asian_m.02vw6b/m.02vw6b_0001.jpg,m.02vw6b_0001,m.02vw6b,enrolled,Asian,38,m.02vw6b,7.0,90.0,99.0,99.0
Asian_m.02vw6b/m.02vw6b_0002.jpg,m.02vw6b_0002,m.02vw6b,enrolled,Asian,36,m.02vw6b,5.0,80.0,69.0,89.0
