files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,children_agegroup
African_323/African_323_4.png,African_323_4,enrolled,African_323,African,11,African_323,28.0,98.0,87.0,99.0,10-12
African_323/African_323_6.png,African_323_6,enrolled,African_323,African,10,African_323,49.0,88.0,99.0,100.0,10-12
African_324/African_324_5.png,African_324_5,enrolled,African_324,African,1,African_324,38.0,90.0,96.0,100.0,1-3
African_324/African_324_9.png,African_324_9,enrolled,African_324,African,4,African_324,15.0,100.0,93.0,100.0,4-6
African_325/African_325_0.png,African_325_0,enrolled,African_325,African,2,African_325,37.0,96.0,100.0,100.0,1-3
African_325/African_325_1.png,African_325_1,enrolled,African_325,African,2,African_325,26.0,96.0,99.0,100.0,1-3
African_325/African_325_2.png,African_325_2,enrolled,African_325,African,3,African_325,13.0,100.0,98.0,100.0,1-3
African_325/African_325_9.png,African_325_9,enrolled,African_325,African,3,African_325,34.0,100.0,100.0,99.0,1-3
African_326/African_326_0.png,African_326_0,enrolled,African_326,African,9,African_326,62.0,99.0,99.0,100.0,7-9
African_326/African_326_1.png,African_326_1,enrolled,African_326,African,8,African_326,30.0,99.0,100.0,100.0,7-9
African_326/African_326_5.png,African_326_5,enrolled,African_326,African,8,African_326,49.0,100.0,100.0,100.0,7-9
African_327/African_327_0.png,African_327_0,enrolled,African_327,African,4,African_327,24.0,97.0,88.0,100.0,4-6
African_327/African_327_1.png,African_327_1,enrolled,African_327,African,2,African_327,13.0,93.0,97.0,100.0,1-3
African_327/African_327_9.png,African_327_9,enrolled,African_327,African,2,African_327,16.0,97.0,98.0,100.0,1-3
African_33/African_33_3.png,African_33_3,enrolled,African_33,African,14,African_33,14.0,95.0,100.0,100.0,13-15
African_330/African_330_0.png,African_330_0,enrolled,African_330,African,8,African_330,20.0,71.0,99.0,100.0,7-9
African_330/African_330_1.png,African_330_1,enrolled,African_330,African,7,African_330,28.0,98.0,95.0,100.0,7-9
African_330/African_330_4.png,African_330_4,enrolled,African_330,African,5,African_330,24.0,100.0,100.0,98.0,4-6
African_331/African_331_0.png,African_331_0,enrolled,African_331,African,6,African_331,17.0,95.0,99.0,100.0,4-6
African_331/African_331_10.png,African_331_10,enrolled,African_331,African,5,African_331,41.0,100.0,100.0,100.0,4-6
African_331/African_331_4.png,African_331_4,enrolled,African_331,African,4,African_331,52.0,95.0,100.0,100.0,4-6
African_332/African_332_0.png,African_332_0,enrolled,African_332,African,8,African_332,26.0,97.0,97.0,100.0,7-9
African_332/African_332_2.png,African_332_2,enrolled,African_332,African,8,African_332,49.0,100.0,94.0,100.0,7-9
African_332/African_332_3.png,African_332_3,enrolled,African_332,African,9,African_332,25.0,83.0,93.0,100.0,7-9
African_333/African_333_10.png,African_333_10,enrolled,African_333,African,7,African_333,10.0,91.0,88.0,100.0,7-9
African_333/African_333_14.png,African_333_14,enrolled,African_333,African,7,African_333,16.0,84.0,91.0,99.0,7-9
African_333/African_333_18.png,African_333_18,enrolled,African_333,African,5,African_333,41.0,100.0,99.0,100.0,4-6
African_333/African_333_8.png,African_333_8,enrolled,African_333,African,4,African_333,46.0,97.0,100.0,100.0,4-6
African_335/African_335_0.png,African_335_0,enrolled,African_335,African,8,African_335,47.0,100.0,100.0,100.0,7-9
African_335/African_335_1.png,African_335_1,enrolled,African_335,African,10,African_335,42.0,100.0,100.0,96.0,10-12
African_336/African_336_2.png,African_336_2,enrolled,African_336,African,4,African_336,20.0,100.0,100.0,100.0,4-6
African_336/African_336_25.png,African_336_25,enrolled,African_336,African,15,African_336,52.0,99.0,100.0,100.0,13-15
African_336/African_336_32.png,African_336_32,enrolled,African_336,African,8,African_336,30.0,100.0,100.0,100.0,7-9
African_336/African_336_8.png,African_336_8,enrolled,African_336,African,5,African_336,18.0,98.0,94.0,100.0,4-6
African_337/African_337_22.png,African_337_22,enrolled,African_337,African,5,African_337,29.0,98.0,98.0,100.0,4-6
African_337/African_337_6.png,African_337_6,enrolled,African_337,African,2,African_337,25.0,98.0,96.0,100.0,1-3
African_337/African_337_8.png,African_337_8,enrolled,African_337,African,4,African_337,39.0,90.0,100.0,100.0,4-6
African_338/African_338_0.png,African_338_0,enrolled,African_338,African,10,African_338,38.0,98.0,94.0,100.0,10-12
African_338/African_338_1.png,African_338_1,enrolled,African_338,African,12,African_338,31.0,98.0,92.0,100.0,10-12
African_34/African_34_0.png,African_34_0,enrolled,African_34,African,8,African_34,24.0,99.0,100.0,98.0,7-9
African_34/African_34_12.png,African_34_12,enrolled,African_34,African,7,African_34,22.0,83.0,100.0,99.0,7-9
African_34/African_34_26.png,African_34_26,enrolled,African_34,African,13,African_34,39.0,88.0,99.0,100.0,13-15
African_34/African_34_9.png,African_34_9,enrolled,African_34,African,15,African_34,28.0,100.0,94.0,100.0,13-15
African_340/African_340_14.png,African_340_14,enrolled,African_340,African,6,African_340,31.0,100.0,97.0,100.0,4-6
African_340/African_340_17.png,African_340_17,enrolled,African_340,African,8,African_340,41.0,100.0,98.0,100.0,7-9
African_340/African_340_3.png,African_340_3,enrolled,African_340,African,7,African_340,35.0,89.0,100.0,100.0,7-9
African_341/African_341_17.png,African_341_17,enrolled,African_341,African,4,African_341,13.0,98.0,99.0,100.0,4-6
African_341/African_341_29.png,African_341_29,enrolled,African_341,African,3,African_341,10.0,100.0,88.0,100.0,1-3
African_341/African_341_5.png,African_341_5,enrolled,African_341,African,4,African_341,27.0,99.0,99.0,100.0,4-6
African_341/African_341_7.png,African_341_7,enrolled,African_341,African,3,African_341,20.0,100.0,100.0,100.0,1-3
African_343/African_343_12.png,African_343_12,enrolled,African_343,African,9,African_343,75.0,98.0,97.0,100.0,7-9
African_344/African_344_11.png,African_344_11,enrolled,African_344,African,2,African_344,15.0,57.0,99.0,100.0,1-3
African_344/African_344_15.png,African_344_15,enrolled,African_344,African,6,African_344,44.0,96.0,97.0,95.0,4-6
African_344/African_344_16.png,African_344_16,enrolled,African_344,African,1,African_344,35.0,97.0,100.0,100.0,1-3
African_344/African_344_4.png,African_344_4,enrolled,African_344,African,2,African_344,75.0,84.0,99.0,99.0,1-3
African_345/African_345_0.png,African_345_0,enrolled,African_345,African,8,African_345,34.0,99.0,78.0,100.0,7-9
African_345/African_345_1.png,African_345_1,enrolled,African_345,African,11,African_345,38.0,100.0,91.0,100.0,10-12
African_346/African_346_11.png,African_346_11,enrolled,African_346,African,5,African_346,51.0,100.0,100.0,100.0,4-6
African_346/African_346_14.png,African_346_14,enrolled,African_346,African,7,African_346,53.0,100.0,98.0,100.0,7-9
African_346/African_346_16.png,African_346_16,enrolled,African_346,African,9,African_346,24.0,54.0,100.0,100.0,7-9
African_346/African_346_19.png,African_346_19,enrolled,African_346,African,7,African_346,64.0,100.0,100.0,100.0,7-9
African_346/African_346_8.png,African_346_8,enrolled,African_346,African,6,African_346,38.0,96.0,99.0,100.0,4-6
African_347/African_347_31.png,African_347_31,enrolled,African_347,African,2,African_347,13.0,81.0,100.0,100.0,1-3
African_347/African_347_37.png,African_347_37,enrolled,African_347,African,1,African_347,28.0,98.0,100.0,100.0,1-3
African_349/African_349_2.png,African_349_2,enrolled,African_349,African,4,African_349,9.0,75.0,100.0,100.0,4-6
African_349/African_349_3.png,African_349_3,enrolled,African_349,African,4,African_349,10.0,99.0,98.0,100.0,4-6
African_35/African_35_11.png,African_35_11,enrolled,African_35,African,7,African_35,36.0,100.0,98.0,100.0,7-9
African_35/African_35_22.png,African_35_22,enrolled,African_35,African,7,African_35,30.0,99.0,97.0,100.0,7-9
African_35/African_35_23.png,African_35_23,enrolled,African_35,African,7,African_35,26.0,99.0,99.0,100.0,7-9
African_350/African_350_0.png,African_350_0,enrolled,African_350,African,10,African_350,75.0,100.0,99.0,100.0,10-12
African_350/African_350_1.png,African_350_1,enrolled,African_350,African,11,African_350,73.0,95.0,100.0,100.0,10-12
African_355/African_355_4.png,African_355_4,enrolled,African_355,African,14,African_355,58.0,100.0,95.0,100.0,13-15
African_356/African_356_2.png,African_356_2,enrolled,African_356,African,5,African_356,44.0,100.0,86.0,100.0,4-6
African_356/African_356_4.png,African_356_4,enrolled,African_356,African,8,African_356,29.0,99.0,83.0,100.0,7-9
African_357/African_357_0.png,African_357_0,enrolled,African_357,African,12,African_357,40.0,98.0,93.0,100.0,10-12
African_357/African_357_1.png,African_357_1,enrolled,African_357,African,8,African_357,41.0,99.0,95.0,100.0,7-9
African_358/African_358_10.png,African_358_10,enrolled,African_358,African,9,African_358,32.0,100.0,99.0,100.0,7-9
African_358/African_358_2.png,African_358_2,enrolled,African_358,African,10,African_358,29.0,99.0,100.0,100.0,10-12
African_359/African_359_119.png,African_359_119,enrolled,African_359,African,15,African_359,19.0,73.0,83.0,98.0,13-15
African_359/African_359_138.png,African_359_138,enrolled,African_359,African,9,African_359,23.0,98.0,82.0,100.0,7-9
African_359/African_359_65.png,African_359_65,enrolled,African_359,African,8,African_359,35.0,100.0,99.0,100.0,7-9
African_36/African_36_0.png,African_36_0,enrolled,African_36,African,11,African_36,64.0,100.0,91.0,100.0,10-12
African_36/African_36_2.png,African_36_2,enrolled,African_36,African,14,African_36,40.0,99.0,88.0,100.0,13-15
African_36/African_36_4.png,African_36_4,enrolled,African_36,African,15,African_36,20.0,94.0,97.0,100.0,13-15
African_36/African_36_5.png,African_36_5,enrolled,African_36,African,13,African_36,59.0,98.0,92.0,100.0,13-15
African_362/African_362_1.png,African_362_1,enrolled,African_362,African,12,African_362,35.0,100.0,98.0,100.0,10-12
African_362/African_362_19.png,African_362_19,enrolled,African_362,African,12,African_362,43.0,98.0,99.0,100.0,10-12
African_363/African_363_10.png,African_363_10,enrolled,African_363,African,15,African_363,35.0,98.0,96.0,99.0,13-15
African_364/African_364_17.png,African_364_17,enrolled,African_364,African,11,African_364,32.0,85.0,99.0,100.0,10-12
African_366/African_366_15.png,African_366_15,enrolled,African_366,African,5,African_366,50.0,90.0,99.0,100.0,4-6
African_366/African_366_37.png,African_366_37,enrolled,African_366,African,7,African_366,50.0,94.0,100.0,100.0,7-9
African_367/African_367_21.png,African_367_21,enrolled,African_367,African,7,African_367,39.0,100.0,88.0,100.0,7-9
African_367/African_367_23.png,African_367_23,enrolled,African_367,African,6,African_367,60.0,100.0,99.0,100.0,4-6
African_367/African_367_26.png,African_367_26,enrolled,African_367,African,8,African_367,31.0,99.0,99.0,100.0,7-9
African_367/African_367_37.png,African_367_37,enrolled,African_367,African,7,African_367,23.0,88.0,99.0,100.0,7-9
African_367/African_367_39.png,African_367_39,enrolled,African_367,African,9,African_367,75.0,98.0,100.0,100.0,7-9
African_369/African_369_12.png,African_369_12,enrolled,African_369,African,8,African_369,57.0,100.0,99.0,100.0,7-9
African_369/African_369_17.png,African_369_17,enrolled,African_369,African,7,African_369,37.0,99.0,99.0,98.0,7-9
African_369/African_369_18.png,African_369_18,enrolled,African_369,African,9,African_369,48.0,99.0,100.0,100.0,7-9
African_369/African_369_19.png,African_369_19,enrolled,African_369,African,13,African_369,51.0,92.0,97.0,100.0,13-15
African_369/African_369_9.png,African_369_9,enrolled,African_369,African,8,African_369,34.0,76.0,100.0,100.0,7-9
African_370/African_370_1.png,African_370_1,enrolled,African_370,African,10,African_370,31.0,87.0,96.0,100.0,10-12
African_370/African_370_11.png,African_370_11,enrolled,African_370,African,10,African_370,56.0,91.0,97.0,100.0,10-12
African_370/African_370_14.png,African_370_14,enrolled,African_370,African,8,African_370,22.0,94.0,99.0,100.0,7-9
African_370/African_370_5.png,African_370_5,enrolled,African_370,African,15,African_370,25.0,98.0,99.0,100.0,13-15
African_370/African_370_7.png,African_370_7,enrolled,African_370,African,9,African_370,32.0,95.0,100.0,100.0,7-9
African_370/African_370_8.png,African_370_8,enrolled,African_370,African,12,African_370,11.0,90.0,88.0,100.0,10-12
African_371/African_371_1.png,African_371_1,enrolled,African_371,African,1,African_371,22.0,99.0,100.0,100.0,1-3
African_374/African_374_0.png,African_374_0,enrolled,African_374,African,4,African_374,23.0,89.0,90.0,100.0,4-6
African_374/African_374_1.png,African_374_1,enrolled,African_374,African,9,African_374,14.0,63.0,99.0,100.0,7-9
African_374/African_374_5.png,African_374_5,enrolled,African_374,African,3,African_374,27.0,93.0,96.0,100.0,1-3
African_375/African_375_0.png,African_375_0,enrolled,African_375,African,6,African_375,45.0,100.0,100.0,100.0,4-6
African_375/African_375_2.png,African_375_2,enrolled,African_375,African,8,African_375,33.0,100.0,98.0,100.0,7-9
African_375/African_375_3.png,African_375_3,enrolled,African_375,African,8,African_375,33.0,100.0,100.0,97.0,7-9
African_376/African_376_4.png,African_376_4,enrolled,African_376,African,6,African_376,25.0,100.0,95.0,100.0,4-6
African_376/African_376_5.png,African_376_5,enrolled,African_376,African,5,African_376,10.0,88.0,92.0,100.0,4-6
African_376/African_376_8.png,African_376_8,enrolled,African_376,African,5,African_376,35.0,81.0,98.0,100.0,4-6
African_377/African_377_1.png,African_377_1,enrolled,African_377,African,3,African_377,23.0,99.0,92.0,100.0,1-3
African_377/African_377_4.png,African_377_4,enrolled,African_377,African,8,African_377,5.0,70.0,85.0,100.0,7-9
African_379/African_379_1.png,African_379_1,enrolled,African_379,African,3,African_379,24.0,99.0,100.0,100.0,1-3
African_379/African_379_2.png,African_379_2,enrolled,African_379,African,9,African_379,12.0,99.0,100.0,100.0,7-9
African_38/African_38_2.png,African_38_2,enrolled,African_38,African,10,African_38,26.0,95.0,93.0,100.0,10-12
African_38/African_38_8.png,African_38_8,enrolled,African_38,African,9,African_38,63.0,99.0,99.0,100.0,7-9
African_380/African_380_17.png,African_380_17,enrolled,African_380,African,2,African_380,8.0,100.0,96.0,100.0,1-3
African_380/African_380_3.png,African_380_3,enrolled,African_380,African,7,African_380,11.0,99.0,89.0,100.0,7-9
African_382/African_382_0.png,African_382_0,enrolled,African_382,African,9,African_382,36.0,100.0,100.0,100.0,7-9
African_382/African_382_1.png,African_382_1,enrolled,African_382,African,12,African_382,42.0,99.0,98.0,100.0,10-12
African_384/African_384_0.png,African_384_0,enrolled,African_384,African,1,African_384,16.0,72.0,99.0,99.0,1-3
African_384/African_384_23.png,African_384_23,enrolled,African_384,African,2,African_384,16.0,79.0,100.0,100.0,1-3
African_384/African_384_28.png,African_384_28,enrolled,African_384,African,3,African_384,17.0,100.0,92.0,100.0,1-3
African_384/African_384_29.png,African_384_29,enrolled,African_384,African,2,African_384,48.0,99.0,97.0,100.0,1-3
African_384/African_384_6.png,African_384_6,enrolled,African_384,African,2,African_384,14.0,100.0,88.0,100.0,1-3
African_387/African_387_0.png,African_387_0,enrolled,African_387,African,2,African_387,12.0,100.0,91.0,100.0,1-3
African_387/African_387_1.png,African_387_1,enrolled,African_387,African,3,African_387,13.0,100.0,95.0,100.0,1-3
African_387/African_387_2.png,African_387_2,enrolled,African_387,African,2,African_387,8.0,89.0,92.0,100.0,1-3
African_387/African_387_3.png,African_387_3,enrolled,African_387,African,2,African_387,12.0,90.0,93.0,100.0,1-3
African_389/African_389_1.png,African_389_1,enrolled,African_389,African,7,African_389,22.0,100.0,99.0,96.0,7-9
African_389/African_389_3.png,African_389_3,enrolled,African_389,African,14,African_389,11.0,89.0,89.0,99.0,13-15
African_389/African_389_4.png,African_389_4,enrolled,African_389,African,10,African_389,15.0,87.0,85.0,100.0,10-12
African_39/African_39_0.png,African_39_0,enrolled,African_39,African,5,African_39,11.0,96.0,89.0,99.0,4-6
African_39/African_39_2.png,African_39_2,enrolled,African_39,African,8,African_39,9.0,100.0,86.0,100.0,7-9
African_39/African_39_3.png,African_39_3,enrolled,African_39,African,8,African_39,14.0,83.0,100.0,100.0,7-9
African_390/African_390_3.png,African_390_3,enrolled,African_390,African,9,African_390,42.0,77.0,100.0,100.0,7-9
African_391/African_391_0.png,African_391_0,enrolled,African_391,African,13,African_391,18.0,100.0,97.0,100.0,13-15
African_391/African_391_2.png,African_391_2,enrolled,African_391,African,7,African_391,20.0,100.0,92.0,100.0,7-9
African_393/African_393_3.png,African_393_3,enrolled,African_393,African,10,African_393,15.0,54.0,98.0,100.0,10-12
African_393/African_393_5.png,African_393_5,enrolled,African_393,African,7,African_393,34.0,100.0,100.0,100.0,7-9
African_394/African_394_34.png,African_394_34,enrolled,African_394,African,7,African_394,31.0,100.0,98.0,100.0,7-9
African_394/African_394_43.png,African_394_43,enrolled,African_394,African,7,African_394,34.0,100.0,97.0,100.0,7-9
African_395/African_395_0.png,African_395_0,enrolled,African_395,African,14,African_395,34.0,98.0,92.0,100.0,13-15
African_397/African_397_1.png,African_397_1,enrolled,African_397,African,15,African_397,55.0,100.0,94.0,100.0,13-15
African_399/African_399_0.png,African_399_0,enrolled,African_399,African,10,African_399,20.0,98.0,80.0,100.0,10-12
African_399/African_399_3.png,African_399_3,enrolled,African_399,African,7,African_399,46.0,99.0,99.0,100.0,7-9
African_40/African_40_5.png,African_40_5,enrolled,African_40,African,14,African_40,31.0,82.0,99.0,100.0,13-15
African_40/African_40_8.png,African_40_8,enrolled,African_40,African,13,African_40,47.0,99.0,89.0,100.0,13-15
African_40/African_40_9.png,African_40_9,enrolled,African_40,African,14,African_40,53.0,100.0,94.0,100.0,13-15
African_400/African_400_23.png,African_400_23,enrolled,African_400,African,14,African_400,59.0,100.0,98.0,100.0,13-15
African_401/African_401_1.png,African_401_1,enrolled,African_401,African,13,African_401,46.0,99.0,100.0,100.0,13-15
African_401/African_401_4.png,African_401_4,enrolled,African_401,African,12,African_401,52.0,99.0,94.0,100.0,10-12
African_401/African_401_5.png,African_401_5,enrolled,African_401,African,13,African_401,51.0,98.0,100.0,100.0,13-15
African_402/African_402_0.png,African_402_0,enrolled,African_402,African,10,African_402,45.0,98.0,96.0,100.0,10-12
African_402/African_402_2.png,African_402_2,enrolled,African_402,African,8,African_402,11.0,79.0,97.0,98.0,7-9
African_403/African_403_0.png,African_403_0,enrolled,African_403,African,13,African_403,30.0,99.0,92.0,100.0,13-15
African_403/African_403_2.png,African_403_2,enrolled,African_403,African,13,African_403,26.0,99.0,92.0,100.0,13-15
African_405/African_405_1.png,African_405_1,enrolled,African_405,African,12,African_405,42.0,98.0,92.0,100.0,10-12
African_405/African_405_2.png,African_405_2,enrolled,African_405,African,14,African_405,71.0,100.0,95.0,100.0,13-15
African_407/African_407_2.png,African_407_2,enrolled,African_407,African,7,African_407,43.0,100.0,98.0,100.0,7-9
African_407/African_407_22.png,African_407_22,enrolled,African_407,African,11,African_407,23.0,100.0,93.0,100.0,10-12
African_407/African_407_27.png,African_407_27,enrolled,African_407,African,9,African_407,44.0,100.0,98.0,100.0,7-9
African_407/African_407_32.png,African_407_32,enrolled,African_407,African,10,African_407,27.0,98.0,95.0,100.0,10-12
African_409/African_409_0.png,African_409_0,enrolled,African_409,African,11,African_409,29.0,100.0,100.0,100.0,10-12
African_409/African_409_19.png,African_409_19,enrolled,African_409,African,10,African_409,37.0,100.0,100.0,100.0,10-12
African_409/African_409_24.png,African_409_24,enrolled,African_409,African,5,African_409,21.0,100.0,96.0,100.0,4-6
African_409/African_409_25.png,African_409_25,enrolled,African_409,African,5,African_409,48.0,94.0,100.0,100.0,4-6
African_409/African_409_29.png,African_409_29,enrolled,African_409,African,10,African_409,42.0,100.0,99.0,100.0,10-12
African_409/African_409_3.png,African_409_3,enrolled,African_409,African,10,African_409,36.0,98.0,94.0,100.0,10-12
African_409/African_409_31.png,African_409_31,enrolled,African_409,African,5,African_409,53.0,99.0,98.0,100.0,4-6
African_41/African_41_0.png,African_41_0,enrolled,African_41,African,13,African_41,35.0,100.0,81.0,100.0,13-15
African_411/African_411_0.png,African_411_0,enrolled,African_411,African,13,African_411,24.0,73.0,94.0,100.0,13-15
African_411/African_411_2.png,African_411_2,enrolled,African_411,African,6,African_411,37.0,100.0,99.0,100.0,4-6
African_412/African_412_17.png,African_412_17,enrolled,African_412,African,10,African_412,17.0,80.0,85.0,97.0,10-12
African_412/African_412_21.png,African_412_21,enrolled,African_412,African,13,African_412,35.0,80.0,92.0,100.0,13-15
African_412/African_412_30.png,African_412_30,enrolled,African_412,African,12,African_412,42.0,96.0,99.0,100.0,10-12
African_412/African_412_40.png,African_412_40,enrolled,African_412,African,9,African_412,61.0,100.0,99.0,100.0,7-9
African_412/African_412_47.png,African_412_47,enrolled,African_412,African,13,African_412,20.0,100.0,89.0,100.0,13-15
African_412/African_412_52.png,African_412_52,enrolled,African_412,African,10,African_412,52.0,99.0,100.0,100.0,10-12
African_415/African_415_0.png,African_415_0,enrolled,African_415,African,6,African_415,33.0,100.0,99.0,99.0,4-6
African_415/African_415_1.png,African_415_1,enrolled,African_415,African,6,African_415,43.0,100.0,95.0,100.0,4-6
African_417/African_417_14.png,African_417_14,enrolled,African_417,African,12,African_417,25.0,97.0,99.0,100.0,10-12
African_417/African_417_15.png,African_417_15,enrolled,African_417,African,10,African_417,30.0,98.0,98.0,100.0,10-12
African_419/African_419_13.png,African_419_13,enrolled,African_419,African,3,African_419,23.0,96.0,98.0,100.0,1-3
African_419/African_419_2.png,African_419_2,enrolled,African_419,African,10,African_419,17.0,88.0,96.0,100.0,10-12
African_419/African_419_29.png,African_419_29,enrolled,African_419,African,12,African_419,12.0,100.0,100.0,100.0,10-12
African_419/African_419_4.png,African_419_4,enrolled,African_419,African,6,African_419,7.0,74.0,100.0,100.0,4-6
African_419/African_419_5.png,African_419_5,enrolled,African_419,African,3,African_419,25.0,100.0,97.0,100.0,1-3
African_419/African_419_7.png,African_419_7,enrolled,African_419,African,6,African_419,18.0,99.0,100.0,100.0,4-6
African_421/African_421_482.png,African_421_482,enrolled,African_421,African,6,African_421,26.0,100.0,100.0,100.0,4-6
African_421/African_421_502.png,African_421_502,enrolled,African_421,African,9,African_421,35.0,96.0,100.0,100.0,7-9
African_422/African_422_1.png,African_422_1,enrolled,African_422,African,7,African_422,52.0,98.0,100.0,100.0,7-9
African_422/African_422_5.png,African_422_5,enrolled,African_422,African,9,African_422,64.0,100.0,98.0,100.0,7-9
African_422/African_422_9.png,African_422_9,enrolled,African_422,African,7,African_422,42.0,99.0,100.0,100.0,7-9
African_423/African_423_1.png,African_423_1,enrolled,African_423,African,4,African_423,9.0,100.0,96.0,100.0,4-6
African_423/African_423_14.png,African_423_14,enrolled,African_423,African,2,African_423,11.0,99.0,99.0,97.0,1-3
African_423/African_423_17.png,African_423_17,enrolled,African_423,African,3,African_423,22.0,90.0,100.0,100.0,1-3
African_423/African_423_4.png,African_423_4,enrolled,African_423,African,2,African_423,30.0,100.0,93.0,100.0,1-3
African_424/African_424_0.png,African_424_0,enrolled,African_424,African,5,African_424,46.0,100.0,98.0,100.0,4-6
African_424/African_424_1.png,African_424_1,enrolled,African_424,African,5,African_424,37.0,95.0,98.0,100.0,4-6
African_425/African_425_0.png,African_425_0,enrolled,African_425,African,5,African_425,37.0,100.0,98.0,100.0,4-6
African_425/African_425_1.png,African_425_1,enrolled,African_425,African,5,African_425,46.0,99.0,96.0,100.0,4-6
African_427/African_427_11.png,African_427_11,enrolled,African_427,African,11,African_427,38.0,97.0,98.0,100.0,10-12
African_427/African_427_13.png,African_427_13,enrolled,African_427,African,13,African_427,21.0,82.0,100.0,100.0,13-15
African_428/African_428_1.png,African_428_1,enrolled,African_428,African,10,African_428,15.0,85.0,91.0,99.0,10-12
African_428/African_428_3.png,African_428_3,enrolled,African_428,African,5,African_428,18.0,100.0,98.0,100.0,4-6
African_429/African_429_0.png,African_429_0,enrolled,African_429,African,5,African_429,50.0,97.0,100.0,100.0,4-6
African_429/African_429_2.png,African_429_2,enrolled,African_429,African,3,African_429,18.0,93.0,99.0,100.0,1-3
African_429/African_429_3.png,African_429_3,enrolled,African_429,African,5,African_429,55.0,99.0,99.0,100.0,4-6
African_432/African_432_2.png,African_432_2,enrolled,African_432,African,14,African_432,57.0,97.0,83.0,100.0,13-15
African_433/African_433_3.png,African_433_3,enrolled,African_433,African,10,African_433,65.0,100.0,100.0,100.0,10-12
African_433/African_433_4.png,African_433_4,enrolled,African_433,African,10,African_433,51.0,100.0,95.0,100.0,10-12
African_434/African_434_0.png,African_434_0,enrolled,African_434,African,10,African_434,36.0,100.0,88.0,100.0,10-12
African_434/African_434_14.png,African_434_14,enrolled,African_434,African,9,African_434,58.0,100.0,98.0,100.0,7-9
African_434/African_434_15.png,African_434_15,enrolled,African_434,African,9,African_434,17.0,99.0,88.0,100.0,7-9
African_434/African_434_38.png,African_434_38,enrolled,African_434,African,7,African_434,57.0,100.0,99.0,100.0,7-9
African_434/African_434_44.png,African_434_44,enrolled,African_434,African,8,African_434,27.0,99.0,97.0,100.0,7-9
African_434/African_434_55.png,African_434_55,enrolled,African_434,African,7,African_434,67.0,100.0,98.0,100.0,7-9
African_434/African_434_6.png,African_434_6,enrolled,African_434,African,8,African_434,47.0,100.0,96.0,100.0,7-9
African_435/African_435_0.png,African_435_0,enrolled,African_435,African,4,African_435,11.0,92.0,100.0,99.0,4-6
African_435/African_435_2.png,African_435_2,enrolled,African_435,African,5,African_435,23.0,94.0,99.0,100.0,4-6
African_435/African_435_3.png,African_435_3,enrolled,African_435,African,7,African_435,37.0,100.0,100.0,100.0,7-9
African_435/African_435_4.png,African_435_4,enrolled,African_435,African,6,African_435,33.0,76.0,100.0,100.0,4-6
African_435/African_435_6.png,African_435_6,enrolled,African_435,African,4,African_435,22.0,93.0,98.0,100.0,4-6
African_436/African_436_0.png,African_436_0,enrolled,African_436,African,11,African_436,54.0,99.0,97.0,100.0,10-12
African_436/African_436_2.png,African_436_2,enrolled,African_436,African,14,African_436,55.0,99.0,100.0,100.0,13-15
African_436/African_436_4.png,African_436_4,enrolled,African_436,African,13,African_436,45.0,99.0,99.0,100.0,13-15
African_437/African_437_3.png,African_437_3,enrolled,African_437,African,9,African_437,45.0,99.0,100.0,100.0,7-9
African_438/African_438_1.png,African_438_1,enrolled,African_438,African,4,African_438,39.0,99.0,99.0,100.0,4-6
African_438/African_438_3.png,African_438_3,enrolled,African_438,African,8,African_438,26.0,100.0,88.0,100.0,7-9
African_438/African_438_5.png,African_438_5,enrolled,African_438,African,5,African_438,27.0,89.0,100.0,100.0,4-6
African_44/African_44_1.png,African_44_1,enrolled,African_44,African,6,African_44,14.0,93.0,94.0,100.0,4-6
African_440/African_440_27.png,African_440_27,enrolled,African_440,African,11,African_440,45.0,100.0,98.0,100.0,10-12
African_441/African_441_0.png,African_441_0,enrolled,African_441,African,14,African_441,61.0,100.0,100.0,100.0,13-15
African_441/African_441_3.png,African_441_3,enrolled,African_441,African,15,African_441,63.0,96.0,100.0,100.0,13-15
African_442/African_442_0.png,African_442_0,enrolled,African_442,African,15,African_442,89.0,99.0,100.0,100.0,13-15
African_443/African_443_0.png,African_443_0,enrolled,African_443,African,10,African_443,65.0,88.0,96.0,100.0,10-12
African_443/African_443_1.png,African_443_1,enrolled,African_443,African,8,African_443,62.0,100.0,92.0,100.0,7-9
African_443/African_443_2.png,African_443_2,enrolled,African_443,African,7,African_443,42.0,91.0,100.0,100.0,7-9
African_443/African_443_3.png,African_443_3,enrolled,African_443,African,10,African_443,56.0,88.0,98.0,100.0,10-12
African_444/African_444_10.png,African_444_10,enrolled,African_444,African,1,African_444,10.0,91.0,99.0,97.0,1-3
African_444/African_444_8.png,African_444_8,enrolled,African_444,African,2,African_444,13.0,99.0,98.0,100.0,1-3
African_445/African_445_10.png,African_445_10,enrolled,African_445,African,2,African_445,18.0,98.0,97.0,100.0,1-3
African_445/African_445_8.png,African_445_8,enrolled,African_445,African,1,African_445,41.0,94.0,100.0,100.0,1-3
African_447/African_447_4.png,African_447_4,enrolled,African_447,African,2,African_447,24.0,100.0,100.0,100.0,1-3
