files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar
African_707/African_707_2.png,African_707_2,enrolled,African_707,African, 4,African_707,19.0,95.0,94.0,100.0
African_707/African_707_3.png,African_707_3,enrolled,African_707,African, 4,African_707,22.0,93.0,99.0,100.0
African_707/African_707_4.png,African_707_4,enrolled,African_707,African, 11,African_707,29.0,97.0,100.0,100.0
African_708/African_708_1.png,African_708_1,enrolled,African_708,African, 13,African_708,13.0,82.0,99.0,100.0
African_708/African_708_2.png,African_708_2,enrolled,African_708,African, 10,African_708,9.0,96.0,100.0,100.0
African_710/African_710_2.png,African_710_2,enrolled,African_710,African, 0,African_710,33.0,95.0,100.0,100.0
African_710/African_710_4.png,African_710_4,enrolled,African_710,African, 1,African_710,33.0,100.0,100.0,100.0
African_710/African_710_6.png,African_710_6,enrolled,African_710,African, 0,African_710,36.0,100.0,100.0,100.0
African_710/African_710_8.png,African_710_8,enrolled,African_710,African, 0,African_710,23.0,99.0,95.0,100.0
African_711/African_711_0.png,African_711_0,enrolled,African_711,African, 12,African_711,51.0,98.0,99.0,100.0
African_711/African_711_1.png,African_711_1,enrolled,African_711,African, 9,African_711,63.0,100.0,98.0,100.0
African_711/African_711_2.png,African_711_2,enrolled,African_711,African, 9,African_711,67.0,100.0,97.0,100.0
African_711/African_711_4.png,African_711_4,enrolled,African_711,African, 14,African_711,69.0,96.0,99.0,100.0
African_712/African_712_1.png,African_712_1,enrolled,African_712,African, 6,African_712,13.0,77.0,95.0,99.0
African_712/African_712_2.png,African_712_2,enrolled,African_712,African, 12,African_712,13.0,88.0,69.0,98.0
African_712/African_712_4.png,African_712_4,enrolled,African_712,African, 7,African_712,21.0,97.0,82.0,100.0
African_712/African_712_5.png,African_712_5,enrolled,African_712,African, 6,African_712,45.0,98.0,99.0,100.0
African_713/African_713_2.png,African_713_2,enrolled,African_713,African, 14,African_713,8.0,99.0,94.0,100.0
African_713/African_713_22.png,African_713_22,enrolled,African_713,African, 3,African_713,25.0,98.0,99.0,100.0
African_717/African_717_1.png,African_717_1,enrolled,African_717,African, 6,African_717,51.0,99.0,99.0,100.0
African_717/African_717_2.png,African_717_2,enrolled,African_717,African, 8,African_717,42.0,100.0,98.0,100.0
African_717/African_717_3.png,African_717_3,enrolled,African_717,African, 6,African_717,35.0,99.0,98.0,97.0
African_718/African_718_0.png,African_718_0,enrolled,African_718,African, 5,African_718,42.0,100.0,98.0,100.0
African_718/African_718_1.png,African_718_1,enrolled,African_718,African, 7,African_718,29.0,72.0,98.0,100.0
African_718/African_718_6.png,African_718_6,enrolled,African_718,African, 5,African_718,49.0,99.0,99.0,100.0
African_719/African_719_0.png,African_719_0,enrolled,African_719,African, 3,African_719,36.0,89.0,99.0,100.0
African_719/African_719_10.png,African_719_10,enrolled,African_719,African, 2,African_719,37.0,100.0,100.0,100.0
African_719/African_719_4.png,African_719_4,enrolled,African_719,African, 3,African_719,31.0,88.0,100.0,100.0
African_72/African_72_0.png,African_72_0,enrolled,African_72,African, 10,African_72,47.0,98.0,100.0,100.0
African_72/African_72_2.png,African_72_2,enrolled,African_72,African, 12,African_72,28.0,100.0,99.0,100.0
African_721/African_721_2.png,African_721_2,enrolled,African_721,African, 8,African_721,43.0,97.0,98.0,100.0
African_721/African_721_4.png,African_721_4,enrolled,African_721,African, 6,African_721,60.0,100.0,98.0,100.0
African_723/African_723_1.png,African_723_1,enrolled,African_723,African, 20,African_723,72.0,100.0,96.0,100.0
African_723/African_723_4.png,African_723_4,enrolled,African_723,African, 30,African_723,66.0,89.0,97.0,100.0
African_724/African_724_0.png,African_724_0,enrolled,African_724,African, 7,African_724,62.0,98.0,95.0,100.0
African_724/African_724_1.png,African_724_1,enrolled,African_724,African, 9,African_724,35.0,89.0,94.0,99.0
African_724/African_724_2.png,African_724_2,enrolled,African_724,African, 7,African_724,43.0,97.0,100.0,100.0
African_724/African_724_3.png,African_724_3,enrolled,African_724,African, 6,African_724,63.0,100.0,100.0,99.0
African_724/African_724_4.png,African_724_4,enrolled,African_724,African, 6,African_724,46.0,99.0,99.0,100.0
African_725/African_725_0.png,African_725_0,enrolled,African_725,African, 16,African_725,18.0,82.0,87.0,100.0
African_725/African_725_3.png,African_725_3,enrolled,African_725,African, 23,African_725,12.0,98.0,100.0,96.0
African_726/African_726_0.png,African_726_0,enrolled,African_726,African, 5,African_726,44.0,100.0,100.0,98.0
African_726/African_726_1.png,African_726_1,enrolled,African_726,African, 5,African_726,42.0,96.0,100.0,100.0
African_726/African_726_3.png,African_726_3,enrolled,African_726,African, 6,African_726,47.0,99.0,93.0,100.0
African_726/African_726_5.png,African_726_5,enrolled,African_726,African, 5,African_726,60.0,98.0,99.0,100.0
African_727/African_727_19.png,African_727_19,enrolled,African_727,African, 3,African_727,31.0,100.0,97.0,99.0
African_727/African_727_21.png,African_727_21,enrolled,African_727,African, 11,African_727,5.0,26.0,97.0,98.0
African_727/African_727_27.png,African_727_27,enrolled,African_727,African, 2,African_727,22.0,94.0,100.0,100.0
African_727/African_727_44.png,African_727_44,enrolled,African_727,African, 8,African_727,17.0,84.0,99.0,99.0
African_729/African_729_0.png,African_729_0,enrolled,African_729,African, 12,African_729,39.0,82.0,100.0,100.0
African_729/African_729_3.png,African_729_3,enrolled,African_729,African, 12,African_729,37.0,91.0,100.0,100.0
African_729/African_729_5.png,African_729_5,enrolled,African_729,African, 19,African_729,7.0,98.0,51.0,99.0
African_73/African_73_0.png,African_73_0,enrolled,African_73,African, 22,African_73,65.0,100.0,98.0,100.0
African_73/African_73_2.png,African_73_2,enrolled,African_73,African, 20,African_73,75.0,100.0,98.0,100.0
African_731/African_731_0.png,African_731_0,enrolled,African_731,African, 19,African_731,13.0,85.0,94.0,100.0
African_731/African_731_3.png,African_731_3,enrolled,African_731,African, 11,African_731,23.0,100.0,86.0,100.0
African_731/African_731_4.png,African_731_4,enrolled,African_731,African, 15,African_731,29.0,96.0,83.0,100.0
African_731/African_731_7.png,African_731_7,enrolled,African_731,African, 12,African_731,27.0,99.0,100.0,100.0
African_732/African_732_2.png,African_732_2,enrolled,African_732,African, 5,African_732,,,,
African_732/African_732_4.png,African_732_4,enrolled,African_732,African, 5,African_732,14.0,100.0,98.0,100.0
African_732/African_732_5.png,African_732_5,enrolled,African_732,African, 6,African_732,26.0,92.0,99.0,100.0
African_733/African_733_0.png,African_733_0,enrolled,African_733,African, 6,African_733,41.0,99.0,94.0,100.0
African_733/African_733_1.png,African_733_1,enrolled,African_733,African, 5,African_733,47.0,100.0,99.0,100.0
African_736/African_736_2.png,African_736_2,enrolled,African_736,African, 11,African_736,15.0,69.0,94.0,100.0
African_736/African_736_3.png,African_736_3,enrolled,African_736,African, 7,African_736,35.0,100.0,97.0,100.0
African_737/African_737_117.png,African_737_117,enrolled,African_737,African, 8,African_737,10.0,100.0,94.0,100.0
African_737/African_737_124.png,African_737_124,enrolled,African_737,African, 4,African_737,15.0,92.0,98.0,100.0
African_737/African_737_157.png,African_737_157,enrolled,African_737,African, 6,African_737,7.0,99.0,99.0,99.0
African_737/African_737_33.png,African_737_33,enrolled,African_737,African, 4,African_737,14.0,89.0,100.0,100.0
African_738/African_738_3.png,African_738_3,enrolled,African_738,African, 8,African_738,39.0,100.0,99.0,100.0
African_738/African_738_5.png,African_738_5,enrolled,African_738,African, 18,African_738,15.0,96.0,99.0,100.0
African_738/African_738_9.png,African_738_9,enrolled,African_738,African, 22,African_738,16.0,100.0,100.0,100.0
African_74/African_74_0.png,African_74_0,enrolled,African_74,African, 9,African_74,67.0,100.0,100.0,100.0
African_74/African_74_1.png,African_74_1,enrolled,African_74,African, 12,African_74,72.0,100.0,98.0,100.0
African_74/African_74_2.png,African_74_2,enrolled,African_74,African, 19,African_74,32.0,100.0,100.0,100.0
African_740/African_740_0.png,African_740_0,enrolled,African_740,African, 11,African_740,80.0,99.0,93.0,100.0
African_740/African_740_4.png,African_740_4,enrolled,African_740,African, 13,African_740,79.0,99.0,94.0,100.0
African_741/African_741_1.png,African_741_1,enrolled,African_741,African, 10,African_741,66.0,100.0,94.0,100.0
African_741/African_741_2.png,African_741_2,enrolled,African_741,African, 16,African_741,31.0,84.0,99.0,99.0
African_742/African_742_0.png,African_742_0,enrolled,African_742,African, 7,African_742,37.0,100.0,98.0,100.0
African_742/African_742_2.png,African_742_2,enrolled,African_742,African, 20,African_742,9.0,99.0,71.0,99.0
African_743/African_743_2.png,African_743_2,enrolled,African_743,African, 20,African_743,43.0,98.0,100.0,100.0
African_743/African_743_3.png,African_743_3,enrolled,African_743,African, 18,African_743,73.0,97.0,99.0,100.0
African_745/African_745_0.png,African_745_0,enrolled,African_745,African, 8,African_745,16.0,100.0,82.0,100.0
African_745/African_745_1.png,African_745_1,enrolled,African_745,African, 8,African_745,28.0,100.0,99.0,97.0
African_746/African_746_0.png,African_746_0,enrolled,African_746,African, 8,African_746,17.0,94.0,99.0,100.0
African_746/African_746_1.png,African_746_1,enrolled,African_746,African, 8,African_746,27.0,95.0,97.0,100.0
African_747/African_747_0.png,African_747_0,enrolled,African_747,African, 11,African_747,28.0,80.0,98.0,100.0
African_747/African_747_2.png,African_747_2,enrolled,African_747,African, 9,African_747,58.0,100.0,99.0,100.0
African_748/African_748_0.png,African_748_0,enrolled,African_748,African, 7,African_748,52.0,80.0,99.0,100.0
African_748/African_748_1.png,African_748_1,enrolled,African_748,African, 7,African_748,57.0,100.0,99.0,100.0
African_748/African_748_2.png,African_748_2,enrolled,African_748,African, 8,African_748,26.0,99.0,100.0,100.0
African_749/African_749_0.png,African_749_0,enrolled,African_749,African, 8,African_749,75.0,100.0,100.0,98.0
African_749/African_749_2.png,African_749_2,enrolled,African_749,African, 9,African_749,70.0,100.0,99.0,100.0
African_75/African_75_1.png,African_75_1,enrolled,African_75,African, 13,African_75,27.0,99.0,100.0,100.0
African_75/African_75_2.png,African_75_2,enrolled,African_75,African, 15,African_75,48.0,100.0,100.0,100.0
African_750/African_750_10.png,African_750_10,enrolled,African_750,African, 1,African_750,36.0,100.0,100.0,100.0
African_750/African_750_6.png,African_750_6,enrolled,African_750,African, 3,African_750,13.0,71.0,100.0,100.0
African_751/African_751_0.png,African_751_0,enrolled,African_751,African, 4,African_751,34.0,99.0,100.0,100.0
African_751/African_751_11.png,African_751_11,enrolled,African_751,African, 15,African_751,30.0,92.0,98.0,100.0
African_751/African_751_3.png,African_751_3,enrolled,African_751,African, 4,African_751,28.0,99.0,99.0,100.0
African_751/African_751_4.png,African_751_4,enrolled,African_751,African, 8,African_751,24.0,82.0,100.0,100.0
African_752/African_752_0.png,African_752_0,enrolled,African_752,African, 11,African_752,27.0,99.0,89.0,100.0
African_752/African_752_1.png,African_752_1,enrolled,African_752,African, 13,African_752,11.0,100.0,78.0,100.0
African_752/African_752_2.png,African_752_2,enrolled,African_752,African, 8,African_752,35.0,100.0,94.0,99.0
African_752/African_752_3.png,African_752_3,enrolled,African_752,African, 12,African_752,44.0,87.0,89.0,100.0
African_756/African_756_0.png,African_756_0,enrolled,African_756,African, 3,African_756,38.0,98.0,100.0,100.0
African_756/African_756_4.png,African_756_4,enrolled,African_756,African, 2,African_756,39.0,100.0,94.0,100.0
African_757/African_757_3.png,African_757_3,enrolled,African_757,African, 18,African_757,74.0,94.0,100.0,100.0
African_757/African_757_6.png,African_757_6,enrolled,African_757,African, 18,African_757,76.0,98.0,100.0,100.0
African_758/African_758_1.png,African_758_1,enrolled,African_758,African, 5,African_758,25.0,100.0,96.0,100.0
African_758/African_758_3.png,African_758_3,enrolled,African_758,African, 5,African_758,30.0,100.0,96.0,100.0
African_758/African_758_5.png,African_758_5,enrolled,African_758,African, 4,African_758,28.0,100.0,95.0,100.0
African_759/African_759_4.png,African_759_4,enrolled,African_759,African, 4,African_759,22.0,94.0,100.0,100.0
African_759/African_759_7.png,African_759_7,enrolled,African_759,African, 5,African_759,15.0,96.0,99.0,100.0
African_76/African_76_0.png,African_76_0,enrolled,African_76,African, 6,African_76,42.0,100.0,97.0,100.0
African_76/African_76_1.png,African_76_1,enrolled,African_76,African, 4,African_76,19.0,99.0,98.0,100.0
African_767/African_767_1.png,African_767_1,enrolled,African_767,African, 12,African_767,48.0,96.0,100.0,99.0
African_767/African_767_2.png,African_767_2,enrolled,African_767,African, 9,African_767,30.0,99.0,96.0,100.0
African_767/African_767_3.png,African_767_3,enrolled,African_767,African, 11,African_767,41.0,100.0,100.0,100.0
African_767/African_767_7.png,African_767_7,enrolled,African_767,African, 12,African_767,36.0,96.0,96.0,100.0
African_769/African_769_0.png,African_769_0,enrolled,African_769,African, 18,African_769,50.0,98.0,88.0,100.0
African_769/African_769_1.png,African_769_1,enrolled,African_769,African, 15,African_769,71.0,99.0,95.0,100.0
African_769/African_769_3.png,African_769_3,enrolled,African_769,African, 14,African_769,35.0,99.0,95.0,100.0
African_772/African_772_0.png,African_772_0,enrolled,African_772,African, 9,African_772,52.0,100.0,95.0,100.0
African_772/African_772_1.png,African_772_1,enrolled,African_772,African, 12,African_772,33.0,100.0,100.0,100.0
African_777/African_777_4.png,African_777_4,enrolled,African_777,African, 7,African_777,33.0,99.0,100.0,100.0
African_777/African_777_5.png,African_777_5,enrolled,African_777,African, 7,African_777,55.0,94.0,100.0,100.0
African_779/African_779_6.png,African_779_6,enrolled,African_779,African, 2,African_779,10.0,99.0,94.0,100.0
African_779/African_779_7.png,African_779_7,enrolled,African_779,African, 2,African_779,11.0,100.0,100.0,100.0
African_780/African_780_1.png,African_780_1,enrolled,African_780,African, 17,African_780,21.0,100.0,96.0,100.0
African_780/African_780_2.png,African_780_2,enrolled,African_780,African, 14,African_780,38.0,100.0,100.0,100.0
African_781/African_781_1.png,African_781_1,enrolled,African_781,African, 25,African_781,64.0,91.0,97.0,100.0
African_781/African_781_4.png,African_781_4,enrolled,African_781,African, 16,African_781,21.0,100.0,99.0,100.0
African_783/African_783_2.png,African_783_2,enrolled,African_783,African, 9,African_783,43.0,99.0,100.0,100.0
African_783/African_783_5.png,African_783_5,enrolled,African_783,African, 9,African_783,45.0,93.0,100.0,100.0
African_784/African_784_1.png,African_784_1,enrolled,African_784,African, 3,African_784,25.0,95.0,96.0,100.0
African_784/African_784_2.png,African_784_2,enrolled,African_784,African, 8,African_784,39.0,74.0,97.0,100.0
African_784/African_784_6.png,African_784_6,enrolled,African_784,African, 4,African_784,41.0,81.0,84.0,100.0
African_785/African_785_10.png,African_785_10,enrolled,African_785,African, 6,African_785,80.0,89.0,98.0,100.0
African_785/African_785_5.png,African_785_5,enrolled,African_785,African, 5,African_785,62.0,98.0,100.0,100.0
African_786/African_786_0.png,African_786_0,enrolled,African_786,African, 4,African_786,14.0,92.0,98.0,100.0
African_786/African_786_2.png,African_786_2,enrolled,African_786,African, 8,African_786,18.0,93.0,99.0,100.0
African_791/African_791_0.png,African_791_0,enrolled,African_791,African, 6,African_791,30.0,94.0,96.0,100.0
African_791/African_791_1.png,African_791_1,enrolled,African_791,African, 3,African_791,23.0,98.0,100.0,100.0
African_80/African_80_0.png,African_80_0,enrolled,African_80,African, 15,African_80,69.0,100.0,94.0,100.0
African_80/African_80_1.png,African_80_1,enrolled,African_80,African, 16,African_80,78.0,100.0,95.0,100.0
African_802/African_802_1.png,African_802_1,enrolled,African_802,African, 13,African_802,29.0,84.0,87.0,98.0
African_802/African_802_3.png,African_802_3,enrolled,African_802,African, 14,African_802,29.0,96.0,88.0,100.0
African_802/African_802_5.png,African_802_5,enrolled,African_802,African, 14,African_802,46.0,97.0,96.0,100.0
African_811/African_811_1.png,African_811_1,enrolled,African_811,African, 5,African_811,71.0,100.0,99.0,100.0
African_811/African_811_6.png,African_811_6,enrolled,African_811,African, 7,African_811,58.0,100.0,99.0,100.0
African_813/African_813_5.png,African_813_5,enrolled,African_813,African, 15,African_813,37.0,98.0,100.0,100.0
African_813/African_813_7.png,African_813_7,enrolled,African_813,African, 20,African_813,50.0,98.0,99.0,100.0
African_814/African_814_1.png,African_814_1,enrolled,African_814,African, 16,African_814,32.0,97.0,86.0,100.0
African_814/African_814_3.png,African_814_3,enrolled,African_814,African, 13,African_814,39.0,98.0,96.0,100.0
African_818/African_818_1.png,African_818_1,enrolled,African_818,African, 9,African_818,38.0,91.0,96.0,99.0
African_818/African_818_2.png,African_818_2,enrolled,African_818,African, 12,African_818,23.0,98.0,80.0,99.0
African_819/African_819_2.png,African_819_2,enrolled,African_819,African, 12,African_819,70.0,95.0,99.0,100.0
African_819/African_819_22.png,African_819_22,enrolled,African_819,African, 12,African_819,48.0,89.0,100.0,100.0
African_819/African_819_31.png,African_819_31,enrolled,African_819,African, 10,African_819,53.0,97.0,100.0,100.0
African_82/African_82_1.png,African_82_1,enrolled,African_82,African, 20,African_82,27.0,100.0,99.0,100.0
African_82/African_82_2.png,African_82_2,enrolled,African_82,African, 23,African_82,71.0,99.0,99.0,100.0
African_822/African_822_4.png,African_822_4,enrolled,African_822,African, 12,African_822,38.0,93.0,100.0,100.0
African_822/African_822_6.png,African_822_6,enrolled,African_822,African, 12,African_822,23.0,81.0,99.0,98.0
African_824/African_824_0.png,African_824_0,enrolled,African_824,African, 17,African_824,17.0,82.0,97.0,100.0
African_824/African_824_1.png,African_824_1,enrolled,African_824,African, 11,African_824,16.0,91.0,83.0,100.0
African_825/African_825_0.png,African_825_0,enrolled,African_825,African, 3,African_825,43.0,90.0,100.0,100.0
African_825/African_825_3.png,African_825_3,enrolled,African_825,African, 4,African_825,48.0,78.0,99.0,100.0
African_825/African_825_9.png,African_825_9,enrolled,African_825,African, 2,African_825,15.0,80.0,100.0,100.0
African_828/African_828_6.png,African_828_6,enrolled,African_828,African, 6,African_828,51.0,100.0,99.0,100.0
African_828/African_828_9.png,African_828_9,enrolled,African_828,African, 8,African_828,24.0,99.0,100.0,100.0
African_829/African_829_10.png,African_829_10,enrolled,African_829,African, 8,African_829,28.0,89.0,84.0,100.0
African_829/African_829_11.png,African_829_11,enrolled,African_829,African, 8,African_829,37.0,96.0,100.0,100.0
African_829/African_829_13.png,African_829_13,enrolled,African_829,African, 8,African_829,25.0,100.0,85.0,100.0
African_829/African_829_4.png,African_829_4,enrolled,African_829,African, 7,African_829,41.0,100.0,92.0,100.0
African_829/African_829_8.png,African_829_8,enrolled,African_829,African, 7,African_829,45.0,98.0,96.0,100.0
African_83/African_83_1.png,African_83_1,enrolled,African_83,African, 11,African_83,66.0,100.0,99.0,100.0
African_83/African_83_2.png,African_83_2,enrolled,African_83,African, 11,African_83,68.0,100.0,99.0,100.0
African_83/African_83_3.png,African_83_3,enrolled,African_83,African, 10,African_83,46.0,100.0,99.0,100.0
African_830/African_830_1.png,African_830_1,enrolled,African_830,African, 10,African_830,68.0,98.0,97.0,100.0
African_830/African_830_10.png,African_830_10,enrolled,African_830,African, 12,African_830,40.0,93.0,98.0,100.0
African_830/African_830_6.png,African_830_6,enrolled,African_830,African, 9,African_830,43.0,99.0,100.0,100.0
African_832/African_832_0.png,African_832_0,enrolled,African_832,African, 4,African_832,16.0,85.0,92.0,100.0
African_832/African_832_1.png,African_832_1,enrolled,African_832,African, 19,African_832,13.0,42.0,70.0,83.0
African_87/African_87_0.png,African_87_0,enrolled,African_87,African, 12,African_87,66.0,100.0,99.0,100.0
African_87/African_87_1.png,African_87_1,enrolled,African_87,African, 12,African_87,53.0,100.0,99.0,100.0
African_89/African_89_0.png,African_89_0,enrolled,African_89,African, 11,African_89,15.0,100.0,98.0,100.0
African_89/African_89_1.png,African_89_1,enrolled,African_89,African, 5,African_89,19.0,99.0,99.0,99.0
African_90/African_90_1.png,African_90_1,enrolled,African_90,African, 9,African_90,47.0,100.0,98.0,100.0
African_90/African_90_2.png,African_90_2,enrolled,African_90,African, 7,African_90,30.0,100.0,100.0,100.0
African_91/African_91_2.png,African_91_2,enrolled,African_91,African, 13,African_91,68.0,100.0,100.0,100.0
African_91/African_91_3.png,African_91_3,enrolled,African_91,African, 13,African_91,33.0,100.0,98.0,100.0
African_92/African_92_0.png,African_92_0,enrolled,African_92,African, 14,African_92,64.0,100.0,100.0,100.0
African_92/African_92_1.png,African_92_1,enrolled,African_92,African, 16,African_92,36.0,100.0,99.0,100.0
African_96/African_96_0.png,African_96_0,enrolled,African_96,African, 6,African_96,58.0,100.0,96.0,100.0
African_96/African_96_1.png,African_96_1,enrolled,African_96,African, 7,African_96,60.0,100.0,93.0,100.0
African_97/African_97_0.png,African_97_0,enrolled,African_97,African, 4,African_97,34.0,83.0,98.0,100.0
African_97/African_97_1.png,African_97_1,enrolled,African_97,African, 4,African_97,37.0,95.0,100.0,100.0
African_m.02664bd/m.02664bd_0001.jpg,m.02664bd_0001,enrolled,m.02664bd,African,9,m.02664bd,,,,
African_m.02664bd/m.02664bd_0002.jpg,m.02664bd_0002,enrolled,m.02664bd,African,11,m.02664bd,,,,
African_m.027yq1t/m.027yq1t_0001.jpg,m.027yq1t_0001,enrolled,m.027yq1t,African,16,m.027yq1t,,,,
African_m.027yq1t/m.027yq1t_0002.jpg,m.027yq1t_0002,enrolled,m.027yq1t,African,18,m.027yq1t,,,,
African_m.02z7z7t/m.02z7z7t_0001.jpg,m.02z7z7t_0001,enrolled,m.02z7z7t,African,9,m.02z7z7t,,,,
African_m.02z7z7t/m.02z7z7t_0002.jpg,m.02z7z7t_0002,enrolled,m.02z7z7t,African,10,m.02z7z7t,,,,
African_m.02z7z7t/m.02z7z7t_0003.jpg,m.02z7z7t_0003,enrolled,m.02z7z7t,African,14,m.02z7z7t,,,,
African_m.03by2wy/m.03by2wy_0001.jpg,m.03by2wy_0001,enrolled,m.03by2wy,African,17,m.03by2wy,,,,
African_m.03by2wy/m.03by2wy_0002.jpg,m.03by2wy_0002,enrolled,m.03by2wy,African,17,m.03by2wy,,,,
African_m.04d_b8t/m.04d_b8t_0001.jpg,m.04d_b8t_0001,enrolled,m.04d_b8t,African,17,m.04d_b8t,,,,
African_m.04d_b8t/m.04d_b8t_0002.jpg,m.04d_b8t_0002,enrolled,m.04d_b8t,African,17,m.04d_b8t,,,,
African_m.04d_b8t/m.04d_b8t_0003.jpg,m.04d_b8t_0003,enrolled,m.04d_b8t,African,18,m.04d_b8t,,,,
African_m.04gqx5q/m.04gqx5q_0001.jpg,m.04gqx5q_0001,enrolled,m.04gqx5q,African,17,m.04gqx5q,,,,
African_m.04gqx5q/m.04gqx5q_0003.jpg,m.04gqx5q_0003,enrolled,m.04gqx5q,African,18,m.04gqx5q,,,,
African_m.04gqx5q/m.04gqx5q_0004.jpg,m.04gqx5q_0004,enrolled,m.04gqx5q,African,18,m.04gqx5q,,,,
African_m.06q_bp/m.06q_bp_0001.jpg,m.06q_bp_0001,enrolled,m.06q_bp,African,18,m.06q_bp,,,,
African_m.06q_bp/m.06q_bp_0005.jpg,m.06q_bp_0005,enrolled,m.06q_bp,African,18,m.06q_bp,,,,
African_m.07krpj/m.07krpj_0001.jpg,m.07krpj_0001,enrolled,m.07krpj,African,11,m.07krpj,,,,
African_m.07krpj/m.07krpj_0002.jpg,m.07krpj_0002,enrolled,m.07krpj,African,9,m.07krpj,,,,
African_m.07krpj/m.07krpj_0003.jpg,m.07krpj_0003,enrolled,m.07krpj,African,6,m.07krpj,,,,
African_m.08d1hd/m.08d1hd_0001.jpg,m.08d1hd_0001,enrolled,m.08d1hd,African,11,m.08d1hd,,,,
African_m.08d1hd/m.08d1hd_0002.jpg,m.08d1hd_0002,enrolled,m.08d1hd,African,9,m.08d1hd,,,,
African_m.090fpx/m.090fpx_0001.jpg,m.090fpx_0001,enrolled,m.090fpx,African,18,m.090fpx,,,,
African_m.090fpx/m.090fpx_0002.jpg,m.090fpx_0002,enrolled,m.090fpx,African,18,m.090fpx,,,,
African_m.0c7fm1/m.0c7fm1_0001.jpg,m.0c7fm1_0001,enrolled,m.0c7fm1,African,16,m.0c7fm1,,,,
African_m.0c7fm1/m.0c7fm1_0003.jpg,m.0c7fm1_0003,enrolled,m.0c7fm1,African,17,m.0c7fm1,,,,
African_m.0c7fm1/m.0c7fm1_0004.jpg,m.0c7fm1_0004,enrolled,m.0c7fm1,African,16,m.0c7fm1,,,,
African_m.0ckv_m/m.0ckv_m_0001.jpg,m.0ckv_m_0001,enrolled,m.0ckv_m,African,18,m.0ckv_m,,,,
African_m.0ckv_m/m.0ckv_m_0002.jpg,m.0ckv_m_0002,enrolled,m.0ckv_m,African,18,m.0ckv_m,,,,
African_m.0ckv_m/m.0ckv_m_0003.jpg,m.0ckv_m_0003,enrolled,m.0ckv_m,African,17,m.0ckv_m,,,,
African_m.0crjgjj/m.0crjgjj_0001.jpg,m.0crjgjj_0001,enrolled,m.0crjgjj,African,16,m.0crjgjj,,,,
African_m.0crjgjj/m.0crjgjj_0002.jpg,m.0crjgjj_0002,enrolled,m.0crjgjj,African,16,m.0crjgjj,,,,
African_m.0crjgjj/m.0crjgjj_0003.jpg,m.0crjgjj_0003,enrolled,m.0crjgjj,African,15,m.0crjgjj,,,,
African_m.0djj4b/m.0djj4b_0001.jpg,m.0djj4b_0001,enrolled,m.0djj4b,African,17,m.0djj4b,,,,
African_m.0djj4b/m.0djj4b_0002.jpg,m.0djj4b_0002,enrolled,m.0djj4b,African,18,m.0djj4b,,,,
African_m.0g567x3/m.0g567x3_0002.jpg,m.0g567x3_0002,enrolled,m.0g567x3,African,17,m.0g567x3,,,,
African_m.0g567x3/m.0g567x3_0005.jpg,m.0g567x3_0005,enrolled,m.0g567x3,African,17,m.0g567x3,,,,
African_m.0gwyg57/m.0gwyg57_0001.jpg,m.0gwyg57_0001,enrolled,m.0gwyg57,African,17,m.0gwyg57,,,,
African_m.0gwyg57/m.0gwyg57_0003.jpg,m.0gwyg57_0003,enrolled,m.0gwyg57,African,17,m.0gwyg57,,,,
African_m.0gwyg57/m.0gwyg57_0004.jpg,m.0gwyg57_0004,enrolled,m.0gwyg57,African,18,m.0gwyg57,,,,
African_m.0h3mdym/m.0h3mdym_0004.jpg,m.0h3mdym_0004,enrolled,m.0h3mdym,African,15,m.0h3mdym,,,,
African_m.0h3mdym/m.0h3mdym_0005.jpg,m.0h3mdym_0005,enrolled,m.0h3mdym,African,17,m.0h3mdym,,,,
African_m.0h62_40/m.0h62_40_0002.jpg,m.0h62_40_0002,enrolled,m.0h62_40,African,18,m.0h62_40,,,,
African_m.0h62_40/m.0h62_40_0004.jpg,m.0h62_40_0004,enrolled,m.0h62_40,African,18,m.0h62_40,,,,
African_m.0hznff9/m.0hznff9_0001.jpg,m.0hznff9_0001,enrolled,m.0hznff9,African,18,m.0hznff9,,,,
African_m.0hznff9/m.0hznff9_0004.jpg,m.0hznff9_0004,enrolled,m.0hznff9,African,18,m.0hznff9,,,,
African_m.0kvclh4/m.0kvclh4_0002.jpg,m.0kvclh4_0002,enrolled,m.0kvclh4,African,18,m.0kvclh4,,,,
African_m.0kvclh4/m.0kvclh4_0003.jpg,m.0kvclh4_0003,enrolled,m.0kvclh4,African,18,m.0kvclh4,,,,
African_m.0kvclh4/m.0kvclh4_0004.jpg,m.0kvclh4_0004,enrolled,m.0kvclh4,African,18,m.0kvclh4,,,,
African_m.0kvclh4/m.0kvclh4_0005.jpg,m.0kvclh4_0005,enrolled,m.0kvclh4,African,18,m.0kvclh4,,,,
African_m.0l8lj0b/m.0l8lj0b_0001.jpg,m.0l8lj0b_0001,enrolled,m.0l8lj0b,African,18,m.0l8lj0b,,,,
African_m.0l8lj0b/m.0l8lj0b_0003.jpg,m.0l8lj0b_0003,enrolled,m.0l8lj0b,African,18,m.0l8lj0b,,,,
African_m.0qft6yv/m.0qft6yv_0002.jpg,m.0qft6yv_0002,enrolled,m.0qft6yv,African,10,m.0qft6yv,,,,
