image_name,identity_name,ethnicity,Age,children_agegroup
m.051kpq_0001,m.051kpq,African,36,
m.051kpq_0003,m.051kpq,African,32,
m.051q16_0001,m.051q16,African,22,
m.051q16_0002,m.051q16,African,28,
m.051q16_0003,m.051q16,African,32,
m.051q16_0004,m.051q16,African,34,
m.051sw9_0001,m.051sw9,African,39,
m.051sw9_0003,m.051sw9,African,42,
m.051sw9_0004,m.051sw9,African,46,
m.051sw9_0005,m.051sw9,African,40,
m.051wcwn_0001,m.051wcwn,African,31,
m.051wcwn_0002,m.051wcwn,African,32,
m.051wcwn_0003,m.051wcwn,African,29,
m.051wcwn_0004,m.051wcwn,African,31,
m.051wdxn_0001,m.051wdxn,African,50,
m.051wdxn_0002,m.051wdxn,African,42,
m.051wdxn_0003,m.051wdxn,African,40,
m.051wdxn_0004,m.051wdxn,African,46,
m.051zbj4_0001,m.051zbj4,African,28,
m.051zbj4_0002,m.051zbj4,African,30,
m.051zbj4_0003,m.051zbj4,African,27,
m.051zlzc_0001,m.051zlzc,African,26,
m.051zlzc_0002,m.051zlzc,African,26,
m.051zlzc_0003,m.051zlzc,African,31,
m.051zlzc_0004,m.051zlzc,African,25,
m.051zz11_0001,m.051zz11,African,24,
m.051zz11_0002,m.051zz11,African,25,
m.051zz11_0003,m.051zz11,African,24,
m.051_bsd_0001,m.051_bsd,African,28,
m.051_bsd_0002,m.051_bsd,African,31,
m.051_bsd_0003,m.051_bsd,African,32,
m.051_bsd_0004,m.051_bsd,African,27,
m.0523l3f_0001,m.0523l3f,African,24,
m.0523l3f_0002,m.0523l3f,African,33,
m.0523l3f_0003,m.0523l3f,African,20,
m.0523l3f_0004,m.0523l3f,African,21,
m.0523l3f_0005,m.0523l3f,African,24,
m.0523xrr_0001,m.0523xrr,African,37,
m.0523xrr_0002,m.0523xrr,African,40,
m.0523xrr_0003,m.0523xrr,African,43,
m.0523xrr_0004,m.0523xrr,African,37,
m.052g6_0001,m.052g6,African,67,
m.052g6_0002,m.052g6,African,65,
m.052g6_0004,m.052g6,African,67,
m.052vh2_0001,m.052vh2,African,31,
m.052vh2_0003,m.052vh2,African,24,
m.052xgn_0001,m.052xgn,African,44,
m.052xgn_0002,m.052xgn,African,49,
m.052xgn_0003,m.052xgn,African,45,
m.052xgn_0004,m.052xgn,African,36,
m.052_h01_0002,m.052_h01,African,25,
m.052_h01_0003,m.052_h01,African,24,
m.0539vsn_0001,m.0539vsn,African,25,
m.0539vsn_0002,m.0539vsn,African,25,
m.0539vsn_0003,m.0539vsn,African,28,
m.0539vsn_0004,m.0539vsn,African,24,
m.0539vsn_0005,m.0539vsn,African,24,
m.053gk__0001,m.053gk_,African,26,
m.053gk__0002,m.053gk_,African,27,
m.053gk__0003,m.053gk_,African,35,
m.053gn9_0001,m.053gn9,African,29,
m.053gn9_0003,m.053gn9,African,29,
m.053htf_0001,m.053htf,African,38,
m.053htf_0002,m.053htf,African,24,
m.053htf_0003,m.053htf,African,42,
m.053k8c_0001,m.053k8c,African,33,
m.053k8c_0002,m.053k8c,African,41,
m.053k8c_0003,m.053k8c,African,25,
m.0546rt_0001,m.0546rt,African,39,
m.0546rt_0002,m.0546rt,African,39,
m.0546rt_0003,m.0546rt,African,43,
m.0546rt_0004,m.0546rt,African,41,
m.054znp_0001,m.054znp,African,37,
m.054znp_0002,m.054znp,African,38,
m.0559h3_0001,m.0559h3,African,34,
m.0559h3_0002,m.0559h3,African,26,
m.0559h3_0003,m.0559h3,African,37,
m.055d_1d_0001,m.055d_1d,African,32,
m.055d_1d_0002,m.055d_1d,African,28,
m.055d_1d_0003,m.055d_1d,African,27,
m.055mxp_0002,m.055mxp,African,22,
m.055t7rv_0001,m.055t7rv,African,27,
m.055t7rv_0002,m.055t7rv,African,25,
m.0563tm_0001,m.0563tm,African,21,
m.0563tm_0002,m.0563tm,African,24,
m.0566fw_0001,m.0566fw,African,62,
m.0566fw_0002,m.0566fw,African,38,
m.056d7x_0001,m.056d7x,African,30,
m.056d7x_0002,m.056d7x,African,40,
m.056d7x_0003,m.056d7x,African,30,
m.056fcv_0001,m.056fcv,African,50,
m.056fcv_0003,m.056fcv,African,54,
m.056kg4l_0002,m.056kg4l,African,28,
m.056kg4l_0003,m.056kg4l,African,28,
m.056kg4l_0004,m.056kg4l,African,29,
m.056mbq_0001,m.056mbq,African,37,
m.056mbq_0002,m.056mbq,African,36,
m.056mbq_0003,m.056mbq,African,32,
m.056txjf_0001,m.056txjf,African,34,
m.056txjf_0002,m.056txjf,African,26,
m.056txjf_0003,m.056txjf,African,27,
m.057t8_0_0001,m.057t8_0,African,29,
m.057t8_0_0002,m.057t8_0,African,28,
m.057z15d_0002,m.057z15d,African,27,
m.057z15d_0003,m.057z15d,African,39,
m.05827t_0001,m.05827t,African,24,
m.05827t_0002,m.05827t,African,27,
m.05827t_0003,m.05827t,African,25,
m.058d51_0001,m.058d51,African,27,
m.058d51_0002,m.058d51,African,26,
m.058fz4_0001,m.058fz4,African,24,
m.058fz4_0002,m.058fz4,African,46,
m.0592zc_0001,m.0592zc,African,22,
m.0592zc_0002,m.0592zc,African,29,
m.05972y_0001,m.05972y,African,59,
m.05972y_0002,m.05972y,African,48,
m.05972y_0003,m.05972y,African,48,
m.059g1g_0001,m.059g1g,African,45,
m.059g1g_0002,m.059g1g,African,30,
m.059g1g_0003,m.059g1g,African,50,
m.059zwr_0001,m.059zwr,African,33,
m.059zwr_0002,m.059zwr,African,26,
m.059zwr_0003,m.059zwr,African,33,
m.05b0tqw_0001,m.05b0tqw,African,44,
m.05b0tqw_0002,m.05b0tqw,African,34,
m.05b0tqw_0003,m.05b0tqw,African,42,
m.05b2343_0001,m.05b2343,African,23,
m.05b2343_0002,m.05b2343,African,22,
m.05b2343_0003,m.05b2343,African,25,
m.05b2343_0004,m.05b2343,African,28,
m.05b2343_0005,m.05b2343,African,21,
m.05b34w0_0001,m.05b34w0,African,30,
m.05b34w0_0002,m.05b34w0,African,28,
m.05b34w0_0003,m.05b34w0,African,30,
m.05b34w0_0004,m.05b34w0,African,26,
m.05b34w0_0005,m.05b34w0,African,31,
m.05b34w0_0006,m.05b34w0,African,26,
m.05b38rs_0001,m.05b38rs,African,30,
m.05b38rs_0002,m.05b38rs,African,23,
m.05b3gt1_0001,m.05b3gt1,African,35,
m.05b3gt1_0002,m.05b3gt1,African,24,
m.05b3gt1_0003,m.05b3gt1,African,28,
m.05b3l3y_0001,m.05b3l3y,African,38,
m.05b3l3y_0002,m.05b3l3y,African,35,
m.05b3l3y_0003,m.05b3l3y,African,27,
m.05b3qns_0002,m.05b3qns,African,34,
m.05b3qns_0003,m.05b3qns,African,32,
m.05b3qns_0004,m.05b3qns,African,31,
m.05b4cc__0001,m.05b4cc_,African,29,
m.05b4cc__0002,m.05b4cc_,African,35,
m.05b4cc__0003,m.05b4cc_,African,30,
m.05b4lb0_0002,m.05b4lb0,African,59,
m.05b4lb0_0003,m.05b4lb0,African,62,
m.05b4lb0_0004,m.05b4lb0,African,64,
m.05b4s6j_0001,m.05b4s6j,African,19,
m.05b4s6j_0002,m.05b4s6j,African,24,
m.05b4s6j_0003,m.05b4s6j,African,18,16-18
m.05b5fkj_0001,m.05b5fkj,African,22,
m.05b5fkj_0002,m.05b5fkj,African,24,
m.05b5fkj_0003,m.05b5fkj,African,24,
m.05b6d9h_0001,m.05b6d9h,African,21,
m.05b6d9h_0002,m.05b6d9h,African,27,
m.05b6d9h_0003,m.05b6d9h,African,23,
m.05b7x7_0001,m.05b7x7,African,38,
m.05b7x7_0003,m.05b7x7,African,35,
m.05bb4r_0001,m.05bb4r,African,41,
m.05bb4r_0002,m.05bb4r,African,31,
m.05bb4r_0003,m.05bb4r,African,32,
m.05bb4r_0004,m.05bb4r,African,31,
m.05bdt8_0001,m.05bdt8,African,40,
m.05bdt8_0002,m.05bdt8,African,31,
m.05bdt8_0003,m.05bdt8,African,26,
m.05bn9d_0001,m.05bn9d,African,37,
m.05bn9d_0002,m.05bn9d,African,39,
m.05bn9d_0003,m.05bn9d,African,33,
m.05bnbs_0002,m.05bnbs,African,23,
m.05bnbs_0003,m.05bnbs,African,31,
m.05bnbs_0004,m.05bnbs,African,28,
m.05bzwz0_0001,m.05bzwz0,African,37,
m.05bzwz0_0002,m.05bzwz0,African,40,
m.05b_06_0001,m.05b_06,African,41,
m.05b_06_0002,m.05b_06,African,40,
m.05b_06_0003,m.05b_06,African,41,
m.05b_06_0004,m.05b_06,African,25,
m.05b_6z2_0001,m.05b_6z2,African,32,
m.05b_6z2_0002,m.05b_6z2,African,25,
m.05b_6z2_0003,m.05b_6z2,African,26,
m.05c07q5_0001,m.05c07q5,African,22,
m.05c07q5_0002,m.05c07q5,African,21,
m.05c07q5_0003,m.05c07q5,African,27,
m.05c07q5_0004,m.05c07q5,African,18,16-18
m.05c1c5_0001,m.05c1c5,African,23,
m.05c1c5_0002,m.05c1c5,African,25,
m.05c1c5_0003,m.05c1c5,African,25,
m.05c1h4t_0001,m.05c1h4t,African,25,
m.05c1h4t_0002,m.05c1h4t,African,30,
m.05c1h4t_0003,m.05c1h4t,African,23,
m.05c1m42_0001,m.05c1m42,African,28,
m.05c1m42_0002,m.05c1m42,African,22,
m.05c1m42_0003,m.05c1m42,African,19,
m.05c1m42_0004,m.05c1m42,African,21,
m.05c33rk_0001,m.05c33rk,African,26,
m.05c33rk_0002,m.05c33rk,African,25,
m.05c33rk_0003,m.05c33rk,African,27,
m.05c33rk_0004,m.05c33rk,African,28,
m.05c36_h_0001,m.05c36_h,African,22,
m.05c36_h_0002,m.05c36_h,African,18,16-18
m.05c36_h_0003,m.05c36_h,African,22,
m.05c36_h_0004,m.05c36_h,African,21,
m.05c467w_0001,m.05c467w,African,24,
m.05c467w_0002,m.05c467w,African,27,
m.05c4qj5_0001,m.05c4qj5,African,25,
m.05c4qj5_0002,m.05c4qj5,African,34,
m.05c4qj5_0003,m.05c4qj5,African,26,
m.05c4qj5_0004,m.05c4qj5,African,25,
m.05c8hd_0001,m.05c8hd,African,40,
m.05c8hd_0002,m.05c8hd,African,36,
m.05c8hd_0003,m.05c8hd,African,39,
m.05c8hd_0004,m.05c8hd,African,35,
m.05c8hd_0005,m.05c8hd,African,38,
m.05c98s_0001,m.05c98s,African,36,
m.05c98s_0002,m.05c98s,African,38,
m.05c98s_0003,m.05c98s,African,21,
m.05c98s_0004,m.05c98s,African,40,
m.05c98s_0005,m.05c98s,African,36,
m.05c98s_0006,m.05c98s,African,32,
m.05c9c8_0001,m.05c9c8,African,26,
m.05c9c8_0002,m.05c9c8,African,33,
m.05c9c8_0003,m.05c9c8,African,30,
m.05c9hw_0002,m.05c9hw,African,25,
m.05c9hw_0003,m.05c9hw,African,25,
m.05c9hw_0004,m.05c9hw,African,28,
m.05c9kr_0001,m.05c9kr,African,38,
m.05c9kr_0002,m.05c9kr,African,34,
m.05c9lt_0001,m.05c9lt,African,32,
m.05c9lt_0002,m.05c9lt,African,33,
m.05c9lt_0004,m.05c9lt,African,34,
m.05c9lt_0005,m.05c9lt,African,37,
m.05ctn9w_0001,m.05ctn9w,African,22,
m.05ctn9w_0002,m.05ctn9w,African,20,
m.05ctn9w_0003,m.05ctn9w,African,24,
m.05ctn9w_0004,m.05ctn9w,African,20,
m.05ctzxv_0001,m.05ctzxv,African,26,
m.05ctzxv_0002,m.05ctzxv,African,24,
m.05cy47_0001,m.05cy47,African,24,
m.05cy47_0002,m.05cy47,African,25,
m.05d79k_0001,m.05d79k,African,54,
m.05d79k_0003,m.05d79k,African,50,
m.05df16_0001,m.05df16,African,25,
m.05dhdz_0001,m.05dhdz,African,25,
m.05dhdz_0002,m.05dhdz,African,24,
m.05dhdz_0003,m.05dhdz,African,27,
m.05dxfx_0001,m.05dxfx,African,25,
m.05dxfx_0002,m.05dxfx,African,20,
m.05dxfx_0003,m.05dxfx,African,6,4-6
m.05d_x5_0001,m.05d_x5,African,39,
m.05d_x5_0002,m.05d_x5,African,30,
m.05d_x5_0004,m.05d_x5,African,34,
m.05d_x5_0005,m.05d_x5,African,28,
m.05d_x5_0006,m.05d_x5,African,38,
m.05f1l7_0001,m.05f1l7,African,43,
m.05f1l7_0002,m.05f1l7,African,37,
m.05f1l7_0003,m.05f1l7,African,29,
m.05f1l7_0004,m.05f1l7,African,34,
m.05f2km_0001,m.05f2km,African,36,
m.05f2km_0002,m.05f2km,African,32,
m.05f2km_0003,m.05f2km,African,36,
m.05f2km_0004,m.05f2km,African,24,
m.05f2km_0005,m.05f2km,African,34,
m.05f3bv8_0001,m.05f3bv8,African,22,
m.05f3bv8_0002,m.05f3bv8,African,24,
m.05f3bv8_0003,m.05f3bv8,African,24,
m.05f3bv8_0004,m.05f3bv8,African,31,
m.05f3mxg_0001,m.05f3mxg,African,29,
m.05f3mxg_0002,m.05f3mxg,African,31,
m.05f3mxg_0004,m.05f3mxg,African,28,
m.05f3xb2_0001,m.05f3xb2,African,24,
m.05f3xb2_0002,m.05f3xb2,African,25,
m.05f3xb2_0003,m.05f3xb2,African,30,
m.05f3xb2_0004,m.05f3xb2,African,26,
m.05f5bc1_0001,m.05f5bc1,African,25,
m.05f5bc1_0002,m.05f5bc1,African,25,
m.05f5bc1_0003,m.05f5bc1,African,31,
m.05f962_0001,m.05f962,African,26,
m.05f962_0002,m.05f962,African,34,
m.05f962_0003,m.05f962,African,33,
m.05fb3j_0001,m.05fb3j,African,26,
m.05fb3j_0002,m.05fb3j,African,30,
m.05fb6c4_0001,m.05fb6c4,African,29,
m.05fb6c4_0002,m.05fb6c4,African,32,
m.05fb6c4_0003,m.05fb6c4,African,27,
m.05fr5s_0001,m.05fr5s,African,26,
m.05fr5s_0002,m.05fr5s,African,26,
m.05fr5s_0003,m.05fr5s,African,26,
m.05fwqz_0001,m.05fwqz,African,40,
m.05fwqz_0002,m.05fwqz,African,40,
m.05fwqz_0003,m.05fwqz,African,50,
m.05fwqz_0004,m.05fwqz,African,37,
m.05fx25_0001,m.05fx25,African,42,
m.05fx25_0003,m.05fx25,African,49,
m.05g9k8_0003,m.05g9k8,African,42,
m.05h1rbk_0001,m.05h1rbk,African,25,
m.05h1rbk_0002,m.05h1rbk,African,27,
m.05h1rbk_0003,m.05h1rbk,African,24,
m.05h55x_0001,m.05h55x,African,27,
m.05h55x_0002,m.05h55x,African,34,
m.05h55x_0003,m.05h55x,African,45,
m.05h586j_0001,m.05h586j,African,33,
m.05h586j_0002,m.05h586j,African,26,
m.05h586j_0003,m.05h586j,African,26,
m.05h9zw6_0001,m.05h9zw6,African,35,
m.05h9zw6_0002,m.05h9zw6,African,37,
m.05h9zw6_0003,m.05h9zw6,African,23,
m.05h9zw6_0004,m.05h9zw6,African,38,
m.05hgth_0001,m.05hgth,African,34,
m.05hgth_0002,m.05hgth,African,37,
m.05hgth_0004,m.05hgth,African,33,
m.05hrs7_0001,m.05hrs7,African,51,
m.05hrs7_0003,m.05hrs7,African,51,
m.05j9yp_0001,m.05j9yp,African,60,
m.05j9yp_0002,m.05j9yp,African,51,
m.05j9yp_0003,m.05j9yp,African,46,
m.05jwk9_0001,m.05jwk9,African,37,
m.05jwk9_0002,m.05jwk9,African,40,
m.05jwk9_0003,m.05jwk9,African,34,
m.05jwk9_0004,m.05jwk9,African,53,
m.05jwk9_0005,m.05jwk9,African,36,
m.05jzgl_0001,m.05jzgl,African,28,
m.05jzgl_0002,m.05jzgl,African,29,
m.05jzgl_0003,m.05jzgl,African,27,
m.05klgq1_0001,m.05klgq1,African,35,
m.05klgq1_0003,m.05klgq1,African,32,
m.05l5z1_0001,m.05l5z1,African,38,
m.05l5z1_0002,m.05l5z1,African,40,
m.05l5z1_0003,m.05l5z1,African,32,
m.05l91f_0001,m.05l91f,African,23,
m.05l91f_0002,m.05l91f,African,33,
m.05l91f_0003,m.05l91f,African,22,
m.05l91f_0004,m.05l91f,African,31,
m.05lf0q_0001,m.05lf0q,African,36,
m.05lf0q_0002,m.05lf0q,African,24,
m.05lf0q_0003,m.05lf0q,African,25,
m.05lf0q_0004,m.05lf0q,African,28,
m.05lnvt_0001,m.05lnvt,African,23,
m.05lnvt_0002,m.05lnvt,African,19,
m.05lnvt_0003,m.05lnvt,African,20,
m.05lnvt_0004,m.05lnvt,African,32,
m.05lwn9_0001,m.05lwn9,African,28,
m.05lwn9_0002,m.05lwn9,African,27,
m.05lwn9_0003,m.05lwn9,African,35,
m.05lwv8_0001,m.05lwv8,African,26,
m.05lwv8_0002,m.05lwv8,African,24,
m.05lwv8_0003,m.05lwv8,African,38,
m.05lwv8_0004,m.05lwv8,African,25,
m.05l_8j_0001,m.05l_8j,African,28,
m.05l_8j_0002,m.05l_8j,African,24,
m.05l_8j_0003,m.05l_8j,African,31,
m.05l_8j_0004,m.05l_8j,African,28,
m.05l_q2_0001,m.05l_q2,African,26,
m.05l_q2_0003,m.05l_q2,African,29,
m.05m007_0001,m.05m007,African,31,
m.05m007_0002,m.05m007,African,32,
m.05m007_0003,m.05m007,African,33,
m.05m0pq_0001,m.05m0pq,African,25,
m.05m0pq_0002,m.05m0pq,African,35,
m.05m0pq_0003,m.05m0pq,African,29,
m.05m0pq_0004,m.05m0pq,African,26,
m.05m0xf_0002,m.05m0xf,African,44,
m.05m0xf_0003,m.05m0xf,African,34,
m.05m0xf_0004,m.05m0xf,African,35,
m.05mftw_0001,m.05mftw,African,45,
m.05mftw_0002,m.05mftw,African,40,
m.05mftw_0003,m.05mftw,African,45,
m.05mk6s_0001,m.05mk6s,African,30,
m.05mk6s_0003,m.05mk6s,African,28,
m.05mk6s_0004,m.05mk6s,African,30,
m.05mkqq_0001,m.05mkqq,African,37,
m.05mkqq_0002,m.05mkqq,African,30,
m.05mkqq_0003,m.05mkqq,African,33,
m.05mkqq_0004,m.05mkqq,African,25,
m.05mnrc_0001,m.05mnrc,African,37,
m.05mnrc_0002,m.05mnrc,African,27,
m.05mnrc_0003,m.05mnrc,African,26,
m.05mr2sf_0001,m.05mr2sf,African,19,
m.05mr2sf_0002,m.05mr2sf,African,25,
m.05mr2sf_0003,m.05mr2sf,African,20,
m.05mrf5k_0001,m.05mrf5k,African,27,
m.05mrf5k_0002,m.05mrf5k,African,28,
m.05mrf5k_0003,m.05mrf5k,African,33,
m.05mrf5k_0004,m.05mrf5k,African,27,
m.05mry9w_0001,m.05mry9w,African,21,
m.05mry9w_0002,m.05mry9w,African,19,
m.05mry9w_0003,m.05mry9w,African,22,
m.05mry9w_0004,m.05mry9w,African,17,16-18
m.05mry9w_0005,m.05mry9w,African,22,
m.05msjkr_0001,m.05msjkr,African,32,
m.05msjkr_0002,m.05msjkr,African,31,
m.05msjkr_0003,m.05msjkr,African,30,
m.05msjkr_0004,m.05msjkr,African,29,
m.05msxq5_0001,m.05msxq5,African,28,
m.05msxq5_0002,m.05msxq5,African,20,
m.05mxyym_0001,m.05mxyym,African,28,
m.05mxyym_0002,m.05mxyym,African,22,
m.05mxyym_0003,m.05mxyym,African,27,
m.05mxyym_0004,m.05mxyym,African,20,
m.05mxyym_0005,m.05mxyym,African,19,
m.05m__8b_0001,m.05m__8b,African,32,
m.05m__8b_0003,m.05m__8b,African,29,
m.05n2c1_0001,m.05n2c1,African,39,
m.05n2c1_0002,m.05n2c1,African,35,
m.05n2c1_0003,m.05n2c1,African,45,
m.05n2c1_0004,m.05n2c1,African,44,
m.05n59h_0001,m.05n59h,African,32,
m.05n59h_0002,m.05n59h,African,35,
m.05n59h_0003,m.05n59h,African,26,
m.05n5qv_0001,m.05n5qv,African,33,
m.05n5qv_0002,m.05n5qv,African,25,
m.05n5qv_0003,m.05n5qv,African,25,
m.05n5qv_0004,m.05n5qv,African,30,
m.05n5qv_0005,m.05n5qv,African,19,
m.05n8y__0002,m.05n8y_,African,28,
m.05n8y__0003,m.05n8y_,African,29,
m.05n8y__0004,m.05n8y_,African,28,
m.05nh9k_0001,m.05nh9k,African,50,
m.05nh9k_0002,m.05nh9k,African,47,
m.05nh9k_0003,m.05nh9k,African,55,
m.05nh9k_0004,m.05nh9k,African,48,
m.05nk9x_0001,m.05nk9x,African,24,
m.05nk9x_0002,m.05nk9x,African,34,
m.05nk9x_0003,m.05nk9x,African,20,
m.05nsyh_0001,m.05nsyh,African,24,
m.05nsyh_0002,m.05nsyh,African,23,
m.05nsyh_0003,m.05nsyh,African,24,
m.05n_fkv_0001,m.05n_fkv,African,18,16-18
m.05n_fkv_0002,m.05n_fkv,African,20,
m.05n_fkv_0003,m.05n_fkv,African,27,
m.05n_fkv_0004,m.05n_fkv,African,22,
m.05p0_mj_0001,m.05p0_mj,African,25,
m.05p0_mj_0002,m.05p0_mj,African,22,
m.05p0_mj_0003,m.05p0_mj,African,20,
m.05p1bxj_0001,m.05p1bxj,African,28,
m.05p1bxj_0002,m.05p1bxj,African,37,
m.05p1bxj_0003,m.05p1bxj,African,26,
m.05p1jm0_0001,m.05p1jm0,African,27,
m.05p1jm0_0004,m.05p1jm0,African,26,
m.05p3khf_0001,m.05p3khf,African,25,
m.05p3khf_0002,m.05p3khf,African,32,
m.05p3khf_0003,m.05p3khf,African,26,
m.05p5171_0001,m.05p5171,African,50,
m.05p5171_0002,m.05p5171,African,49,
m.05p5171_0003,m.05p5171,African,39,
m.05p6_gr_0001,m.05p6_gr,African,27,
m.05p6_gr_0002,m.05p6_gr,African,26,
m.05p7sqg_0001,m.05p7sqg,African,50,
m.05p7sqg_0002,m.05p7sqg,African,51,
m.05p7sqg_0003,m.05p7sqg,African,49,
m.05p823_0001,m.05p823,African,21,
m.05p823_0002,m.05p823,African,25,
m.05p823_0003,m.05p823,African,25,
m.05p93dj_0001,m.05p93dj,African,30,
m.05p93dj_0002,m.05p93dj,African,31,
m.05p93dj_0003,m.05p93dj,African,33,
m.05p93dj_0004,m.05p93dj,African,32,
m.05p9q60_0002,m.05p9q60,African,30,
m.05p9q60_0004,m.05p9q60,African,29,
m.05p9sq3_0001,m.05p9sq3,African,21,
m.05p9sq3_0002,m.05p9sq3,African,20,
m.05p9sq3_0003,m.05p9sq3,African,24,
m.05p9sq3_0004,m.05p9sq3,African,23,
m.05p9wv4_0001,m.05p9wv4,African,34,
m.05p9wv4_0002,m.05p9wv4,African,22,
m.05p9wv4_0003,m.05p9wv4,African,28,
m.05pbgl_0001,m.05pbgl,African,32,
m.05pbgl_0003,m.05pbgl,African,39,
m.05pbgl_0004,m.05pbgl,African,35,
m.05pbmcq_0001,m.05pbmcq,African,31,
m.05pbmcq_0002,m.05pbmcq,African,27,
m.05pbmcq_0004,m.05pbmcq,African,27,
m.05pdd4g_0001,m.05pdd4g,African,26,
m.05pdd4g_0003,m.05pdd4g,African,27,
m.05pdd4g_0004,m.05pdd4g,African,27,
m.05pmzr_0002,m.05pmzr,African,32,
m.05pmzr_0003,m.05pmzr,African,40,
m.05pmzr_0004,m.05pmzr,African,30,
m.05pnr7_0001,m.05pnr7,African,38,
m.05pnr7_0002,m.05pnr7,African,24,
m.05pnr7_0003,m.05pnr7,African,30,
m.05pnr7_0004,m.05pnr7,African,26,
m.05pw3__0001,m.05pw3_,African,25,
m.05pw3__0002,m.05pw3_,African,39,
m.05pw3__0003,m.05pw3_,African,31,
m.05p_gg_0001,m.05p_gg,African,23,
m.05p_gg_0002,m.05p_gg,African,33,
m.05p_gg_0003,m.05p_gg,African,22,
m.05p_m_0001,m.05p_m,African,55,
m.05p_m_0003,m.05p_m,African,37,
m.05q5bqf_0001,m.05q5bqf,African,25,
m.05q5bqf_0002,m.05q5bqf,African,27,
m.05q5bqf_0003,m.05q5bqf,African,29,
m.05q6t9l_0001,m.05q6t9l,African,30,
m.05q6t9l_0002,m.05q6t9l,African,21,
m.05q6t9l_0003,m.05q6t9l,African,24,
m.05q711t_0001,m.05q711t,African,25,
m.05q711t_0002,m.05q711t,African,24,
m.05q711t_0003,m.05q711t,African,21,
m.05r6qt_0001,m.05r6qt,African,24,
m.05r6qt_0002,m.05r6qt,African,23,
m.05r6qt_0003,m.05r6qt,African,25,
m.05r6qt_0004,m.05r6qt,African,24,
m.05r6t1_0001,m.05r6t1,African,17,16-18
m.05r6t1_0002,m.05r6t1,African,27,
m.05r6t1_0003,m.05r6t1,African,27,
m.05r6t1_0004,m.05r6t1,African,23,
m.05rdw6_0001,m.05rdw6,African,30,
m.05rdw6_0002,m.05rdw6,African,26,
m.05rdw6_0003,m.05rdw6,African,32,
m.05rxvq_0001,m.05rxvq,African,27,
m.05rxvq_0002,m.05rxvq,African,32,
m.05rxvq_0003,m.05rxvq,African,24,
m.05rzd7_0002,m.05rzd7,African,43,
m.05rzd7_0003,m.05rzd7,African,44,
m.05rzd7_0004,m.05rzd7,African,50,
m.05rzd7_0005,m.05rzd7,African,48,
m.05s7sl_0001,m.05s7sl,African,56,
m.05s7sl_0002,m.05s7sl,African,58,
m.05s7sl_0003,m.05s7sl,African,33,
m.05sr9m_0001,m.05sr9m,African,28,
m.05sr9m_0002,m.05sr9m,African,21,
m.05syr9r_0001,m.05syr9r,African,23,
m.05syr9r_0002,m.05syr9r,African,25,
m.05syr9r_0003,m.05syr9r,African,22,
m.05syr9r_0004,m.05syr9r,African,24,
m.05syr9r_0005,m.05syr9r,African,25,
m.05syr9r_0006,m.05syr9r,African,22,
m.05sz901_0001,m.05sz901,African,50,
m.05sz901_0002,m.05sz901,African,52,
m.05sz901_0003,m.05sz901,African,49,
m.05sz901_0004,m.05sz901,African,46,
m.05szq99_0001,m.05szq99,African,38,
m.05szq99_0002,m.05szq99,African,42,
m.05szq99_0003,m.05szq99,African,48,
m.05s_nm6_0001,m.05s_nm6,African,25,
m.05s_nm6_0002,m.05s_nm6,African,21,
m.05s_nm6_0003,m.05s_nm6,African,28,
m.05s_nm6_0004,m.05s_nm6,African,26,
m.05t0b29_0001,m.05t0b29,African,28,
m.05t0b29_0002,m.05t0b29,African,29,
m.05t0b29_0003,m.05t0b29,African,37,
m.05t0hqf_0001,m.05t0hqf,African,32,
m.05t0hqf_0002,m.05t0hqf,African,26,
m.05t0hqf_0003,m.05t0hqf,African,23,
m.05t0hqf_0004,m.05t0hqf,African,43,
m.05t5rs_0001,m.05t5rs,African,29,
m.05t5rs_0002,m.05t5rs,African,27,
m.05t5rs_0003,m.05t5rs,African,27,
m.05t5rs_0004,m.05t5rs,African,29,
m.05tjb8_0001,m.05tjb8,African,27,
m.05tjb8_0002,m.05tjb8,African,26,
m.05tmbq_0001,m.05tmbq,African,44,
m.05tmbq_0003,m.05tmbq,African,40,
m.05txx4_0002,m.05txx4,African,28,
m.05txx4_0003,m.05txx4,African,33,
m.05v6z8_0001,m.05v6z8,African,33,
m.05v6z8_0002,m.05v6z8,African,26,
m.05v6z8_0003,m.05v6z8,African,21,
m.05v9j7_0002,m.05v9j7,African,36,
m.05v9j7_0003,m.05v9j7,African,34,
m.05v9j7_0004,m.05v9j7,African,33,
m.05vdvy_0001,m.05vdvy,African,27,
m.05vdvy_0002,m.05vdvy,African,33,
m.05vdvy_0003,m.05vdvy,African,33,
m.05vk88_0001,m.05vk88,African,26,
m.05vk88_0002,m.05vk88,African,25,
m.05vk88_0003,m.05vk88,African,27,
m.05v_xv_0001,m.05v_xv,African,51,
m.05v_xv_0002,m.05v_xv,African,40,
m.05v_xv_0003,m.05v_xv,African,26,
m.05v_xv_0004,m.05v_xv,African,55,
m.05w12d_0002,m.05w12d,African,31,
m.05w12d_0003,m.05w12d,African,20,
m.05w7fc_0001,m.05w7fc,African,38,
m.05w7fc_0002,m.05w7fc,African,32,
m.05w7fc_0003,m.05w7fc,African,31,
m.05w7fc_0004,m.05w7fc,African,39,
m.05whkt_0001,m.05whkt,African,23,
m.05wjgy_0001,m.05wjgy,African,29,
m.05wjgy_0002,m.05wjgy,African,28,
m.05wjgy_0003,m.05wjgy,African,32,
