,image_name,Age,ethnicity,children_agegroup,identity_name
1722,Indian_149_1,4,Indian,4-6,Indian_149
1723,Asian_389_65,3,Asian,0-3,Asian_389
1724,Asian_51_1,5,Asian,4-6,Asian_51
1725,African_401_4,12,African,10-12,African_401
1726,African_558_22,5,African,4-6,African_558
1727,African_312_6,3,African,0-3,African_312
1728,Caucasian_278_54,7,Caucasian,7-9,Caucasian_278
1729,African_601_0,6,African,4-6,African_601
1730,Asian_30_3,4,Asian,4-6,Asian_30
1731,Indian_393_6,25,Indian,,Indian_393
1732,Caucasian_256_8,8,Caucasian,7-9,Caucasian_256
1733,African_289_1,21,African,,African_289
1734,Indian_106_60,25,Indian,,Indian_106
1735,African_324_9,4,African,4-6,African_324
1736,Caucasian_1161_2,2,Caucasian,0-3,Caucasian_1161
1737,African_150_26,3,African,0-3,African_150
1738,Indian_702_0,5,Indian,4-6,Indian_702
1739,Caucasian_1081_6,3,Caucasian,0-3,Caucasian_1081
1740,Caucasian_471_54,4,Caucasian,4-6,Caucasian_471
1741,Caucasian_360_20,2,Caucasian,0-3,Caucasian_360
1742,Asian_382_3,19,Asian,,Asian_382
1743,Caucasian_58_5,7,Caucasian,7-9,Caucasian_58
1744,African_80_1,16,African,16-18,African_80
1745,Asian_419_18,2,Asian,0-3,Asian_419
1746,African_781_4,16,African,16-18,African_781
1747,Asian_214_10,1,Asian,0-3,Asian_214
1748,Indian_608_1,12,Indian,10-12,Indian_608
1749,Caucasian_161_22,2,Caucasian,0-3,Caucasian_161
1750,African_327_1,2,African,0-3,African_327
1751,African_441_0,14,African,13-15,African_441
1752,Asian_396_45,4,Asian,4-6,Asian_396
1753,Indian_613_3,23,Indian,,Indian_613
1754,African_534_1,9,African,7-9,African_534
1755,African_150_15,3,African,0-3,African_150
1756,African_23_4,20,African,,African_23
1757,Caucasian_55_2,2,Caucasian,0-3,Caucasian_55
1758,African_172_15,20,African,,African_172
1759,Caucasian_47_53,5,Caucasian,4-6,Caucasian_47
1760,Asian_210_0,4,Asian,4-6,Asian_210
1761,Caucasian_417_6,10,Caucasian,10-12,Caucasian_417
1762,Caucasian_404_14,8,Caucasian,7-9,Caucasian_404
1763,African_15_44,8,African,7-9,African_15
1764,African_293_32,33,African,,African_293
1765,African_53_47,10,African,10-12,African_53
1766,African_537_4,6,African,4-6,African_537
1767,Asian_556_80,2,Asian,0-3,Asian_556
1768,African_261_9,2,African,0-3,African_261
1769,Asian_414_15,8,Asian,7-9,Asian_414
1770,Caucasian_356_4,1,Caucasian,0-3,Caucasian_356
1771,African_249_32,29,African,,African_249
1772,Asian_274_60,0,Asian,0-3,Asian_274
1773,Asian_194_40,3,Asian,0-3,Asian_194
1774,African_164_389,18,African,16-18,African_164
1775,Asian_584_26,6,Asian,4-6,Asian_584
1776,African_12_8,6,African,4-6,African_12
1777,Caucasian_147_34,5,Caucasian,4-6,Caucasian_147
1778,Indian_407_1,6,Indian,4-6,Indian_407
1779,African_144_4,27,African,,African_144
1780,Asian_216_8,5,Asian,4-6,Asian_216
1781,Indian_194_0,8,Indian,7-9,Indian_194
1782,Indian_378_0,5,Indian,4-6,Indian_378
1784,Indian_634_9,10,Indian,10-12,Indian_634
1785,African_480_0,4,African,4-6,African_480
1786,African_353_1,25,African,,African_353
1787,Asian_489_12,7,Asian,7-9,Asian_489
1788,Caucasian_211_13,9,Caucasian,7-9,Caucasian_211
1789,Asian_275_4,3,Asian,0-3,Asian_275
1790,Indian_374_0,12,Indian,10-12,Indian_374
1791,Asian_275_5,3,Asian,0-3,Asian_275
1792,Caucasian_1275_16,0,Caucasian,0-3,Caucasian_1275
1793,African_610_2,15,African,13-15,African_610
1794,Caucasian_1199_0,1,Caucasian,0-3,Caucasian_1199
1795,Indian_710_0,11,Indian,10-12,Indian_710
1796,African_175_15,6,African,4-6,African_175
1797,Caucasian_1376_18,2,Caucasian,0-3,Caucasian_1376
1798,Caucasian_1142_1,5,Caucasian,4-6,Caucasian_1142
1799,African_751_4,8,African,7-9,African_751
1800,Indian_666_0,1,Indian,0-3,Indian_666
1801,Asian_106_5,18,Asian,16-18,Asian_106
1802,Asian_140_9,4,Asian,4-6,Asian_140
1803,Asian_462_21,3,Asian,0-3,Asian_462
1804,Caucasian_188_36,4,Caucasian,4-6,Caucasian_188
1805,Caucasian_246_3,8,Caucasian,7-9,Caucasian_246
1806,African_729_3,12,African,10-12,African_729
1807,Indian_184_8,27,Indian,,Indian_184
1808,African_474_2,15,African,13-15,African_474
1809,African_685_0,5,African,4-6,African_685
1810,African_217_2,14,African,13-15,African_217
1811,Indian_100_22,29,Indian,,Indian_100
1812,African_60_1,9,African,7-9,African_60
1813,African_764_0,11,African,10-12,African_764
1814,Caucasian_1128_5,2,Caucasian,0-3,Caucasian_1128
1815,African_312_3,5,African,4-6,African_312
1816,Caucasian_101_3,6,Caucasian,4-6,Caucasian_101
1817,Caucasian_287_50,10,Caucasian,10-12,Caucasian_287
1818,Asian_305_38,8,Asian,7-9,Asian_305
1819,African_453_1,7,African,7-9,African_453
1820,African_356_4,8,African,7-9,African_356
1821,Caucasian_128_82,2,Caucasian,0-3,Caucasian_128
1822,Caucasian_381_12,1,Caucasian,0-3,Caucasian_381
1823,Asian_140_40,4,Asian,4-6,Asian_140
1824,African_119_2,11,African,10-12,African_119
1825,Caucasian_252_5,11,Caucasian,10-12,Caucasian_252
1826,Asian_476_5,4,Asian,4-6,Asian_476
1827,Caucasian_37_20,5,Caucasian,4-6,Caucasian_37
1828,African_795_0,19,African,,African_795
1829,African_358_10,9,African,7-9,African_358
1830,Caucasian_1252_7,3,Caucasian,0-3,Caucasian_1252
1831,Asian_494_10,1,Asian,0-3,Asian_494
1832,Caucasian_1294_5,4,Caucasian,4-6,Caucasian_1294
1833,African_728_0,16,African,16-18,African_728
1834,African_213_7,9,African,7-9,African_213
1835,Caucasian_150_21,8,Caucasian,7-9,Caucasian_150
1836,Indian_247_18,1,Indian,0-3,Indian_247
1837,Caucasian_329_24,11,Caucasian,10-12,Caucasian_329
1838,Asian_384_32,28,Asian,,Asian_384
1839,Asian_174_2,9,Asian,7-9,Asian_174
1840,African_85_1,4,African,4-6,African_85
1841,Caucasian_570_8,2,Caucasian,0-3,Caucasian_570
1842,African_644_6,2,African,0-3,African_644
1843,African_184_4,23,African,,African_184
1844,African_303_36,3,African,0-3,African_303
1845,African_67_1,6,African,4-6,African_67
1846,African_557_0,21,African,,African_557
1847,Caucasian_1341_1,2,Caucasian,0-3,Caucasian_1341
1848,African_322_88,34,African,,African_322
1849,Asian_254_52,2,Asian,0-3,Asian_254
1850,Indian_354_91,27,Indian,,Indian_354
1851,Caucasian_251_2,3,Caucasian,0-3,Caucasian_251
1852,Asian_425_13,7,Asian,7-9,Asian_425
1853,Indian_539_0,25,Indian,,Indian_539
1854,Caucasian_45_19,0,Caucasian,0-3,Caucasian_45
1855,Asian_54_3,9,Asian,7-9,Asian_54
1856,Asian_225_81,10,Asian,10-12,Asian_225
1858,Caucasian_1042_0,1,Caucasian,0-3,Caucasian_1042
1859,Caucasian_1065_6,6,Caucasian,4-6,Caucasian_1065
1860,Asian_666_1,3,Asian,0-3,Asian_666
1862,Caucasian_386_9,2,Caucasian,0-3,Caucasian_386
1863,Asian_482_10,10,Asian,10-12,Asian_482
1864,Asian_359_5,13,Asian,13-15,Asian_359
1865,African_20_2,9,African,7-9,African_20
1866,Caucasian_440_61,5,Caucasian,4-6,Caucasian_440
1867,Asian_637_10,7,Asian,7-9,Asian_637
1868,African_593_4,13,African,13-15,African_593
1869,Caucasian_372_5,1,Caucasian,0-3,Caucasian_372
1870,Caucasian_1022_7,9,Caucasian,7-9,Caucasian_1022
1871,African_14_7,30,African,,African_14
1872,African_113_4,9,African,7-9,African_113
1873,Indian_602_11,10,Indian,10-12,Indian_602
1874,African_775_1,19,African,,African_775
1875,Asian_137_9,10,Asian,10-12,Asian_137
1876,African_418_0,9,African,7-9,African_418
1877,Asian_420_6,5,Asian,4-6,Asian_420
1878,Indian_669_4,1,Indian,0-3,Indian_669
1879,Caucasian_1221_7,0,Caucasian,0-3,Caucasian_1221
1880,Indian_632_9,3,Indian,0-3,Indian_632
1881,Caucasian_1318_31,14,Caucasian,13-15,Caucasian_1318
1882,Asian_181_1,2,Asian,0-3,Asian_181
1883,African_43_0,12,African,10-12,African_43
1884,Caucasian_445_34,3,Caucasian,0-3,Caucasian_445
1885,Asian_228_4,8,Asian,7-9,Asian_228
1886,Asian_621_5,5,Asian,4-6,Asian_621
1887,Asian_309_68,2,Asian,0-3,Asian_309
1888,Asian_327_0,3,Asian,0-3,Asian_327
1889,Asian_741_13,9,Asian,7-9,Asian_741
1890,Indian_183_1,6,Indian,4-6,Indian_183
1891,African_340_17,8,African,7-9,African_340
1892,Caucasian_406_5,3,Caucasian,0-3,Caucasian_406
1893,African_344_4,2,African,0-3,African_344
1894,Caucasian_176_33,6,Caucasian,4-6,Caucasian_176
1895,Indian_423_4,14,Indian,13-15,Indian_423
1896,Caucasian_1365_65,0,Caucasian,0-3,Caucasian_1365
1897,Caucasian_1063_43,1,Caucasian,0-3,Caucasian_1063
1898,Caucasian_421_3,19,Caucasian,,Caucasian_421
1899,Indian_472_49,6,Indian,4-6,Indian_472
1900,African_212_1,3,African,0-3,African_212
1901,Indian_666_2,3,Indian,0-3,Indian_666
1902,Caucasian_1407_38,1,Caucasian,0-3,Caucasian_1407
1903,African_50_1,6,African,4-6,African_50
1904,Caucasian_1405_66,8,Caucasian,7-9,Caucasian_1405
1905,Asian_237_0,10,Asian,10-12,Asian_237
1906,Asian_606_19,2,Asian,0-3,Asian_606
1907,African_300_4,9,African,7-9,African_300
1908,Indian_619_1,12,Indian,10-12,Indian_619
1909,Caucasian_28_4,0,Caucasian,0-3,Caucasian_28
1910,Asian_637_11,4,Asian,4-6,Asian_637
1911,Caucasian_1249_6,1,Caucasian,0-3,Caucasian_1249
1912,African_328_4,21,African,,African_328
1913,African_184_12,9,African,7-9,African_184
1914,Indian_111_0,13,Indian,13-15,Indian_111
1915,Caucasian_1080_21,11,Caucasian,10-12,Caucasian_1080
1916,Asian_395_35,2,Asian,0-3,Asian_395
1917,African_144_11,18,African,16-18,African_144
1918,Caucasian_1275_3,0,Caucasian,0-3,Caucasian_1275
1919,Caucasian_239_19,4,Caucasian,4-6,Caucasian_239
1920,Asian_49_1,5,Asian,4-6,Asian_49
1921,Asian_218_43,6,Asian,4-6,Asian_218
1922,African_478_2,28,African,,African_478
1923,African_280_45,10,African,10-12,African_280
1924,Asian_486_12,29,Asian,,Asian_486
1925,Indian_660_17,34,Indian,,Indian_660
1926,Indian_376_2,15,Indian,13-15,Indian_376
1927,Indian_393_3,23,Indian,,Indian_393
1928,Indian_577_20,9,Indian,7-9,Indian_577
1929,African_535_51,5,African,4-6,African_535
1930,African_350_0,10,African,10-12,African_350
1931,Asian_588_53,1,Asian,0-3,Asian_588
1932,African_114_5,2,African,0-3,African_114
1933,Indian_632_11,4,Indian,4-6,Indian_632
1934,African_339_2,17,African,16-18,African_339
1936,Indian_613_13,23,Indian,,Indian_613
1937,Asian_486_21,24,Asian,,Asian_486
1938,African_375_3,8,African,7-9,African_375
1939,African_213_0,11,African,10-12,African_213
1940,Indian_293_18,5,Indian,4-6,Indian_293
1941,African_382_1,12,African,10-12,African_382
1942,Asian_141_17,5,Asian,4-6,Asian_141
1943,Asian_374_46,21,Asian,,Asian_374
1944,African_834_10,9,African,7-9,African_834
1945,African_159_8,20,African,,African_159
1946,African_423_17,3,African,0-3,African_423
1947,African_101_0,17,African,16-18,African_101
1948,Indian_622_0,4,Indian,4-6,Indian_622
1949,Indian_41_5,10,Indian,10-12,Indian_41
1950,Caucasian_1070_13,2,Caucasian,0-3,Caucasian_1070
1951,Caucasian_1039_3,0,Caucasian,0-3,Caucasian_1039
1952,Asian_427_8,4,Asian,4-6,Asian_427
1953,Caucasian_1358_2,2,Caucasian,0-3,Caucasian_1358
1954,African_686_24,3,African,0-3,African_686
1955,Indian_67_3,5,Indian,4-6,Indian_67
1956,Caucasian_331_51,4,Caucasian,4-6,Caucasian_331
1957,African_750_6,3,African,0-3,African_750
1958,Caucasian_1197_1,1,Caucasian,0-3,Caucasian_1197
1959,Caucasian_222_57,8,Caucasian,7-9,Caucasian_222
1960,African_147_7,7,African,7-9,African_147
1961,Indian_396_11,8,Indian,7-9,Indian_396
1962,Caucasian_1269_0,1,Caucasian,0-3,Caucasian_1269
1963,African_423_14,2,African,0-3,African_423
1964,Asian_400_1,1,Asian,0-3,Asian_400
1965,Asian_133_2,8,Asian,7-9,Asian_133
1966,Asian_51_0,6,Asian,4-6,Asian_51
1967,Caucasian_281_5,4,Caucasian,4-6,Caucasian_281
1968,Indian_13_0,13,Indian,13-15,Indian_13
1969,Caucasian_175_5,5,Caucasian,4-6,Caucasian_175
1970,Caucasian_113_21,4,Caucasian,4-6,Caucasian_113
1971,Indian_531_16,7,Indian,7-9,Indian_531
1972,Indian_694_0,4,Indian,4-6,Indian_694
1973,Indian_531_0,8,Indian,7-9,Indian_531
1974,Indian_716_0,17,Indian,16-18,Indian_716
1975,Asian_538_52,1,Asian,0-3,Asian_538
1976,African_318_73,8,African,7-9,African_318
1977,Asian_305_6,7,Asian,7-9,Asian_305
1978,Indian_136_1,21,Indian,,Indian_136
1979,Asian_674_4,4,Asian,4-6,Asian_674
1980,Caucasian_1135_13,9,Caucasian,7-9,Caucasian_1135
1981,Caucasian_81_3,7,Caucasian,7-9,Caucasian_81
1982,Asian_292_0,1,Asian,0-3,Asian_292
1983,African_510_1,4,African,4-6,African_510
1984,Asian_310_6,9,Asian,7-9,Asian_310
1985,African_131_2,11,African,10-12,African_131
1986,African_769_0,18,African,16-18,African_769
1987,African_166_5,1,African,0-3,African_166
1988,Caucasian_243_1,0,Caucasian,0-3,Caucasian_243
1989,Indian_442_0,22,Indian,,Indian_442
1990,Asian_243_2,26,Asian,,Asian_243
1991,Indian_133_16,1,Indian,0-3,Indian_133
1992,African_407_32,10,African,10-12,African_407
1993,African_313_34,18,African,16-18,African_313
1994,Asian_600_26,7,Asian,7-9,Asian_600
1995,Caucasian_1251_4,1,Caucasian,0-3,Caucasian_1251
1996,Caucasian_47_61,6,Caucasian,4-6,Caucasian_47
1997,African_119_4,10,African,10-12,African_119
1998,African_387_1,3,African,0-3,African_387
1999,Caucasian_359_4,2,Caucasian,0-3,Caucasian_359
2000,African_656_3,7,African,7-9,African_656
2001,Asian_413_16,2,Asian,0-3,Asian_413
2002,Asian_101_38,7,Asian,7-9,Asian_101
2003,Indian_278_34,6,Indian,4-6,Indian_278
2004,African_651_1,5,African,4-6,African_651
2005,Indian_572_4,8,Indian,7-9,Indian_572
2006,African_204_22,30,African,,African_204
2007,Indian_135_3,8,Indian,7-9,Indian_135
2008,Indian_268_20,10,Indian,10-12,Indian_268
2009,Asian_62_27,15,Asian,13-15,Asian_62
2010,Indian_224_0,14,Indian,13-15,Indian_224
2011,African_370_14,8,African,7-9,African_370
2012,Indian_95_2,7,Indian,7-9,Indian_95
2013,Indian_296_2,24,Indian,,Indian_296
2014,Caucasian_1022_11,16,Caucasian,16-18,Caucasian_1022
2015,Asian_489_39,13,Asian,13-15,Asian_489
2016,Indian_69_7,11,Indian,10-12,Indian_69
2017,Asian_705_13,24,Asian,,Asian_705
2018,Asian_388_4,21,Asian,,Asian_388
2019,Indian_577_39,10,Indian,10-12,Indian_577
2020,African_145_13,9,African,7-9,African_145
2021,Indian_144_0,6,Indian,4-6,Indian_144
2022,Asian_116_67,6,Asian,4-6,Asian_116
2023,African_81_1,27,African,,African_81
2024,African_747_0,11,African,10-12,African_747
2025,Caucasian_1332_8,4,Caucasian,4-6,Caucasian_1332
2026,Indian_602_18,8,Indian,7-9,Indian_602
2027,Caucasian_466_4,1,Caucasian,0-3,Caucasian_466
2028,Caucasian_189_13,3,Caucasian,0-3,Caucasian_189
2029,Asian_294_0,6,Asian,4-6,Asian_294
2030,Caucasian_1102_5,20,Caucasian,,Caucasian_1102
2031,African_12_9,7,African,7-9,African_12
2032,Indian_262_1,11,Indian,10-12,Indian_262
2033,Indian_706_2,10,Indian,10-12,Indian_706
2034,Asian_547_41,9,Asian,7-9,Asian_547
2035,Caucasian_424_30,0,Caucasian,0-3,Caucasian_424
2036,Caucasian_298_4,1,Caucasian,0-3,Caucasian_298
2037,African_6_1,14,African,13-15,African_6
2038,Caucasian_1068_0,1,Caucasian,0-3,Caucasian_1068
2039,African_201_0,6,African,4-6,African_201
2040,African_424_1,5,African,4-6,African_424
2041,Asian_327_3,3,Asian,0-3,Asian_327
2042,African_162_115,19,African,,African_162
2043,Asian_575_0,3,Asian,0-3,Asian_575
2044,Indian_134_0,5,Indian,4-6,Indian_134
2045,Asian_412_2,5,Asian,4-6,Asian_412
2046,African_173_2,10,African,10-12,African_173
2047,Asian_584_27,10,Asian,10-12,Asian_584
2048,Caucasian_1384_6,2,Caucasian,0-3,Caucasian_1384
2049,African_285_38,8,African,7-9,African_285
2050,African_637_0,4,African,4-6,African_637
2051,Caucasian_241_0,7,Caucasian,7-9,Caucasian_241
2052,Indian_470_0,10,Indian,10-12,Indian_470
2053,Indian_422_3,12,Indian,10-12,Indian_422
2054,Asian_384_21,25,Asian,,Asian_384
2055,Asian_310_74,13,Asian,13-15,Asian_310
2056,Indian_646_0,6,Indian,4-6,Indian_646
2057,Caucasian_1363_2,20,Caucasian,,Caucasian_1363
2058,Caucasian_195_48,6,Caucasian,4-6,Caucasian_195
2059,Indian_78_0,30,Indian,,Indian_78
2060,African_35_22,7,African,7-9,African_35
2061,African_569_7,4,African,4-6,African_569
2062,Caucasian_1329_15,4,Caucasian,4-6,Caucasian_1329
2063,African_208_5,11,African,10-12,African_208
2064,Asian_108_5,7,Asian,7-9,Asian_108
2065,Caucasian_1397_43,3,Caucasian,0-3,Caucasian_1397
2066,Indian_414_43,8,Indian,7-9,Indian_414
2067,African_276_16,3,African,0-3,African_276
2068,Indian_662_1,0,Indian,0-3,Indian_662
2069,African_681_4,4,African,4-6,African_681
2070,Caucasian_205_22,7,Caucasian,7-9,Caucasian_205
2071,Caucasian_514_18,1,Caucasian,0-3,Caucasian_514
2072,African_821_1,1,African,0-3,African_821
2073,Asian_319_4,3,Asian,0-3,Asian_319
2074,Caucasian_451_30,3,Caucasian,0-3,Caucasian_451
2075,Caucasian_314_3,1,Caucasian,0-3,Caucasian_314
2076,Indian_599_4,10,Indian,10-12,Indian_599
2077,African_178_50,16,African,16-18,African_178
2078,Asian_231_3,4,Asian,4-6,Asian_231
2079,Indian_272_3,4,Indian,4-6,Indian_272
2080,Indian_247_7,3,Indian,0-3,Indian_247
2081,Asian_615_62,4,Asian,4-6,Asian_615
2082,Asian_677_0,3,Asian,0-3,Asian_677
2083,Indian_679_13,21,Indian,,Indian_679
2084,Caucasian_1356_16,1,Caucasian,0-3,Caucasian_1356
2085,Asian_487_10,6,Asian,4-6,Asian_487
2086,African_475_8,7,African,7-9,African_475
2087,Asian_288_9,7,Asian,7-9,Asian_288
2088,Asian_84_1,5,Asian,4-6,Asian_84
2089,African_468_6,11,African,10-12,African_468
2090,Asian_86_3,6,Asian,4-6,Asian_86
2091,African_159_9,14,African,13-15,African_159
2092,African_217_5,8,African,7-9,African_217
2093,Indian_84_0,9,Indian,7-9,Indian_84
2094,Asian_154_53,2,Asian,0-3,Asian_154
2095,Indian_679_1,21,Indian,,Indian_679
2096,African_234_0,19,African,,African_234
2097,Asian_430_41,6,Asian,4-6,Asian_430
2098,Indian_383_45,26,Indian,,Indian_383
2099,African_569_22,1,African,0-3,African_569
2100,Asian_574_64,2,Asian,0-3,Asian_574
2101,African_103_0,20,African,,African_103
2102,African_13_0,8,African,7-9,African_13
2103,Asian_464_1,7,Asian,7-9,Asian_464
2104,Caucasian_159_40,5,Caucasian,4-6,Caucasian_159
2105,Indian_715_0,8,Indian,7-9,Indian_715
2106,African_649_4,14,African,13-15,African_649
2107,Asian_477_2,28,Asian,,Asian_477
2108,Indian_348_4,2,Indian,0-3,Indian_348
2109,African_545_3,9,African,7-9,African_545
2110,Asian_338_36,5,Asian,4-6,Asian_338
2111,Indian_681_1,5,Indian,4-6,Indian_681
2112,African_386_96,26,African,,African_386
2113,Caucasian_1277_7,5,Caucasian,4-6,Caucasian_1277
2114,Caucasian_1022_19,4,Caucasian,4-6,Caucasian_1022
2115,African_131_5,4,African,4-6,African_131
2116,Indian_302_66,7,Indian,7-9,Indian_302
2117,Caucasian_306_0,4,Caucasian,4-6,Caucasian_306
2118,Indian_673_14,8,Indian,7-9,Indian_673
2119,African_285_5,7,African,7-9,African_285
2120,Caucasian_1091_35,2,Caucasian,0-3,Caucasian_1091
2121,Caucasian_100_19,17,Caucasian,16-18,Caucasian_100
2122,Indian_270_7,18,Indian,16-18,Indian_270
2123,Caucasian_58_8,9,Caucasian,7-9,Caucasian_58
2124,Caucasian_1129_10,1,Caucasian,0-3,Caucasian_1129
2125,Asian_521_0,2,Asian,0-3,Asian_521
2126,Caucasian_560_25,13,Caucasian,13-15,Caucasian_560
2127,Indian_674_1,32,Indian,,Indian_674
2128,Asian_251_6,6,Asian,4-6,Asian_251
2129,Asian_706_53,8,Asian,7-9,Asian_706
2131,Caucasian_462_39,10,Caucasian,10-12,Caucasian_462
2132,African_233_2,22,African,,African_233
2133,Asian_488_7,4,Asian,4-6,Asian_488
2134,Caucasian_1237_0,2,Caucasian,0-3,Caucasian_1237
2136,Indian_75_0,7,Indian,7-9,Indian_75
2137,African_133_0,19,African,,African_133
2138,African_727_21,11,African,10-12,African_727
2139,Asian_101_66,7,Asian,7-9,Asian_101
2140,Asian_187_35,0,Asian,0-3,Asian_187
2141,Caucasian_228_41,3,Caucasian,0-3,Caucasian_228
2142,Caucasian_1149_4,2,Caucasian,0-3,Caucasian_1149
2143,Asian_631_13,6,Asian,4-6,Asian_631
2144,Caucasian_232_19,8,Caucasian,7-9,Caucasian_232
2145,Asian_134_90,16,Asian,16-18,Asian_134
2146,Caucasian_540_269,5,Caucasian,4-6,Caucasian_540
2147,Indian_324_0,20,Indian,,Indian_324
2148,Indian_12_6,20,Indian,,Indian_12
2149,Asian_337_26,24,Asian,,Asian_337
2150,Caucasian_1203_2,5,Caucasian,4-6,Caucasian_1203
2151,African_299_0,29,African,,African_299
2152,Caucasian_603_37,11,Caucasian,10-12,Caucasian_603
2153,African_216_2,6,African,4-6,African_216
2154,Indian_90_18,32,Indian,,Indian_90
2155,Caucasian_334_6,3,Caucasian,0-3,Caucasian_334
2156,Asian_119_25,2,Asian,0-3,Asian_119
2157,Asian_562_6,4,Asian,4-6,Asian_562
2158,Asian_21_11,19,Asian,,Asian_21
2159,Asian_135_1,33,Asian,,Asian_135
2160,Caucasian_1330_2,2,Caucasian,0-3,Caucasian_1330
2161,Asian_73_20,5,Asian,4-6,Asian_73
2162,Asian_176_36,5,Asian,4-6,Asian_176
2163,Asian_654_17,10,Asian,10-12,Asian_654
2164,Asian_380_6,5,Asian,4-6,Asian_380
2165,African_416_26,20,African,,African_416
2166,Indian_286_0,2,Indian,0-3,Indian_286
2167,African_409_24,5,African,4-6,African_409
2168,Caucasian_217_15,1,Caucasian,0-3,Caucasian_217
2169,Asian_531_0,40,Asian,,Asian_531
2170,Asian_547_44,7,Asian,7-9,Asian_547
2171,Asian_156_16,33,Asian,,Asian_156
2172,Caucasian_502_8,6,Caucasian,4-6,Caucasian_502
2173,Asian_525_4,1,Asian,0-3,Asian_525
2174,Asian_233_4,8,Asian,7-9,Asian_233
2175,Indian_660_6,38,Indian,,Indian_660
2176,Indian_327_0,17,Indian,16-18,Indian_327
2177,African_758_3,5,African,4-6,African_758
2178,Asian_508_4,2,Asian,0-3,Asian_508
2179,Caucasian_601_0,5,Caucasian,4-6,Caucasian_601
2180,Caucasian_493_14,7,Caucasian,7-9,Caucasian_493
2181,Caucasian_1329_49,6,Caucasian,4-6,Caucasian_1329
2182,Indian_532_2,5,Indian,4-6,Indian_532
2183,African_66_0,24,African,,African_66
2184,African_228_10,3,African,0-3,African_228
2185,African_679_0,8,African,7-9,African_679
2186,Caucasian_1160_39,3,Caucasian,0-3,Caucasian_1160
2187,Indian_679_9,21,Indian,,Indian_679
2188,African_535_57,3,African,0-3,African_535
2189,Caucasian_297_6,3,Caucasian,0-3,Caucasian_297
2190,African_779_7,2,African,0-3,African_779
2191,Indian_694_2,4,Indian,4-6,Indian_694
2192,Indian_46_3,3,Indian,0-3,Indian_46
2193,African_184_1,11,African,10-12,African_184
2194,Asian_625_45,24,Asian,,Asian_625
2195,Caucasian_1050_5,13,Caucasian,13-15,Caucasian_1050
2196,African_290_2,9,African,7-9,African_290
2197,Caucasian_267_0,3,Caucasian,0-3,Caucasian_267
2198,Asian_368_0,7,Asian,7-9,Asian_368
2199,Indian_644_9,3,Indian,0-3,Indian_644
2200,Indian_88_6,5,Indian,4-6,Indian_88
2201,African_811_6,7,African,7-9,African_811
2202,Indian_591_18,2,Indian,0-3,Indian_591
2203,Caucasian_27_38,5,Caucasian,4-6,Caucasian_27
2204,Caucasian_382_33,5,Caucasian,4-6,Caucasian_382
2205,Caucasian_1274_10,3,Caucasian,0-3,Caucasian_1274
2206,African_595_0,20,African,,African_595
2207,African_10_1,5,African,4-6,African_10
2208,Indian_714_0,10,Indian,10-12,Indian_714
2209,Asian_23_6,14,Asian,13-15,Asian_23
2210,Caucasian_595_8,3,Caucasian,0-3,Caucasian_595
2211,Indian_322_3,24,Indian,,Indian_322
2212,Asian_467_7,6,Asian,4-6,Asian_467
2213,Asian_175_32,9,Asian,7-9,Asian_175
2214,Caucasian_1056_0,0,Caucasian,0-3,Caucasian_1056
2215,Caucasian_1172_7,3,Caucasian,0-3,Caucasian_1172
2216,Caucasian_1065_11,6,Caucasian,4-6,Caucasian_1065
2217,Indian_434_89,1,Indian,0-3,Indian_434
2218,African_285_15,6,African,4-6,African_285
2219,Indian_106_31,25,Indian,,Indian_106
2220,Indian_20_1,6,Indian,4-6,Indian_20
2221,Caucasian_113_19,4,Caucasian,4-6,Caucasian_113
2222,Asian_256_13,6,Asian,4-6,Asian_256
2223,Asian_427_0,5,Asian,4-6,Asian_427
2224,African_702_0,8,African,7-9,African_702
2225,African_134_0,7,African,7-9,African_134
2226,Caucasian_595_9,2,Caucasian,0-3,Caucasian_595
2227,African_192_5,8,African,7-9,African_192
2228,Caucasian_1405_174,8,Caucasian,7-9,Caucasian_1405
2229,Indian_418_79,28,Indian,,Indian_418
2230,Caucasian_1050_4,9,Caucasian,7-9,Caucasian_1050
2231,African_312_8,6,African,4-6,African_312
2232,African_695_4,10,African,10-12,African_695
2233,African_285_3,19,African,,African_285
2234,Indian_576_2,0,Indian,0-3,Indian_576
2236,Asian_267_0,12,Asian,10-12,Asian_267
2237,African_449_3,18,African,16-18,African_449
2238,Asian_170_2,3,Asian,0-3,Asian_170
2239,Asian_414_1,8,Asian,7-9,Asian_414
2240,Indian_492_4,10,Indian,10-12,Indian_492
2241,Asian_483_93,22,Asian,,Asian_483
2242,Caucasian_139_14,8,Caucasian,7-9,Caucasian_139
2243,Caucasian_402_31,5,Caucasian,4-6,Caucasian_402
2244,Caucasian_1004_0,2,Caucasian,0-3,Caucasian_1004
2245,African_144_9,21,African,,African_144
2246,African_608_2,25,African,,African_608
2247,African_639_1,19,African,,African_639
2248,Indian_533_6,5,Indian,4-6,Indian_533
2249,Caucasian_484_41,11,Caucasian,10-12,Caucasian_484
2250,Asian_685_1,4,Asian,4-6,Asian_685
2251,Caucasian_1333_58,4,Caucasian,4-6,Caucasian_1333
2252,Indian_208_101,10,Indian,10-12,Indian_208
2253,Asian_326_51,25,Asian,,Asian_326
2254,Indian_427_14,4,Indian,4-6,Indian_427
