img_name,im_id,ethnicity,id_class,face_id,Age,children_agegroup
m.01pmcd_0003,m.01pmcd,African,01pmcd,3,50,
m.0clh71_0002,m.0clh71,African,0clh71,2,45,
m.0hhp_30_0001,m.0hhp_30,African,0hhp_30,1,26,
m.03lj2t_0003,m.03lj2t,African,03lj2t,3,34,
m.01w5814_0002,m.01w5814,African,01w5814,2,37,
m.03gymy_0004,m.03gymy,African,03gymy,4,25,
m.0gfd1h7_0001,m.0gfd1h7,African,0gfd1h7,1,26,
m.05fwqz_0001,m.05fwqz,African,05fwqz,1,40,
m.0j47mtj_0003,m.0j47mtj,African,0j47mtj,3,21,
m.02z369w_0004,m.02z369w,African,02z369w,4,25,
m.04jqz0_0002,m.04jqz0,African,04jqz0,2,26,
m.0df425_0002,m.0df425,African,0df425,2,27,
m.0659h0_0003,m.0659h0,African,0659h0,3,36,
m.0fqscpg_0004,m.0fqscpg,African,0fqscpg,4,22,
m.04nb7v0_0002,m.04nb7v0,African,04nb7v0,2,22,
m.01w2ksr_0004,m.01w2ksr,African,01w2ksr,4,35,
m.01mq7_r_0002,m.01mq7_r,African,01mq7_r,2,33,
m.03k07l_0002,m.03k07l,African,03k07l,2,32,
m.0860pn_0003,m.0860pn,African,0860pn,3,31,
m.0jkvv_r_0004,m.0jkvv_r,African,0jkvv_r,4,27,
m.06dk8n_0003,m.06dk8n,African,06dk8n,3,28,
m.061sf6_0004,m.061sf6,African,061sf6,4,31,
m.02drk9_0001,m.02drk9,African,02drk9,1,36,
m.01l_04j_0002,m.01l_04j,African,01l_04j,2,54,
m.04sl06_0001,m.04sl06,African,04sl06,1,32,
m.01ps4k_0003,m.01ps4k,African,01ps4k,3,45,
m.0c3wt3n_0004,m.0c3wt3n,African,0c3wt3n,4,20,
m.0cvqmj_0006,m.0cvqmj,African,0cvqmj,6,20,
m.0gg1p1_0002,m.0gg1p1,African,0gg1p1,2,30,
m.026l038_0003,m.026l038,African,026l038,3,27,
m.083bzp_0004,m.083bzp,African,083bzp,4,36,
m.0d9v9q_0002,m.0d9v9q,African,0d9v9q,2,26,
m.03cr30s_0003,m.03cr30s,African,03cr30s,3,22,
m.0559h3_0001,m.0559h3,African,0559h3,1,34,
m.0747h2_0001,m.0747h2,African,0747h2,1,37,
m.0276ftc_0003,m.0276ftc,African,0276ftc,3,27,
m.04vklk_0001,m.04vklk,African,04vklk,1,25,
m.0f_01w_0003,m.0f_01w,African,0f_01w,3,22,
m.02wysq2_0003,m.02wysq2,African,02wysq2,3,27,
m.01wl58p_0003,m.01wl58p,African,01wl58p,3,47,
m.04nb7v0_0003,m.04nb7v0,African,04nb7v0,3,22,
m.0kvhpcv_0002,m.0kvhpcv,African,0kvhpcv,2,23,
m.02wx5kq_0001,m.02wx5kq,African,02wx5kq,1,24,
m.0fxt9_0002,m.0fxt9,African,0fxt9,2,41,
m.0gvt4lm_0001,m.0gvt4lm,African,0gvt4lm,1,25,
m.02rpwm7_0003,m.02rpwm7,African,02rpwm7,3,39,
m.0bmdxnt_0005,m.0bmdxnt,African,0bmdxnt,5,30,
m.01nn3md_0002,m.01nn3md,African,01nn3md,2,44,
m.0cz9mcx_0003,m.0cz9mcx,African,0cz9mcx,3,27,
m.05b3l3y_0003,m.05b3l3y,African,05b3l3y,3,27,
m.080gs5b_0002,m.080gs5b,African,080gs5b,2,22,
m.05zwryn_0003,m.05zwryn,African,05zwryn,3,23,
m.01pjxtr_0004,m.01pjxtr,African,01pjxtr,4,39,
m.012vd6_0002,m.012vd6,African,012vd6,2,46,
m.02x35pc_0002,m.02x35pc,African,02x35pc,2,24,
m.02vncfs_0001,m.02vncfs,African,02vncfs,1,37,
m.0gg65_0_0002,m.0gg65_0,African,0gg65_0,2,22,
m.027bg5f_0001,m.027bg5f,African,027bg5f,1,38,
m.09yz6b_0004,m.09yz6b,African,09yz6b,4,31,
m.043k6hj_0004,m.043k6hj,African,043k6hj,4,26,
m.04bmgy_0001,m.04bmgy,African,04bmgy,1,22,
m.079h44_0003,m.079h44,African,079h44,3,30,
m.0j446m6_0003,m.0j446m6,African,0j446m6,3,25,
m.05q5bqf_0001,m.05q5bqf,African,05q5bqf,1,25,
m.04f3pnv_0002,m.04f3pnv,African,04f3pnv,2,29,
m.0p_lh_0002,m.0p_lh,African,0p_lh,2,41,
m.01wgjkd_0002,m.01wgjkd,African,01wgjkd,2,24,
m.07dln8_0003,m.07dln8,African,07dln8,3,27,
m.01wgx3j_0005,m.01wgx3j,African,01wgx3j,5,26,
m.0415m0d_0001,m.0415m0d,African,0415m0d,1,27,
m.01mvcd1_0001,m.01mvcd1,African,01mvcd1,1,34,
m.01wr4my_0002,m.01wr4my,African,01wr4my,2,23,
m.07wj0y_0003,m.07wj0y,African,07wj0y,3,28,
m.0g8xht_0001,m.0g8xht,African,0g8xht,1,49,
m.032nf0_0002,m.032nf0,African,032nf0,2,39,
m.0h1f_hh_0001,m.0h1f_hh,African,0h1f_hh,1,28,
m.0bpfnk_0004,m.0bpfnk,African,0bpfnk,4,39,
m.0f84yn_0001,m.0f84yn,African,0f84yn,1,30,
m.04n4w9g_0001,m.04n4w9g,African,04n4w9g,1,33,
m.0fq17n7_0003,m.0fq17n7,African,0fq17n7,3,24,
m.0d1v67_0002,m.0d1v67,African,0d1v67,2,50,
m.02prwf_0003,m.02prwf,African,02prwf,3,28,
m.02wz3nc_0001,m.02wz3nc,African,02wz3nc,1,35,
m.03f0fjw_0001,m.03f0fjw,African,03f0fjw,1,29,
m.02w_t2_0002,m.02w_t2,African,02w_t2,2,38,
m.05m007_0002,m.05m007,African,05m007,2,32,
m.03rh7__0003,m.03rh7_,African,03rh7_,3,40,
m.08_0bw_0002,m.08_0bw,African,08_0bw,2,25,
m.0cpsk__0005,m.0cpsk_,African,0cpsk_,5,31,
m.0bgtjb_0003,m.0bgtjb,African,0bgtjb,3,28,
m.06cbp8_0001,m.06cbp8,African,06cbp8,1,44,
m.04jmt1g_0001,m.04jmt1g,African,04jmt1g,1,21,
m.05q5bqf_0003,m.05q5bqf,African,05q5bqf,3,29,
m.0cwl_t_0003,m.0cwl_t,African,0cwl_t,3,31,
m.0hhqjw3_0002,m.0hhqjw3,African,0hhqjw3,2,23,
m.026n5fh_0003,m.026n5fh,African,026n5fh,3,29,
m.03w9t3z_0003,m.03w9t3z,African,03w9t3z,3,29,
m.05_y9__0001,m.05_y9_,African,05_y9_,1,30,
m.04l5ql_0002,m.04l5ql,African,04l5ql,2,49,
m.051jw__0003,m.051jw_,African,051jw_,3,28,
m.05yn4f_0003,m.05yn4f,African,05yn4f,3,22,
m.04bny8_0001,m.04bny8,African,04bny8,1,31,
m.03f22g8_0004,m.03f22g8,African,03f22g8,4,34,
m.03nwvgl_0002,m.03nwvgl,African,03nwvgl,2,38,
m.079f54_0001,m.079f54,African,079f54,1,34,
m.0cpsk__0003,m.0cpsk_,African,0cpsk_,3,26,
m.06plbn_0001,m.06plbn,African,06plbn,1,27,
m.0h7qqch_0001,m.0h7qqch,African,0h7qqch,1,25,
m.04n4w9g_0003,m.04n4w9g,African,04n4w9g,3,24,
m.043ftz_0003,m.043ftz,African,043ftz,3,30,
m.076whqh_0001,m.076whqh,African,076whqh,1,25,
m.03yj4tx_0002,m.03yj4tx,African,03yj4tx,2,25,
m.051zz11_0002,m.051zz11,African,051zz11,2,25,
m.0dr_s5w_0003,m.0dr_s5w,African,0dr_s5w,3,24,
m.027fvls_0002,m.027fvls,African,027fvls,2,34,
m.02r_db2_0003,m.02r_db2,African,02r_db2,3,25,
m.09v3bhx_0002,m.09v3bhx,African,09v3bhx,2,25,
m.0jxwy0s_0003,m.0jxwy0s,African,0jxwy0s,3,31,
m.06xqdy_0001,m.06xqdy,African,06xqdy,1,43,
m.0dft6x_0001,m.0dft6x,African,0dft6x,1,24,
m.03cmp8_0004,m.03cmp8,African,03cmp8,4,33,
m.09gl80_0002,m.09gl80,African,09gl80,2,31,
m.079yhq_0004,m.079yhq,African,079yhq,4,47,
m.0c7src_0001,m.0c7src,African,0c7src,1,30,
m.027sssz_0001,m.027sssz,African,027sssz,1,24,
m.095k48_0002,m.095k48,African,095k48,2,26,
m.03pg42_0002,m.03pg42,African,03pg42,2,26,
m.09cn0q_0004,m.09cn0q,African,09cn0q,4,33,
m.0br8m3_0002,m.0br8m3,African,0br8m3,2,29,
m.06x8v3_0001,m.06x8v3,African,06x8v3,1,31,
m.09mcr7_0002,m.09mcr7,African,09mcr7,2,35,
m.0331f6_0001,m.0331f6,African,0331f6,1,32,
m.0g579kz_0002,m.0g579kz,African,0g579kz,2,35,
m.04zyrv9_0003,m.04zyrv9,African,04zyrv9,3,24,
m.0gfhg0w_0002,m.0gfhg0w,African,0gfhg0w,2,23,
m.01ng51t_0002,m.01ng51t,African,01ng51t,2,41,
m.08_0bw_0001,m.08_0bw,African,08_0bw,1,29,
m.04tz1l_0002,m.04tz1l,African,04tz1l,2,37,
m.0bmjqw0_0002,m.0bmjqw0,African,0bmjqw0,2,34,
m.05g9k8_0003,m.05g9k8,African,05g9k8,3,42,
m.06vbbw_0002,m.06vbbw,African,06vbbw,2,32,
m.0gfh4tc_0001,m.0gfh4tc,African,0gfh4tc,1,26,
m.0k0w50l_0002,m.0k0w50l,African,0k0w50l,2,27,
m.02nxb5_0004,m.02nxb5,African,02nxb5,4,35,
m.036ttz_0004,m.036ttz,African,036ttz,4,27,
m.087tf6_0002,m.087tf6,African,087tf6,2,29,
m.0krt96_0001,m.0krt96,African,0krt96,1,29,
m.02x35pc_0001,m.02x35pc,African,02x35pc,1,24,
m.07f3xb_0004,m.07f3xb,African,07f3xb,4,28,
m.09t4z5_0002,m.09t4z5,African,09t4z5,2,38,
m.09jvjz_0005,m.09jvjz,African,09jvjz,5,36,
m.05f3mxg_0004,m.05f3mxg,African,05f3mxg,4,28,
m.025vl04_0002,m.025vl04,African,025vl04,2,38,
m.01vsmzh_0003,m.01vsmzh,African,01vsmzh,3,32,
m.0dl8jd_0003,m.0dl8jd,African,0dl8jd,3,27,
m.03ggz1_0005,m.03ggz1,African,03ggz1,5,23,
m.036ttz_0001,m.036ttz,African,036ttz,1,36,
m.06vq9k_0001,m.06vq9k,African,06vq9k,1,28,
m.052_h01_0003,m.052_h01,African,052_h01,3,24,
m.04y9zh7_0002,m.04y9zh7,African,04y9zh7,2,30,
m.056kg4l_0002,m.056kg4l,African,056kg4l,2,28,
m.0j4nkhz_0002,m.0j4nkhz,African,0j4nkhz,2,28,
m.07ndrt_0001,m.07ndrt,African,07ndrt,1,32,
m.04cs238_0004,m.04cs238,African,04cs238,4,22,
m.0gc2xf9_0001,m.0gc2xf9,African,0gc2xf9,1,51,
m.03npzps_0004,m.03npzps,African,03npzps,4,21,
m.04n4tq4_0002,m.04n4tq4,African,04n4tq4,2,33,
m.047tp33_0003,m.047tp33,African,047tp33,3,44,
m.03vdjk_0003,m.03vdjk,African,03vdjk,3,30,
m.03kklc_0004,m.03kklc,African,03kklc,4,39,
m.0crfkq0_0004,m.0crfkq0,African,0crfkq0,4,22,
m.0nc71j5_0001,m.0nc71j5,African,0nc71j5,1,25,
m.03nr1st_0001,m.03nr1st,African,03nr1st,1,24,
m.01nqs4t_0003,m.01nqs4t,African,01nqs4t,3,45,
m.047sply_0003,m.047sply,African,047sply,3,34,
m.0j7ml3n_0002,m.0j7ml3n,African,0j7ml3n,2,48,
m.02qbwb__0002,m.02qbwb_,African,02qbwb_,2,29,
m.059zwr_0002,m.059zwr,African,059zwr,2,26,
m.01nxt09_0003,m.01nxt09,African,01nxt09,3,36,
m.052vh2_0002,m.052vh2,African,052vh2,2,30,
m.0b744d9_0004,m.0b744d9,African,0b744d9,4,26,
m.06pgq9_0003,m.06pgq9,African,06pgq9,3,28,
m.03gs570_0002,m.03gs570,African,03gs570,2,21,
m.01mm_tv_0001,m.01mm_tv,African,01mm_tv,1,29,
m.07rjwr_0001,m.07rjwr,African,07rjwr,1,36,
m.06sj7v_0003,m.06sj7v,African,06sj7v,3,30,
m.01m0w5f_0003,m.01m0w5f,African,01m0w5f,3,37,
m.0h52slg_0003,m.0h52slg,African,0h52slg,3,27,
m.04n477n_0004,m.04n477n,African,04n477n,4,40,
m.0cm9v2h_0002,m.0cm9v2h,African,0cm9v2h,2,25,
m.0fq0v8m_0003,m.0fq0v8m,African,0fq0v8m,3,23,
m.04zx2sc_0004,m.04zx2sc,African,04zx2sc,4,27,
m.06s016_0002,m.06s016,African,06s016,2,27,
m.03c9rrh_0003,m.03c9rrh,African,03c9rrh,3,27,
m.056mbq_0001,m.056mbq,African,056mbq,1,37,
m.01s3f8_0003,m.01s3f8,African,01s3f8,3,31,
m.0g1w23_0003,m.0g1w23,African,0g1w23,3,25,
m.0brv76_0001,m.0brv76,African,0brv76,1,26,
m.09jlrf_0002,m.09jlrf,African,09jlrf,2,36,
m.0ll1g_t_0002,m.0ll1g_t,African,0ll1g_t,2,27,
m.05v6z8_0003,m.05v6z8,African,05v6z8,3,21,
m.02x312v_0002,m.02x312v,African,02x312v,2,42,
m.076tvm0_0002,m.076tvm0,African,076tvm0,2,26,
m.064p34k_0004,m.064p34k,African,064p34k,4,26,
m.0gmf9vr_0003,m.0gmf9vr,African,0gmf9vr,3,27,
m.01sdb2_0004,m.01sdb2,African,01sdb2,4,56,
m.0hgn_92_0003,m.0hgn_92,African,0hgn_92,3,22,
m.03ggz1_0001,m.03ggz1,African,03ggz1,1,25,
m.0gmpkl_0003,m.0gmpkl,African,0gmpkl,3,29,
m.090fpx_0003,m.090fpx,African,090fpx,3,19,
m.04gp7x3_0002,m.04gp7x3,African,04gp7x3,2,25,
m.05jzgl_0002,m.05jzgl,African,05jzgl,2,29,
m.0gfhg0w_0001,m.0gfhg0w,African,0gfhg0w,1,20,
m.05pw3__0002,m.05pw3_,African,05pw3_,2,39,
m.0k7y9hw_0004,m.0k7y9hw,African,0k7y9hw,4,24,
m.0bhd35_0002,m.0bhd35,African,0bhd35,2,47,
m.05nh9k_0001,m.05nh9k,African,05nh9k,1,50,
m.0n8_25h_0004,m.0n8_25h,African,0n8_25h,4,49,
m.07chby_0001,m.07chby,African,07chby,1,31,
m.0ktpjd6_0002,m.0ktpjd6,African,0ktpjd6,2,21,
m.08fkqx_0003,m.08fkqx,African,08fkqx,3,45,
m.0hr1f4w_0003,m.0hr1f4w,African,0hr1f4w,3,30,
m.0c2ktj_0001,m.0c2ktj,African,0c2ktj,1,27,
m.051g1t_0001,m.051g1t,African,051g1t,1,26,
m.0cp0cft_0002,m.0cp0cft,African,0cp0cft,2,38,
m.02p43p_0001,m.02p43p,African,02p43p,1,67,
m.015pz3_0003,m.015pz3,African,015pz3,3,56,
m.0hp6__0001,m.0hp6_,African,0hp6_,1,37,
m.01y2hn_0001,m.01y2hn,African,01y2hn,1,33,
m.0b8bms_0004,m.0b8bms,African,0b8bms,4,28,
m.0b6jzk1_0002,m.0b6jzk1,African,0b6jzk1,2,39,
m.05d_x5_0005,m.05d_x5,African,05d_x5,5,28,
m.08p1cx_0001,m.08p1cx,African,08p1cx,1,53,
m.03c22y2_0002,m.03c22y2,African,03c22y2,2,23,
m.0l8m3ny_0001,m.0l8m3ny,African,0l8m3ny,1,19,
m.0g9wgx8_0001,m.0g9wgx8,African,0g9wgx8,1,22,
m.0dvjp1_0003,m.0dvjp1,African,0dvjp1,3,28,
m.03vlnd_0002,m.03vlnd,African,03vlnd,2,24,
m.05c33rk_0002,m.05c33rk,African,05c33rk,2,25,
m.0j3d1kt_0001,m.0j3d1kt,African,0j3d1kt,1,19,
m.09pxms_0002,m.09pxms,African,09pxms,2,23,
m.08fz3f_0006,m.08fz3f,African,08fz3f,6,28,
m.069br4_0001,m.069br4,African,069br4,1,38,
m.0f_sw__0001,m.0f_sw_,African,0f_sw_,1,27,
m.01mm6vh_0001,m.01mm6vh,African,01mm6vh,1,35,
m.09m6mq_0005,m.09m6mq,African,09m6mq,5,23,
m.0bmcvtp_0005,m.0bmcvtp,African,0bmcvtp,5,29,
m.08fz3f_0003,m.08fz3f,African,08fz3f,3,28,
m.06t3dp_0004,m.06t3dp,African,06t3dp,4,32,
m.04lxlw_0001,m.04lxlw,African,04lxlw,1,35,
m.06qns1_0003,m.06qns1,African,06qns1,3,25,
m.04jq2x7_0002,m.04jq2x7,African,04jq2x7,2,29,
m.09755d_0004,m.09755d,African,09755d,4,43,
m.0k3lqjp_0001,m.0k3lqjp,African,0k3lqjp,1,19,
m.06_w2w7_0003,m.06_w2w7,African,06_w2w7,3,28,
m.0805ny3_0003,m.0805ny3,African,0805ny3,3,25,
m.03_4rg_0004,m.03_4rg,African,03_4rg,4,25,
m.098d2c1_0001,m.098d2c1,African,098d2c1,1,38,
m.0d2bzj_0001,m.0d2bzj,African,0d2bzj,1,24,
m.03f2xx_0001,m.03f2xx,African,03f2xx,1,35,
m.02pqvk3_0001,m.02pqvk3,African,02pqvk3,1,29,
m.07l8mg_0005,m.07l8mg,African,07l8mg,5,27,
m.03h3058_0001,m.03h3058,African,03h3058,1,27,
m.0c3wt3n_0002,m.0c3wt3n,African,0c3wt3n,2,26,
m.03_14b_0002,m.03_14b,African,03_14b,2,30,
m.0k0pmtm_0002,m.0k0pmtm,African,0k0pmtm,2,25,
m.05z_f0h_0004,m.05z_f0h,African,05z_f0h,4,30,
m.0hr1f4w_0002,m.0hr1f4w,African,0hr1f4w,2,31,
m.0p3m5ml_0004,m.0p3m5ml,African,0p3m5ml,4,22,
m.06dpj2_0004,m.06dpj2,African,06dpj2,4,48,
m.05c8hd_0005,m.05c8hd,African,05c8hd,5,38,
m.02lhm2_0002,m.02lhm2,African,02lhm2,2,29,
m.02x6910_0004,m.02x6910,African,02x6910,4,24,
m.02p_4v7_0003,m.02p_4v7,African,02p_4v7,3,36,
m.0b6jzk1_0001,m.0b6jzk1,African,0b6jzk1,1,33,
m.0bc5s3_0002,m.0bc5s3,African,0bc5s3,2,42,
m.03f7bn1_0003,m.03f7bn1,African,03f7bn1,3,28,
m.07vxhg_0002,m.07vxhg,African,07vxhg,2,39,
m.0278550_0003,m.0278550,African,0278550,3,28,
m.02rdzqs_0002,m.02rdzqs,African,02rdzqs,2,23,
m.05n8y__0005,m.05n8y_,African,05n8y_,5,34,
m.0dnplj_0002,m.0dnplj,African,0dnplj,2,56,
m.04rl_l_0001,m.04rl_l,African,04rl_l,1,35,
m.01wfm6d_0001,m.01wfm6d,African,01wfm6d,1,32,
m.0h6mxz_0003,m.0h6mxz,African,0h6mxz,3,21,
m.049zll_0003,m.049zll,African,049zll,3,24,
m.0ck3n2_0003,m.0ck3n2,African,0ck3n2,3,29,
m.01hw2qh_0003,m.01hw2qh,African,01hw2qh,3,41,
m.09v5044_0003,m.09v5044,African,09v5044,3,25,
m.052vh2_0004,m.052vh2,African,052vh2,4,28,
m.06qns1_0002,m.06qns1,African,06qns1,2,25,
m.02rfr0t_0003,m.02rfr0t,African,02rfr0t,3,22,
m.0h_fjs5_0003,m.0h_fjs5,African,0h_fjs5,3,32,
m.07v3ln_0002,m.07v3ln,African,07v3ln,2,27,
m.090_yy_0002,m.090_yy,African,090_yy,2,26,
m.01t14w_0002,m.01t14w,African,01t14w,2,61,
m.043ljlz_0004,m.043ljlz,African,043ljlz,4,25,
m.0ch2wl4_0001,m.0ch2wl4,African,0ch2wl4,1,24,
m.07czrl_0001,m.07czrl,African,07czrl,1,27,
m.03brwtn_0002,m.03brwtn,African,03brwtn,2,44,
m.03vlnd_0001,m.03vlnd,African,03vlnd,1,24,
m.07k6g18_0003,m.07k6g18,African,07k6g18,3,43,
m.052g6_0004,m.052g6,African,052g6,4,67,
m.02rglsb_0002,m.02rglsb,African,02rglsb,2,21,
m.0h3sy2n_0002,m.0h3sy2n,African,0h3sy2n,2,23,
m.0d6_dj_0002,m.0d6_dj,African,0d6_dj,2,23,
m.0bbs9w_0001,m.0bbs9w,African,0bbs9w,1,26,
m.0cny_32_0002,m.0cny_32,African,0cny_32,2,22,
m.07f41r_0003,m.07f41r,African,07f41r,3,32,
m.0fry41_0004,m.0fry41,African,0fry41,4,22,
m.09glchk_0003,m.09glchk,African,09glchk,3,22,
m.04mwv1q_0004,m.04mwv1q,African,04mwv1q,4,31,
m.02p_hhq_0001,m.02p_hhq,African,02p_hhq,1,22,
m.07_70k_0003,m.07_70k,African,07_70k,3,37,
m.03_hbx_0004,m.03_hbx,African,03_hbx,4,27,
m.0gjdz8__0003,m.0gjdz8_,African,0gjdz8_,3,24,
m.051wcwn_0001,m.051wcwn,African,051wcwn,1,31,
m.0k2g2nc_0004,m.0k2g2nc,African,0k2g2nc,4,23,
m.04clh4_0003,m.04clh4,African,04clh4,3,33,
m.05sr9m_0003,m.05sr9m,African,05sr9m,3,23,
m.01wdwlt_0001,m.01wdwlt,African,01wdwlt,1,32,
m.0krxps_0001,m.0krxps,African,0krxps,1,29,
m.07jkvy_0004,m.07jkvy,African,07jkvy,4,31,
m.09jqbd_0003,m.09jqbd,African,09jqbd,3,24,
m.04z_2yk_0003,m.04z_2yk,African,04z_2yk,3,23,
m.026yxnj_0002,m.026yxnj,African,026yxnj,2,38,
m.01svhqq_0002,m.01svhqq,African,01svhqq,2,32,
m.02q3f4h_0001,m.02q3f4h,African,02q3f4h,1,46,
m.0dpgzq_0004,m.0dpgzq,African,0dpgzq,4,28,
m.0brk_9_0002,m.0brk_9,African,0brk_9,2,41,
m.027mn24_0003,m.027mn24,African,027mn24,3,43,
m.05p3khf_0004,m.05p3khf,African,05p3khf,4,29,
m.0pl0w2d_0003,m.0pl0w2d,African,0pl0w2d,3,23,
m.05f2km_0002,m.05f2km,African,05f2km,2,32,
m.02ppjp_0002,m.02ppjp,African,02ppjp,2,28,
m.0j3vxkv_0001,m.0j3vxkv,African,0j3vxkv,1,22,
m.07v_x9_0004,m.07v_x9,African,07v_x9,4,36,
m.02rw6tg_0005,m.02rw6tg,African,02rw6tg,5,25,
m.01yk06_0002,m.01yk06,African,01yk06,2,34,
m.07qd48_0003,m.07qd48,African,07qd48,3,27,
m.06vs58_0001,m.06vs58,African,06vs58,1,32,
m.04zwg8r_0001,m.04zwg8r,African,04zwg8r,1,22,
m.0c0ydn_0003,m.0c0ydn,African,0c0ydn,3,34,
m.01stynx_0001,m.01stynx,African,01stynx,1,29,
m.086wvy_0002,m.086wvy,African,086wvy,2,25,
m.06w31gn_0003,m.06w31gn,African,06w31gn,3,22,
m.03hh6k1_0002,m.03hh6k1,African,03hh6k1,2,37,
m.038fpr_0003,m.038fpr,African,038fpr,3,38,
m.06bjht_0001,m.06bjht,African,06bjht,1,30,
m.057z15d_0001,m.057z15d,African,057z15d,1,26,
m.02q9pt3_0001,m.02q9pt3,African,02q9pt3,1,30,
m.02z0hh_0004,m.02z0hh,African,02z0hh,4,39,
m.03gymy_0002,m.03gymy,African,03gymy,2,35,
m.0g5rdrb_0001,m.0g5rdrb,African,0g5rdrb,1,24,
m.04060mc_0003,m.04060mc,African,04060mc,3,42,
m.02p2wt_0003,m.02p2wt,African,02p2wt,3,51,
m.03c_lmt_0006,m.03c_lmt,African,03c_lmt,6,22,
m.061bn9_0003,m.061bn9,African,061bn9,3,48,
m.05b0tqw_0003,m.05b0tqw,African,05b0tqw,3,42,
m.09gnrw9_0002,m.09gnrw9,African,09gnrw9,2,31,
m.02qq9t5_0001,m.02qq9t5,African,02qq9t5,1,28,
m.0183qt_0005,m.0183qt,African,0183qt,5,38,
m.0bh7yg4_0002,m.0bh7yg4,African,0bh7yg4,2,23,
m.0clz7__0001,m.0clz7_,African,0clz7_,1,27,
m.06zn2t_0003,m.06zn2t,African,06zn2t,3,30,
m.0260591_0003,m.0260591,African,0260591,3,29,
m.02dg4l_0003,m.02dg4l,African,02dg4l,3,50,
m.051jw__0001,m.051jw_,African,051jw_,1,28,
m.05lf0q_0003,m.05lf0q,African,05lf0q,3,25,
m.09jqn2_0003,m.09jqn2,African,09jqn2,3,24,
m.09ggdc7_0002,m.09ggdc7,African,09ggdc7,2,22,
m.076nrk_0001,m.076nrk,African,076nrk,1,43,
m.04y9p2x_0002,m.04y9p2x,African,04y9p2x,2,23,
m.047b7tx_0001,m.047b7tx,African,047b7tx,1,25,
m.076y51x_0003,m.076y51x,African,076y51x,3,25,
m.0kn7cv4_0001,m.0kn7cv4,African,0kn7cv4,1,33,
m.0kssdg_0002,m.0kssdg,African,0kssdg,2,24,
m.03d0pnm_0004,m.03d0pnm,African,03d0pnm,4,24,
m.0j3fh61_0003,m.0j3fh61,African,0j3fh61,3,30,
m.02tlx1_0001,m.02tlx1,African,02tlx1,1,58,
m.015m2v_0002,m.015m2v,African,015m2v,2,51,
m.0j3tyr2_0003,m.0j3tyr2,African,0j3tyr2,3,24,
m.08cggg_0001,m.08cggg,African,08cggg,1,47,
m.01svhqq_0001,m.01svhqq,African,01svhqq,1,33,
m.024trx_0002,m.024trx,African,024trx,2,50,
m.01lmtl_0002,m.01lmtl,African,01lmtl,2,28,
m.0260591_0001,m.0260591,African,0260591,1,37,
m.0fqns3j_0004,m.0fqns3j,African,0fqns3j,4,24,
m.06zkxzn_0004,m.06zkxzn,African,06zkxzn,4,29,
m.04lgv7v_0002,m.04lgv7v,African,04lgv7v,2,56,
m.04n08v6_0001,m.04n08v6,African,04n08v6,1,24,
m.03c44y_0003,m.03c44y,African,03c44y,3,33,
m.012gl8_0001,m.012gl8,African,012gl8,1,67,
m.02vygsf_0002,m.02vygsf,African,02vygsf,2,45,
m.04bny8_0002,m.04bny8,African,04bny8,2,26,
m.0450ck_0001,m.0450ck,African,0450ck,1,28,
m.02x5qfp_0003,m.02x5qfp,African,02x5qfp,3,34,
m.03npsvg_0003,m.03npsvg,African,03npsvg,3,27,
m.07gb10_0003,m.07gb10,African,07gb10,3,39,
m.01w7tyq_0003,m.01w7tyq,African,01w7tyq,3,32,
m.05p1bxj_0002,m.05p1bxj,African,05p1bxj,2,37,
m.01vzx45_0001,m.01vzx45,African,01vzx45,1,33,
m.0183qt_0006,m.0183qt,African,0183qt,6,39,
m.04njl2_0002,m.04njl2,African,04njl2,2,31,
m.09yz6b_0003,m.09yz6b,African,09yz6b,3,35,
m.01wbv0_0001,m.01wbv0,African,01wbv0,1,23,
m.03j1s9d_0006,m.03j1s9d,African,03j1s9d,6,32,
m.06v7wq_0004,m.06v7wq,African,06v7wq,4,34,
m.0cnzbrt_0001,m.0cnzbrt,African,0cnzbrt,1,26,
m.027nhdj_0004,m.027nhdj,African,027nhdj,4,21,
m.02nz7c_0002,m.02nz7c,African,02nz7c,2,34,
m.0cwh5y_0001,m.0cwh5y,African,0cwh5y,1,29,
m.0cw2wc_0003,m.0cw2wc,African,0cw2wc,3,33,
m.0lyqn_0003,m.0lyqn,African,0lyqn,3,31,
m.0273h___0004,m.0273h__,African,0273h__,4,25,
m.09v5044_0005,m.09v5044,African,09v5044,5,23,
m.0gyts84_0003,m.0gyts84,African,0gyts84,3,23,
m.064m8h5_0002,m.064m8h5,African,064m8h5,2,26,
m.0cfdkt_0003,m.0cfdkt,African,0cfdkt,3,27,
m.0lqfpgz_0003,m.0lqfpgz,African,0lqfpgz,3,32,
m.0b75gg7_0004,m.0b75gg7,African,0b75gg7,4,21,
m.05sr9m_0001,m.05sr9m,African,05sr9m,1,28,
m.0cqsw1_0004,m.0cqsw1,African,0cqsw1,4,36,
m.01pss2n_0002,m.01pss2n,African,01pss2n,2,37,
m.026jwk7_0002,m.026jwk7,African,026jwk7,2,24,
m.02z4_cz_0003,m.02z4_cz,African,02z4_cz,3,30,
m.06vq9k_0004,m.06vq9k,African,06vq9k,4,25,
m.05yn4f_0001,m.05yn4f,African,05yn4f,1,25,
m.079v7t_0004,m.079v7t,African,079v7t,4,34,
m.01j4p1_0002,m.01j4p1,African,01j4p1,2,36,
