img_name,Age,ethnicity,id_class,children_agegroup,im_id,face_id
m.01r4447_0002,13,Caucasian,01r4447,13-15,m.01r4447,2.0
m.073bb_0001,13,Caucasian,073bb,13-15,m.073bb,1.0
m.02r2pwb_0003,14,Caucasian,02r2pwb,13-15,m.02r2pwb,3.0
m.02r2pwb_0002,13,Caucasian,02r2pwb,13-15,m.02r2pwb,2.0
m.066063m_0004,13,Caucasian,066063m,13-15,m.066063m,4.0
m.0bs1m9w_0007,14,Caucasian,0bs1m9w,13-15,m.0bs1m9w,7.0
m.07khttn_0001,14,Caucasian,07khttn,13-15,m.07khttn,1.0
m.08brxy_0003,13,Caucasian,08brxy,13-15,m.08brxy,3.0
m.08brxy_0002,15,Caucasian,08brxy,13-15,m.08brxy,2.0
m.09rscjd_0003,13,Caucasian,09rscjd,13-15,m.09rscjd,3.0
m.0cbxht3_0002,15,Caucasian,0cbxht3,13-15,m.0cbxht3,2.0
m.0qc5cv8_0002,13,Caucasian,0qc5cv8,13-15,m.0qc5cv8,2.0
m.0637st_0003,15,Caucasian,0637st,13-15,m.0637st,3.0
m.025wqb8_0003,14,Caucasian,025wqb8,13-15,m.025wqb8,3.0
m.07k9qf1_0002,15,Caucasian,07k9qf1,13-15,m.07k9qf1,2.0
m.03d9sf_0001,14,Caucasian,03d9sf,13-15,m.03d9sf,1.0
m.0fw3vg_0005,14,Asian,0fw3vg,13-15,m.0fw3vg,5.0
m.047sm3j_0001,14,Asian,047sm3j,13-15,m.047sm3j,1.0
m.01vjy69_0001,15,Asian,01vjy69,13-15,m.01vjy69,1.0
m.064kgq3_0002,14,Asian,064kgq3,13-15,m.064kgq3,2.0
m.0268c4v_0002,15,Asian,0268c4v,13-15,m.0268c4v,2.0
m.0kbgjy5_0001,13,Asian,0kbgjy5,13-15,m.0kbgjy5,1.0
m.0kbgjy5_0002,14,Asian,0kbgjy5,13-15,m.0kbgjy5,2.0
m.02pln_j_0002,14,Asian,02pln_j,13-15,m.02pln_j,2.0
m.027z7h7_0003,13,Asian,027z7h7,13-15,m.027z7h7,3.0
m.02knyq_0003,15,Asian,02knyq,13-15,m.02knyq,3.0
m.0ctrtr_0003,14,Asian,0ctrtr,13-15,m.0ctrtr,3.0
m.03m42v3_0001,14,Asian,03m42v3,13-15,m.03m42v3,1.0
m.0kcgvy5_0004,15,Asian,0kcgvy5,13-15,m.0kcgvy5,4.0
m.03nxqb8_0005,13,Asian,03nxqb8,13-15,m.03nxqb8,5.0
m.03j3dpb_0003,15,Asian,03j3dpb,13-15,m.03j3dpb,3.0
m.04z_vml_0003,13,Asian,04z_vml,13-15,m.04z_vml,3.0
m.05znvh4_0003,15,Asian,05znvh4,13-15,m.05znvh4,3.0
m.02vgny_0004,15,Asian,02vgny,13-15,m.02vgny,4.0
m.0kvgy_6_0004,14,Asian,0kvgy_6,13-15,m.0kvgy_6,4.0
m.0264t6l_0003,13,Asian,0264t6l,13-15,m.0264t6l,3.0
m.0gc69ms_0003,15,Asian,0gc69ms,13-15,m.0gc69ms,3.0
m.0gc69ms_0002,13,Asian,0gc69ms,13-15,m.0gc69ms,2.0
m.0lq5svr_0003,15,Asian,0lq5svr,13-15,m.0lq5svr,3.0
m.05lq0j_0003,14,Asian,05lq0j,13-15,m.05lq0j,3.0
m.05fwlf_0002,13,Asian,05fwlf,13-15,m.05fwlf,2.0
m.0bmd0_6_0002,15,Asian,0bmd0_6,13-15,m.0bmd0_6,2.0
m.0bmd0_6_0001,13,Asian,0bmd0_6,13-15,m.0bmd0_6,1.0
m.01m49_z_0001,14,Asian,01m49_z,13-15,m.01m49_z,1.0
Caucasian_1126_8,2,Caucasian,1126,0-3,Caucasian_1126,
Caucasian_150_17,0,Caucasian,150,0-3,Caucasian_150,
Caucasian_335_12,3,Caucasian,335,0-3,Caucasian_335,
Caucasian_533_1,1,Caucasian,533,0-3,Caucasian_533,
Caucasian_183_34,2,Caucasian,183,0-3,Caucasian_183,
Caucasian_537_7,2,Caucasian,537,0-3,Caucasian_537,
Caucasian_192_0,2,Caucasian,192,0-3,Caucasian_192,
Caucasian_1344_4,1,Caucasian,1344,0-3,Caucasian_1344,
Caucasian_1157_13,2,Caucasian,1157,0-3,Caucasian_1157,
Caucasian_101_10,0,Caucasian,101,0-3,Caucasian_101,
Caucasian_1252_7,3,Caucasian,1252,0-3,Caucasian_1252,
Caucasian_21_62,0,Caucasian,21,0-3,Caucasian_21,
Caucasian_1265_6,0,Caucasian,1265,0-3,Caucasian_1265,
Caucasian_22_5,3,Caucasian,22,0-3,Caucasian_22,
Caucasian_402_32,2,Caucasian,402,0-3,Caucasian_402,
Caucasian_1390_3,3,Caucasian,1390,0-3,Caucasian_1390,
Caucasian_1075_4,0,Caucasian,1075,0-3,Caucasian_1075,
Caucasian_1344_8,2,Caucasian,1344,0-3,Caucasian_1344,
Caucasian_529_14,2,Caucasian,529,0-3,Caucasian_529,
Caucasian_1309_66,0,Caucasian,1309,0-3,Caucasian_1309,
Caucasian_308_1,2,Caucasian,308,0-3,Caucasian_308,
Caucasian_1136_7,2,Caucasian,1136,0-3,Caucasian_1136,
Caucasian_1199_0,1,Caucasian,1199,0-3,Caucasian_1199,
Caucasian_1262_4,2,Caucasian,1262,0-3,Caucasian_1262,
Caucasian_431_4,0,Caucasian,431,0-3,Caucasian_431,
Caucasian_1316_7,3,Caucasian,1316,0-3,Caucasian_1316,
Caucasian_396_1,1,Caucasian,396,0-3,Caucasian_396,
Caucasian_129_79,1,Caucasian,129,0-3,Caucasian_129,
Caucasian_31_2,1,Caucasian,31,0-3,Caucasian_31,
Caucasian_71_1,3,Caucasian,71,0-3,Caucasian_71,
Caucasian_452_2,2,Caucasian,452,0-3,Caucasian_452,
Caucasian_149_12,2,Caucasian,149,0-3,Caucasian_149,
Caucasian_1085_36,3,Caucasian,1085,0-3,Caucasian_1085,
Caucasian_604_15,1,Caucasian,604,0-3,Caucasian_604,
Caucasian_1141_2,1,Caucasian,1141,0-3,Caucasian_1141,
Caucasian_286_0,1,Caucasian,286,0-3,Caucasian_286,
Caucasian_461_77,1,Caucasian,461,0-3,Caucasian_461,
Caucasian_1204_12,1,Caucasian,1204,0-3,Caucasian_1204,
Caucasian_1241_1,0,Caucasian,1241,0-3,Caucasian_1241,
Caucasian_1002_1,0,Caucasian,1002,0-3,Caucasian_1002,
Caucasian_513_38,3,Caucasian,513,0-3,Caucasian_513,
Caucasian_36_73,2,Caucasian,36,0-3,Caucasian_36,
Caucasian_44_3,0,Caucasian,44,0-3,Caucasian_44,
Caucasian_117_472,2,Caucasian,117,0-3,Caucasian_117,
Caucasian_596_7,2,Caucasian,596,0-3,Caucasian_596,
Caucasian_1274_5,2,Caucasian,1274,0-3,Caucasian_1274,
Caucasian_1294_17,3,Caucasian,1294,0-3,Caucasian_1294,
Caucasian_1236_0,3,Caucasian,1236,0-3,Caucasian_1236,
Caucasian_1168_9,2,Caucasian,1168,0-3,Caucasian_1168,
Caucasian_5_29,3,Caucasian,5,0-3,Caucasian_5,
Caucasian_563_80,1,Caucasian,563,0-3,Caucasian_563,
Caucasian_1178_4,1,Caucasian,1178,0-3,Caucasian_1178,
Caucasian_141_56,0,Caucasian,141,0-3,Caucasian_141,
Caucasian_170_29,1,Caucasian,170,0-3,Caucasian_170,
Caucasian_135_6,2,Caucasian,135,0-3,Caucasian_135,
Caucasian_343_18,3,Caucasian,343,0-3,Caucasian_343,
Caucasian_1205_23,2,Caucasian,1205,0-3,Caucasian_1205,
Caucasian_1179_2,0,Caucasian,1179,0-3,Caucasian_1179,
Caucasian_64_17,3,Caucasian,64,0-3,Caucasian_64,
Caucasian_267_8,0,Caucasian,267,0-3,Caucasian_267,
Caucasian_1233_53,0,Caucasian,1233,0-3,Caucasian_1233,
Caucasian_424_30,0,Caucasian,424,0-3,Caucasian_424,
Caucasian_253_45,2,Caucasian,253,0-3,Caucasian_253,
Caucasian_361_17,0,Caucasian,361,0-3,Caucasian_361,
Caucasian_1387_4,2,Caucasian,1387,0-3,Caucasian_1387,
Caucasian_1161_1,3,Caucasian,1161,0-3,Caucasian_1161,
Caucasian_51_42,2,Caucasian,51,0-3,Caucasian_51,
Caucasian_1276_7,1,Caucasian,1276,0-3,Caucasian_1276,
Caucasian_1129_10,1,Caucasian,1129,0-3,Caucasian_1129,
Caucasian_524_10,1,Caucasian,524,0-3,Caucasian_524,
Caucasian_494_26,2,Caucasian,494,0-3,Caucasian_494,
Caucasian_422_0,1,Caucasian,422,0-3,Caucasian_422,
Caucasian_1002_2,2,Caucasian,1002,0-3,Caucasian_1002,
Caucasian_521_75,2,Caucasian,521,0-3,Caucasian_521,
Caucasian_439_6,3,Caucasian,439,0-3,Caucasian_439,
Caucasian_439_4,2,Caucasian,439,0-3,Caucasian_439,
Caucasian_244_17,2,Caucasian,244,0-3,Caucasian_244,
Caucasian_556_3,1,Caucasian,556,0-3,Caucasian_556,
Caucasian_273_23,3,Caucasian,273,0-3,Caucasian_273,
Caucasian_1163_1,1,Caucasian,1163,0-3,Caucasian_1163,
Caucasian_537_3,2,Caucasian,537,0-3,Caucasian_537,
Caucasian_1344_7,1,Caucasian,1344,0-3,Caucasian_1344,
Caucasian_563_98,0,Caucasian,563,0-3,Caucasian_563,
Caucasian_524_19,1,Caucasian,524,0-3,Caucasian_524,
Caucasian_1231_2,0,Caucasian,1231,0-3,Caucasian_1231,
Caucasian_1257_22,2,Caucasian,1257,0-3,Caucasian_1257,
Caucasian_1217_0,3,Caucasian,1217,0-3,Caucasian_1217,
Caucasian_602_16,1,Caucasian,602,0-3,Caucasian_602,
Caucasian_314_4,2,Caucasian,314,0-3,Caucasian_314,
Caucasian_488_50,3,Caucasian,488,0-3,Caucasian_488,
Caucasian_260_81,0,Caucasian,260,0-3,Caucasian_260,
Caucasian_94_8,1,Caucasian,94,0-3,Caucasian_94,
Caucasian_1073_3,3,Caucasian,1073,0-3,Caucasian_1073,
Caucasian_1232_3,2,Caucasian,1232,0-3,Caucasian_1232,
Caucasian_1383_4,3,Caucasian,1383,0-3,Caucasian_1383,
Caucasian_1383_2,2,Caucasian,1383,0-3,Caucasian_1383,
Caucasian_1275_3,0,Caucasian,1275,0-3,Caucasian_1275,
Caucasian_1017_10,2,Caucasian,1017,0-3,Caucasian_1017,
Caucasian_1011_3,0,Caucasian,1011,0-3,Caucasian_1011,
Caucasian_1019_86,2,Caucasian,1019,0-3,Caucasian_1019,
Caucasian_535_1,3,Caucasian,535,0-3,Caucasian_535,
Caucasian_161_41,1,Caucasian,161,0-3,Caucasian_161,
Caucasian_1218_15,2,Caucasian,1218,0-3,Caucasian_1218,
Caucasian_126_58,0,Caucasian,126,0-3,Caucasian_126,
Caucasian_1049_0,0,Caucasian,1049,0-3,Caucasian_1049,
Caucasian_1001_3,0,Caucasian,1001,0-3,Caucasian_1001,
Caucasian_483_5,1,Caucasian,483,0-3,Caucasian_483,
Caucasian_520_42,3,Caucasian,520,0-3,Caucasian_520,
Caucasian_1237_1,0,Caucasian,1237,0-3,Caucasian_1237,
Caucasian_185_4,0,Caucasian,185,0-3,Caucasian_185,
Caucasian_1387_16,2,Caucasian,1387,0-3,Caucasian_1387,
Caucasian_1342_28,2,Caucasian,1342,0-3,Caucasian_1342,
Caucasian_367_47,2,Caucasian,367,0-3,Caucasian_367,
Caucasian_1078_1,1,Caucasian,1078,0-3,Caucasian_1078,
Caucasian_514_18,1,Caucasian,514,0-3,Caucasian_514,
Caucasian_331_41,3,Caucasian,331,0-3,Caucasian_331,
Caucasian_1189_1,1,Caucasian,1189,0-3,Caucasian_1189,
Asian_438_31,1,Asian,438,0-3,Asian_438,
Asian_664_13,2,Asian,664,0-3,Asian_664,
Asian_122_11,2,Asian,122,0-3,Asian_122,
Asian_525_5,2,Asian,525,0-3,Asian_525,
Asian_527_86,1,Asian,527,0-3,Asian_527,
Asian_435_42,0,Asian,435,0-3,Asian_435,
Asian_521_0,2,Asian,521,0-3,Asian_521,
Asian_449_10,2,Asian,449,0-3,Asian_449,
Asian_420_41,2,Asian,420,0-3,Asian_420,
Asian_274_30,2,Asian,274,0-3,Asian_274,
Asian_190_37,1,Asian,190,0-3,Asian_190,
Asian_381_18,0,Asian,381,0-3,Asian_381,
Asian_381_54,0,Asian,381,0-3,Asian_381,
Asian_602_5,3,Asian,602,0-3,Asian_602,
Asian_570_5,2,Asian,570,0-3,Asian_570,
Asian_348_29,3,Asian,348,0-3,Asian_348,
Asian_199_58,2,Asian,199,0-3,Asian_199,
Asian_32_11,3,Asian,32,0-3,Asian_32,
Asian_535_51,0,Asian,535,0-3,Asian_535,
Asian_120_0,2,Asian,120,0-3,Asian_120,
Asian_295_3,3,Asian,295,0-3,Asian_295,
Asian_304_2,2,Asian,304,0-3,Asian_304,
Asian_139_1,3,Asian,139,0-3,Asian_139,
Asian_594_5,3,Asian,594,0-3,Asian_594,
Asian_696_1,0,Asian,696,0-3,Asian_696,
Asian_124_1,2,Asian,124,0-3,Asian_124,
Asian_380_43,3,Asian,380,0-3,Asian_380,
Asian_55_6,2,Asian,55,0-3,Asian_55,
Asian_191_38,3,Asian,191,0-3,Asian_191,
Asian_385_6,3,Asian,385,0-3,Asian_385,
Asian_246_1,1,Asian,246,0-3,Asian_246,
Asian_443_16,1,Asian,443,0-3,Asian_443,
Asian_199_42,2,Asian,199,0-3,Asian_199,
Asian_443_78,2,Asian,443,0-3,Asian_443,
Asian_278_6,1,Asian,278,0-3,Asian_278,
Asian_150_6,1,Asian,150,0-3,Asian_150,
Asian_544_31,1,Asian,544,0-3,Asian_544,
Asian_527_48,2,Asian,527,0-3,Asian_527,
Asian_343_54,3,Asian,343,0-3,Asian_343,
Asian_327_3,3,Asian,327,0-3,Asian_327,
Asian_273_0,3,Asian,273,0-3,Asian_273,
Asian_192_17,1,Asian,192,0-3,Asian_192,
Asian_360_1,2,Asian,360,0-3,Asian_360,
Asian_316_52,2,Asian,316,0-3,Asian_316,
Asian_664_2,1,Asian,664,0-3,Asian_664,
Asian_392_11,0,Asian,392,0-3,Asian_392,
Asian_638_12,1,Asian,638,0-3,Asian_638,
Asian_2_21,2,Asian,2,0-3,Asian_2,
Asian_436_24,3,Asian,436,0-3,Asian_436,
Asian_434_92,1,Asian,434,0-3,Asian_434,
Asian_274_18,2,Asian,274,0-3,Asian_274,
Asian_493_30,2,Asian,493,0-3,Asian_493,
Asian_190_8,1,Asian,190,0-3,Asian_190,
Asian_545_3,1,Asian,545,0-3,Asian_545,
Asian_458_19,3,Asian,458,0-3,Asian_458,
Asian_697_1,2,Asian,697,0-3,Asian_697,
Asian_277_8,3,Asian,277,0-3,Asian_277,
Asian_527_12,2,Asian,527,0-3,Asian_527,
Asian_435_90,3,Asian,435,0-3,Asian_435,
Asian_100_1,1,Asian,100,0-3,Asian_100,
Asian_439_1,2,Asian,439,0-3,Asian_439,
Asian_510_10,3,Asian,510,0-3,Asian_510,
Asian_535_1,1,Asian,535,0-3,Asian_535,
Asian_194_40,3,Asian,194,0-3,Asian_194,
Asian_458_43,2,Asian,458,0-3,Asian_458,
Asian_191_46,3,Asian,191,0-3,Asian_191,
Asian_525_6,2,Asian,525,0-3,Asian_525,
Asian_381_51,0,Asian,381,0-3,Asian_381,
Asian_179_14,3,Asian,179,0-3,Asian_179,
Asian_221_5,2,Asian,221,0-3,Asian_221,
Asian_530_4,1,Asian,530,0-3,Asian_530,
Asian_343_68,3,Asian,343,0-3,Asian_343,
Asian_462_91,3,Asian,462,0-3,Asian_462,
Asian_556_51,3,Asian,556,0-3,Asian_556,
Asian_31_19,2,Asian,31,0-3,Asian_31,
Asian_534_14,3,Asian,534,0-3,Asian_534,
Asian_419_3,2,Asian,419,0-3,Asian_419,
Asian_75_51,3,Asian,75,0-3,Asian_75,
Asian_53_9,1,Asian,53,0-3,Asian_53,
Asian_619_14,3,Asian,619,0-3,Asian_619,
Asian_544_10,3,Asian,544,0-3,Asian_544,
Asian_592_5,3,Asian,592,0-3,Asian_592,
Asian_14_6,3,Asian,14,0-3,Asian_14,
Asian_11_28,2,Asian,11,0-3,Asian_11,
Asian_510_5,2,Asian,510,0-3,Asian_510,
Asian_429_33,3,Asian,429,0-3,Asian_429,
Asian_9_3,2,Asian,9,0-3,Asian_9,
Asian_684_0,2,Asian,684,0-3,Asian_684,
Asian_462_36,3,Asian,462,0-3,Asian_462,
Asian_72_30,2,Asian,72,0-3,Asian_72,
Asian_419_0,0,Asian,419,0-3,Asian_419,
Asian_438_16,1,Asian,438,0-3,Asian_438,
Asian_17_25,2,Asian,17,0-3,Asian_17,
Asian_478_19,2,Asian,478,0-3,Asian_478,
Asian_507_0,3,Asian,507,0-3,Asian_507,
Asian_221_2,2,Asian,221,0-3,Asian_221,
Asian_644_9,2,Asian,644,0-3,Asian_644,
Asian_41_0,2,Asian,41,0-3,Asian_41,
Asian_9_19,2,Asian,9,0-3,Asian_9,
Asian_480_20,3,Asian,480,0-3,Asian_480,
Asian_534_6,2,Asian,534,0-3,Asian_534,
Asian_656_6,0,Asian,656,0-3,Asian_656,
Asian_424_1,3,Asian,424,0-3,Asian_424,
Asian_621_1,2,Asian,621,0-3,Asian_621,
Asian_122_58,2,Asian,122,0-3,Asian_122,
Asian_405_17,3,Asian,405,0-3,Asian_405,
Asian_17_3,2,Asian,17,0-3,Asian_17,
Asian_724_73,3,Asian,724,0-3,Asian_724,
Asian_541_88,1,Asian,541,0-3,Asian_541,
Asian_662_3,1,Asian,662,0-3,Asian_662,
Asian_662_1,1,Asian,662,0-3,Asian_662,
Asian_449_0,0,Asian,449,0-3,Asian_449,
African_294_56,2,African,294,0-3,African_294,
African_261_26,2,African,261,0-3,African_261,
African_384_0,1,African,384,0-3,African_384,
African_690_5,1,African,690,0-3,African_690,
African_696_0,3,African,696,0-3,African_696,
African_295_22,2,African,295,0-3,African_295,
African_523_11,3,African,523,0-3,African_523,
African_195_8,2,African,195,0-3,African_195,
African_371_1,1,African,371,0-3,African_371,
African_552_1,1,African,552,0-3,African_552,
African_325_2,3,African,325,0-3,African_325,
African_496_1,2,African,496,0-3,African_496,
African_637_2,3,African,637,0-3,African_637,
African_485_13,3,African,485,0-3,African_485,
African_56_0,2,African,56,0-3,African_56,
African_447_7,1,African,447,0-3,African_447,
African_321_4,2,African,321,0-3,African_321,
African_423_14,2,African,423,0-3,African_423,
African_261_21,1,African,261,0-3,African_261,
African_167_0,2,African,167,0-3,African_167,
African_535_5,3,African,535,0-3,African_535,
African_209_11,2,African,209,0-3,African_209,
African_750_10,1,African,750,0-3,African_750,
African_703_0,2,African,703,0-3,African_703,
African_555_55,0,African,555,0-3,African_555,
African_644_7,2,African,644,0-3,African_644,
African_719_0,3,African,719,0-3,African_719,
African_727_19,3,African,727,0-3,African_727,
African_558_16,3,African,558,0-3,African_558,
African_228_1,3,African,228,0-3,African_228,
African_295_0,0,African,295,0-3,African_295,
African_710_6,0,African,710,0-3,African_710,
African_590_22,0,African,590,0-3,African_590,
African_503_84,3,African,503,0-3,African_503,
African_645_1,2,African,645,0-3,African_645,
African_590_15,1,African,590,0-3,African_590,
African_261_24,2,African,261,0-3,African_261,
African_292_9,3,African,292,0-3,African_292,
African_317_5,1,African,317,0-3,African_317,
African_779_7,2,African,779,0-3,African_779,
African_590_12,1,African,590,0-3,African_590,
African_305_0,3,African,305,0-3,African_305,
African_228_10,3,African,228,0-3,African_228,
African_261_63,2,African,261,0-3,African_261,
African_371_2,0,African,371,0-3,African_371,
African_825_9,2,African,825,0-3,African_825,
African_690_10,3,African,690,0-3,African_690,
African_347_37,1,African,347,0-3,African_347,
African_114_0,3,African,114,0-3,African_114,
African_548_43,1,African,548,0-3,African_548,
African_710_8,0,African,710,0-3,African_710,
African_631_3,2,African,631,0-3,African_631,
African_384_28,3,African,384,0-3,African_384,
African_523_0,3,African,523,0-3,African_523,
African_379_1,3,African,379,0-3,African_379,
African_693_0,3,African,693,0-3,African_693,
African_555_27,0,African,555,0-3,African_555,
African_631_8,3,African,631,0-3,African_631,
African_267_12,3,African,267,0-3,African_267,
African_635_0,1,African,635,0-3,African_635,
African_69_11,1,African,69,0-3,African_69,
African_325_9,3,African,325,0-3,African_325,
African_150_11,2,African,150,0-3,African_150,
African_126_2,3,African,126,0-3,African_126,
African_347_31,2,African,347,0-3,African_347,
African_303_8,2,African,303,0-3,African_303,
African_525_2,0,African,525,0-3,African_525,
African_535_57,3,African,535,0-3,African_535,
African_311_0,1,African,311,0-3,African_311,
African_535_53,3,African,535,0-3,African_535,
African_319_2,2,African,319,0-3,African_319,
African_578_14,2,African,578,0-3,African_578,
African_571_2,0,African,571,0-3,African_571,
African_503_33,3,African,503,0-3,African_503,
African_377_1,3,African,377,0-3,African_377,
African_578_5,3,African,578,0-3,African_578,
African_552_4,1,African,552,0-3,African_552,
African_164_23,3,African,164,0-3,African_164,
African_22_4,3,African,22,0-3,African_22,
African_476_40,0,African,476,0-3,African_476,
African_312_5,3,African,312,0-3,African_312,
African_212_1,3,African,212,0-3,African_212,
African_311_2,2,African,311,0-3,African_311,
African_756_0,3,African,756,0-3,African_756,
African_700_5,3,African,700,0-3,African_700,
African_387_2,2,African,387,0-3,African_387,
African_324_5,1,African,324,0-3,African_324,
African_423_17,3,African,423,0-3,African_423,
African_660_0,2,African,660,0-3,African_660,
African_276_14,3,African,276,0-3,African_276,
African_825_0,3,African,825,0-3,African_825,
African_261_44,1,African,261,0-3,African_261,
African_791_1,3,African,791,0-3,African_791,
African_294_95,3,African,294,0-3,African_294,
African_295_1,3,African,295,0-3,African_295,
African_535_34,2,African,535,0-3,African_535,
African_167_4,3,African,167,0-3,African_167,
African_550_2,3,African,550,0-3,African_550,
African_8_8,2,African,8,0-3,African_8,
African_590_10,2,African,590,0-3,African_590,
African_327_9,2,African,327,0-3,African_327,
African_267_25,1,African,267,0-3,African_267,
African_579_12,3,African,579,0-3,African_579,
African_660_2,2,African,660,0-3,African_660,
African_297_3,3,African,297,0-3,African_297,
African_384_6,2,African,384,0-3,African_384,
African_458_17,3,African,458,0-3,African_458,
African_569_1,2,African,569,0-3,African_569,
African_136_0,3,African,136,0-3,African_136,
African_696_1,3,African,696,0-3,African_696,
African_284_18,3,African,284,0-3,African_284,
African_455_10,2,African,455,0-3,African_455,
African_710_4,1,African,710,0-3,African_710,
African_278_0,0,African,278,0-3,African_278,
African_22_6,2,African,22,0-3,African_22,
African_164_234,3,African,164,0-3,African_164,
African_548_30,3,African,548,0-3,African_548,
African_644_14,3,African,644,0-3,African_644,
African_466_4,2,African,466,0-3,African_466,
African_270_2,3,African,270,0-3,African_270,
African_655_1,2,African,655,0-3,African_655,
African_628_95,3,African,628,0-3,African_628,
African_294_41,3,African,294,0-3,African_294,
African_387_0,2,African,387,0-3,African_387,
African_314_5,2,African,314,0-3,African_314,
African_380_17,2,African,380,0-3,African_380,
African_114_5,2,African,114,0-3,African_114,
African_294_44,3,African,294,0-3,African_294,
African_228_6,0,African,228,0-3,African_228,
African_569_22,1,African,569,0-3,African_569,
African_710_2,0,African,710,0-3,African_710,
African_689_8,2,African,689,0-3,African_689,
African_480_77,2,African,480,0-3,African_480,
African_276_10,0,African,276,0-3,African_276,
African_116_3,3,African,116,0-3,African_116,
African_719_4,3,African,719,0-3,African_719,
African_429_2,3,African,429,0-3,African_429,
African_525_20,3,African,525,0-3,African_525,
African_261_9,2,African,261,0-3,African_261,
African_700_4,2,African,700,0-3,African_700,
African_455_4,2,African,455,0-3,African_455,
African_713_22,3,African,713,0-3,African_713,
African_384_23,2,African,384,0-3,African_384,
African_665_0,2,African,665,0-3,African_665,
African_341_29,3,African,341,0-3,African_341,
African_476_11,1,African,476,0-3,African_476,
African_665_1,2,African,665,0-3,African_665,
African_548_83,3,African,548,0-3,African_548,
African_294_64,2,African,294,0-3,African_294,
African_619_0,2,African,619,0-3,African_619,
African_303_37,3,African,303,0-3,African_303,
African_228_5,2,African,228,0-3,African_228,
African_472_4,3,African,472,0-3,African_472,
African_473_10,2,African,473,0-3,African_473,
African_682_9,1,African,682,0-3,African_682,
African_108_9,0,African,108,0-3,African_108,
African_317_4,1,African,317,0-3,African_317,
African_166_5,1,African,166,0-3,African_166,
African_387_3,2,African,387,0-3,African_387,
African_628_85,3,African,628,0-3,African_628,
African_674_0,3,African,674,0-3,African_674,
African_168_7,2,African,168,0-3,African_168,
African_654_2,2,African,654,0-3,African_654,
African_294_62,1,African,294,0-3,African_294,
Indian_278_55,1,Indian,278,0-3,Indian_278,
Indian_119_9,3,Indian,119,0-3,Indian_119,
Indian_284_12,3,Indian,284,0-3,Indian_284,
Indian_668_1,0,Indian,668,0-3,Indian_668,
Indian_655_1,2,Indian,655,0-3,Indian_655,
Indian_222_0,1,Indian,222,0-3,Indian_222,
Indian_209_0,2,Indian,209,0-3,Indian_209,
Indian_669_1,2,Indian,669,0-3,Indian_669,
Indian_604_6,3,Indian,604,0-3,Indian_604,
Indian_667_20,3,Indian,667,0-3,Indian_667,
Indian_641_0,1,Indian,641,0-3,Indian_641,
Indian_239_0,0,Indian,239,0-3,Indian_239,
Indian_331_3,3,Indian,331,0-3,Indian_331,
Indian_643_0,0,Indian,643,0-3,Indian_643,
Indian_592_1,2,Indian,592,0-3,Indian_592,
Indian_5_7,3,Indian,5,0-3,Indian_5,
Indian_610_1,0,Indian,610,0-3,Indian_610,
Indian_87_9,0,Indian,87,0-3,Indian_87,
Indian_638_5,2,Indian,638,0-3,Indian_638,
Indian_638_7,2,Indian,638,0-3,Indian_638,
Indian_682_34,3,Indian,682,0-3,Indian_682,
Indian_669_4,1,Indian,669,0-3,Indian_669,
Indian_667_6,2,Indian,667,0-3,Indian_667,
Indian_434_77,1,Indian,434,0-3,Indian_434,
Indian_484_2,1,Indian,484,0-3,Indian_484,
Indian_273_4,2,Indian,273,0-3,Indian_273,
Indian_666_2,3,Indian,666,0-3,Indian_666,
Indian_150_0,3,Indian,150,0-3,Indian_150,
Indian_163_3,3,Indian,163,0-3,Indian_163,
Indian_472_7,2,Indian,472,0-3,Indian_472,
Indian_591_1,2,Indian,591,0-3,Indian_591,
Indian_644_4,1,Indian,644,0-3,Indian_644,
Indian_46_3,3,Indian,46,0-3,Indian_46,
Indian_598_4,1,Indian,598,0-3,Indian_598,
Indian_278_16,1,Indian,278,0-3,Indian_278,
Indian_484_17,0,Indian,484,0-3,Indian_484,
Indian_247_4,1,Indian,247,0-3,Indian_247,
Indian_638_2,1,Indian,638,0-3,Indian_638,
Indian_662_0,0,Indian,662,0-3,Indian_662,
Indian_484_37,0,Indian,484,0-3,Indian_484,
Indian_133_18,1,Indian,133,0-3,Indian_133,
Indian_576_1,0,Indian,576,0-3,Indian_576,
Indian_133_21,2,Indian,133,0-3,Indian_133,
Indian_284_17,2,Indian,284,0-3,Indian_284,
Indian_523_9,3,Indian,523,0-3,Indian_523,
Indian_243_0,1,Indian,243,0-3,Indian_243,
Indian_348_12,3,Indian,348,0-3,Indian_348,
Indian_284_3,3,Indian,284,0-3,Indian_284,
Indian_225_0,1,Indian,225,0-3,Indian_225,
Indian_98_7,3,Indian,98,0-3,Indian_98,
Indian_574_2,2,Indian,574,0-3,Indian_574,
Indian_588_0,2,Indian,588,0-3,Indian_588,
Indian_5_3,2,Indian,5,0-3,Indian_5,
Indian_40_31,0,Indian,40,0-3,Indian_40,
Indian_5_0,1,Indian,5,0-3,Indian_5,
Indian_364_0,2,Indian,364,0-3,Indian_364,
Indian_286_3,2,Indian,286,0-3,Indian_286,
Indian_437_13,2,Indian,437,0-3,Indian_437,
Indian_356_5,3,Indian,356,0-3,Indian_356,
Indian_668_0,1,Indian,668,0-3,Indian_668,
Indian_216_10,3,Indian,216,0-3,Indian_216,
Indian_247_7,3,Indian,247,0-3,Indian_247,
