,files_list,image_name,enrolled,identity_name,ethnicity,Age,Identity,UnifiedQualityScore.scalar
1902,African_69/African_69_0.png,African_69_0,enrolled,African_69,African,7.0,African_69,
1903,African_69/African_69_11.png,African_69_11,enrolled,African_69,African,1.0,African_69,9.0
1904,African_69/African_69_17.png,African_69_17,enrolled,African_69,African,4.0,African_69,
1905,African_69/African_69_4.png,African_69_4,enrolled,African_69,African,8.0,African_69,
1906,African_690/African_690_10.png,African_690_10,enrolled,African_690,African,3.0,African_690,12.0
1907,African_690/African_690_5.png,African_690_5,enrolled,African_690,African,1.0,African_690,21.0
1908,African_690/African_690_9.png,African_690_9,enrolled,African_690,African,22.0,African_690,
1909,African_691/African_691_16.png,African_691_16,enrolled,African_691,African,9.0,African_691,63.0
1910,African_691/African_691_6.png,African_691_6,enrolled,African_691,African,15.0,African_691,73.0
1911,African_691/African_691_8.png,African_691_8,enrolled,African_691,African,15.0,African_691,24.0
1912,African_692/African_692_0.png,African_692_0,enrolled,African_692,African,8.0,African_692,
1913,African_692/African_692_2.png,African_692_2,enrolled,African_692,African,8.0,African_692,
1914,African_693/African_693_0.png,African_693_0,enrolled,African_693,African,3.0,African_693,12.0
1915,African_693/African_693_1.png,African_693_1,enrolled,African_693,African,8.0,African_693,
1916,African_695/African_695_3.png,African_695_3,enrolled,African_695,African,10.0,African_695,17.0
1917,African_695/African_695_4.png,African_695_4,enrolled,African_695,African,10.0,African_695,
1918,African_695/African_695_5.png,African_695_5,enrolled,African_695,African,16.0,African_695,9.0
1919,African_696/African_696_0.png,African_696_0,enrolled,African_696,African,3.0,African_696,35.0
1920,African_696/African_696_1.png,African_696_1,enrolled,African_696,African,3.0,African_696,29.0
1921,African_698/African_698_2.png,African_698_2,enrolled,African_698,African,9.0,African_698,
1922,African_698/African_698_4.png,African_698_4,enrolled,African_698,African,9.0,African_698,
1923,African_698/African_698_5.png,African_698_5,enrolled,African_698,African,9.0,African_698,
1924,African_699/African_699_0.png,African_699_0,enrolled,African_699,African,16.0,African_699,63.0
1925,African_699/African_699_1.png,African_699_1,enrolled,African_699,African,13.0,African_699,64.0
1926,African_70/African_70_0.png,African_70_0,enrolled,African_70,African,3.0,African_70,
1927,African_70/African_70_1.png,African_70_1,enrolled,African_70,African,,,
1928,African_700/African_700_0.png,African_700_0,enrolled,African_700,African,3.0,African_700,
1929,African_700/African_700_3.png,African_700_3,enrolled,African_700,African,,,
1930,African_700/African_700_4.png,African_700_4,enrolled,African_700,African,2.0,African_700,29.0
1931,African_700/African_700_5.png,African_700_5,enrolled,African_700,African,3.0,African_700,26.0
1932,African_705/African_705_0.png,African_705_0,enrolled,African_705,African,13.0,African_705,20.0
1933,African_705/African_705_1.png,African_705_1,enrolled,African_705,African,9.0,African_705,20.0
1934,African_707/African_707_2.png,African_707_2,enrolled,African_707,African,4.0,African_707,
1935,African_707/African_707_3.png,African_707_3,enrolled,African_707,African,4.0,African_707,
1936,African_707/African_707_4.png,African_707_4,enrolled,African_707,African,11.0,African_707,29.0
1937,African_708/African_708_0.png,African_708_0,enrolled,African_708,African,,,
1938,African_708/African_708_1.png,African_708_1,enrolled,African_708,African,13.0,African_708,13.0
1939,African_708/African_708_2.png,African_708_2,enrolled,African_708,African,10.0,African_708,9.0
1940,African_710/African_710_2.png,African_710_2,enrolled,African_710,African,0.0,African_710,33.0
1941,African_710/African_710_4.png,African_710_4,enrolled,African_710,African,1.0,African_710,33.0
1942,African_710/African_710_6.png,African_710_6,enrolled,African_710,African,0.0,African_710,36.0
1943,African_710/African_710_8.png,African_710_8,enrolled,African_710,African,0.0,African_710,23.0
1944,African_711/African_711_0.png,African_711_0,enrolled,African_711,African,12.0,African_711,
1945,African_711/African_711_1.png,African_711_1,enrolled,African_711,African,9.0,African_711,63.0
1946,African_711/African_711_2.png,African_711_2,enrolled,African_711,African,9.0,African_711,67.0
1947,African_711/African_711_4.png,African_711_4,enrolled,African_711,African,14.0,African_711,69.0
1948,African_712/African_712_1.png,African_712_1,enrolled,African_712,African,6.0,African_712,
1949,African_712/African_712_2.png,African_712_2,enrolled,African_712,African,12.0,African_712,13.0
1950,African_712/African_712_4.png,African_712_4,enrolled,African_712,African,7.0,African_712,
1951,African_712/African_712_5.png,African_712_5,enrolled,African_712,African,6.0,African_712,45.0
1952,African_713/African_713_2.png,African_713_2,enrolled,African_713,African,14.0,African_713,8.0
1953,African_713/African_713_22.png,African_713_22,enrolled,African_713,African,3.0,African_713,25.0
1954,African_717/African_717_1.png,African_717_1,enrolled,African_717,African,6.0,African_717,
1955,African_717/African_717_2.png,African_717_2,enrolled,African_717,African,8.0,African_717,
1956,African_717/African_717_3.png,African_717_3,enrolled,African_717,African,6.0,African_717,
1957,African_718/African_718_0.png,African_718_0,enrolled,African_718,African,5.0,African_718,42.0
1958,African_718/African_718_1.png,African_718_1,enrolled,African_718,African,7.0,African_718,
1959,African_718/African_718_6.png,African_718_6,enrolled,African_718,African,5.0,African_718,
1960,African_719/African_719_0.png,African_719_0,enrolled,African_719,African,3.0,African_719,36.0
1961,African_719/African_719_10.png,African_719_10,enrolled,African_719,African,2.0,African_719,
1962,African_719/African_719_4.png,African_719_4,enrolled,African_719,African,3.0,African_719,31.0
1963,African_72/African_72_0.png,African_72_0,enrolled,African_72,African,10.0,African_72,47.0
1964,African_72/African_72_2.png,African_72_2,enrolled,African_72,African,12.0,African_72,28.0
1965,African_721/African_721_2.png,African_721_2,enrolled,African_721,African,8.0,African_721,
1966,African_721/African_721_4.png,African_721_4,enrolled,African_721,African,6.0,African_721,60.0
1967,African_723/African_723_1.png,African_723_1,enrolled,African_723,African,20.0,African_723,
1968,African_723/African_723_4.png,African_723_4,enrolled,African_723,African,30.0,African_723,
1969,African_724/African_724_0.png,African_724_0,enrolled,African_724,African,7.0,African_724,62.0
1970,African_724/African_724_1.png,African_724_1,enrolled,African_724,African,9.0,African_724,
1971,African_724/African_724_2.png,African_724_2,enrolled,African_724,African,7.0,African_724,
1972,African_724/African_724_3.png,African_724_3,enrolled,African_724,African,6.0,African_724,
1973,African_724/African_724_4.png,African_724_4,enrolled,African_724,African,6.0,African_724,
1974,African_725/African_725_0.png,African_725_0,enrolled,African_725,African,16.0,African_725,18.0
1975,African_725/African_725_3.png,African_725_3,enrolled,African_725,African,23.0,African_725,
1976,African_726/African_726_0.png,African_726_0,enrolled,African_726,African,5.0,African_726,44.0
1977,African_726/African_726_1.png,African_726_1,enrolled,African_726,African,5.0,African_726,
1978,African_726/African_726_3.png,African_726_3,enrolled,African_726,African,6.0,African_726,
1979,African_726/African_726_5.png,African_726_5,enrolled,African_726,African,5.0,African_726,60.0
1980,African_727/African_727_19.png,African_727_19,enrolled,African_727,African,3.0,African_727,31.0
1981,African_727/African_727_21.png,African_727_21,enrolled,African_727,African,11.0,African_727,
1982,African_727/African_727_27.png,African_727_27,enrolled,African_727,African,2.0,African_727,
1983,African_727/African_727_44.png,African_727_44,enrolled,African_727,African,8.0,African_727,17.0
1984,African_729/African_729_0.png,African_729_0,enrolled,African_729,African,12.0,African_729,39.0
1985,African_729/African_729_3.png,African_729_3,enrolled,African_729,African,12.0,African_729,
1986,African_729/African_729_5.png,African_729_5,enrolled,African_729,African,19.0,African_729,
1987,African_73/African_73_0.png,African_73_0,enrolled,African_73,African,22.0,African_73,
1988,African_73/African_73_2.png,African_73_2,enrolled,African_73,African,20.0,African_73,
1989,African_731/African_731_0.png,African_731_0,enrolled,African_731,African,19.0,African_731,
1990,African_731/African_731_3.png,African_731_3,enrolled,African_731,African,11.0,African_731,23.0
1991,African_731/African_731_4.png,African_731_4,enrolled,African_731,African,15.0,African_731,29.0
1992,African_731/African_731_7.png,African_731_7,enrolled,African_731,African,12.0,African_731,27.0
1993,African_732/African_732_2.png,African_732_2,enrolled,African_732,African,5.0,African_732,
1994,African_732/African_732_3.png,African_732_3,enrolled,African_732,African,,,
1995,African_732/African_732_4.png,African_732_4,enrolled,African_732,African,5.0,African_732,
1996,African_732/African_732_5.png,African_732_5,enrolled,African_732,African,6.0,African_732,
1997,African_733/African_733_0.png,African_733_0,enrolled,African_733,African,6.0,African_733,
1998,African_733/African_733_1.png,African_733_1,enrolled,African_733,African,5.0,African_733,47.0
1999,African_736/African_736_0.png,African_736_0,enrolled,African_736,African,,,
2000,African_736/African_736_1.png,African_736_1,enrolled,African_736,African,,,
2001,African_736/African_736_2.png,African_736_2,enrolled,African_736,African,11.0,African_736,15.0
2002,African_736/African_736_3.png,African_736_3,enrolled,African_736,African,7.0,African_736,
2003,African_737/African_737_110.png,African_737_110,enrolled,African_737,African,,,
2004,African_737/African_737_117.png,African_737_117,enrolled,African_737,African,8.0,African_737,10.0
2005,African_737/African_737_124.png,African_737_124,enrolled,African_737,African,4.0,African_737,
2006,African_737/African_737_157.png,African_737_157,enrolled,African_737,African,6.0,African_737,
2007,African_737/African_737_16.png,African_737_16,enrolled,African_737,African,,,
2008,African_737/African_737_33.png,African_737_33,enrolled,African_737,African,4.0,African_737,
2009,African_738/African_738_3.png,African_738_3,enrolled,African_738,African,8.0,African_738,
2010,African_738/African_738_5.png,African_738_5,enrolled,African_738,African,18.0,African_738,
2011,African_738/African_738_9.png,African_738_9,enrolled,African_738,African,22.0,African_738,
2012,African_74/African_74_0.png,African_74_0,enrolled,African_74,African,9.0,African_74,67.0
2013,African_74/African_74_1.png,African_74_1,enrolled,African_74,African,12.0,African_74,72.0
2014,African_74/African_74_2.png,African_74_2,enrolled,African_74,African,19.0,African_74,
2015,African_740/African_740_0.png,African_740_0,enrolled,African_740,African,11.0,African_740,80.0
2016,African_740/African_740_4.png,African_740_4,enrolled,African_740,African,13.0,African_740,79.0
2017,African_741/African_741_1.png,African_741_1,enrolled,African_741,African,10.0,African_741,66.0
2018,African_741/African_741_2.png,African_741_2,enrolled,African_741,African,16.0,African_741,
2019,African_742/African_742_0.png,African_742_0,enrolled,African_742,African,7.0,African_742,
2020,African_742/African_742_2.png,African_742_2,enrolled,African_742,African,20.0,African_742,
2021,African_743/African_743_2.png,African_743_2,enrolled,African_743,African,20.0,African_743,
2022,African_743/African_743_3.png,African_743_3,enrolled,African_743,African,18.0,African_743,73.0
2023,African_745/African_745_0.png,African_745_0,enrolled,African_745,African,8.0,African_745,
2024,African_745/African_745_1.png,African_745_1,enrolled,African_745,African,8.0,African_745,
2025,African_746/African_746_0.png,African_746_0,enrolled,African_746,African,8.0,African_746,17.0
2026,African_746/African_746_1.png,African_746_1,enrolled,African_746,African,8.0,African_746,27.0
2027,African_747/African_747_0.png,African_747_0,enrolled,African_747,African,11.0,African_747,
2028,African_747/African_747_2.png,African_747_2,enrolled,African_747,African,9.0,African_747,
2029,African_748/African_748_0.png,African_748_0,enrolled,African_748,African,7.0,African_748,52.0
2030,African_748/African_748_1.png,African_748_1,enrolled,African_748,African,7.0,African_748,
2031,African_748/African_748_2.png,African_748_2,enrolled,African_748,African,8.0,African_748,
2032,African_749/African_749_0.png,African_749_0,enrolled,African_749,African,8.0,African_749,
2033,African_749/African_749_2.png,African_749_2,enrolled,African_749,African,9.0,African_749,
2034,African_75/African_75_1.png,African_75_1,enrolled,African_75,African,13.0,African_75,27.0
2035,African_75/African_75_2.png,African_75_2,enrolled,African_75,African,15.0,African_75,48.0
2036,African_750/African_750_10.png,African_750_10,enrolled,African_750,African,1.0,African_750,36.0
2037,African_750/African_750_6.png,African_750_6,enrolled,African_750,African,3.0,African_750,
2038,African_751/African_751_0.png,African_751_0,enrolled,African_751,African,4.0,African_751,34.0
2039,African_751/African_751_11.png,African_751_11,enrolled,African_751,African,15.0,African_751,30.0
2040,African_751/African_751_3.png,African_751_3,enrolled,African_751,African,4.0,African_751,
2041,African_751/African_751_4.png,African_751_4,enrolled,African_751,African,8.0,African_751,24.0
2042,African_752/African_752_0.png,African_752_0,enrolled,African_752,African,11.0,African_752,27.0
2043,African_752/African_752_1.png,African_752_1,enrolled,African_752,African,13.0,African_752,11.0
2044,African_752/African_752_2.png,African_752_2,enrolled,African_752,African,8.0,African_752,35.0
2045,African_752/African_752_3.png,African_752_3,enrolled,African_752,African,12.0,African_752,44.0
2046,African_756/African_756_0.png,African_756_0,enrolled,African_756,African,3.0,African_756,38.0
2047,African_756/African_756_4.png,African_756_4,enrolled,African_756,African,2.0,African_756,
2048,African_757/African_757_3.png,African_757_3,enrolled,African_757,African,18.0,African_757,74.0
2049,African_757/African_757_6.png,African_757_6,enrolled,African_757,African,18.0,African_757,
2050,African_758/African_758_1.png,African_758_1,enrolled,African_758,African,5.0,African_758,25.0
2051,African_758/African_758_3.png,African_758_3,enrolled,African_758,African,5.0,African_758,30.0
2052,African_758/African_758_5.png,African_758_5,enrolled,African_758,African,4.0,African_758,
2053,African_759/African_759_4.png,African_759_4,enrolled,African_759,African,4.0,African_759,
2054,African_759/African_759_7.png,African_759_7,enrolled,African_759,African,5.0,African_759,15.0
2055,African_76/African_76_0.png,African_76_0,enrolled,African_76,African,6.0,African_76,
2056,African_76/African_76_1.png,African_76_1,enrolled,African_76,African,4.0,African_76,
2057,African_767/African_767_1.png,African_767_1,enrolled,African_767,African,12.0,African_767,48.0
2058,African_767/African_767_2.png,African_767_2,enrolled,African_767,African,9.0,African_767,
2059,African_767/African_767_3.png,African_767_3,enrolled,African_767,African,11.0,African_767,41.0
2060,African_767/African_767_7.png,African_767_7,enrolled,African_767,African,12.0,African_767,36.0
2061,African_769/African_769_0.png,African_769_0,enrolled,African_769,African,18.0,African_769,50.0
2062,African_769/African_769_1.png,African_769_1,enrolled,African_769,African,15.0,African_769,71.0
2063,African_769/African_769_3.png,African_769_3,enrolled,African_769,African,14.0,African_769,35.0
2064,African_772/African_772_0.png,African_772_0,enrolled,African_772,African,9.0,African_772,
2065,African_772/African_772_1.png,African_772_1,enrolled,African_772,African,12.0,African_772,33.0
2066,African_777/African_777_4.png,African_777_4,enrolled,African_777,African,7.0,African_777,
2067,African_777/African_777_5.png,African_777_5,enrolled,African_777,African,7.0,African_777,55.0
2068,African_779/African_779_6.png,African_779_6,enrolled,African_779,African,2.0,African_779,
2069,African_779/African_779_7.png,African_779_7,enrolled,African_779,African,2.0,African_779,11.0
2070,African_780/African_780_1.png,African_780_1,enrolled,African_780,African,17.0,African_780,21.0
2071,African_780/African_780_2.png,African_780_2,enrolled,African_780,African,14.0,African_780,38.0
2072,African_781/African_781_1.png,African_781_1,enrolled,African_781,African,25.0,African_781,
2073,African_781/African_781_4.png,African_781_4,enrolled,African_781,African,16.0,African_781,
2074,African_783/African_783_2.png,African_783_2,enrolled,African_783,African,9.0,African_783,
2075,African_783/African_783_5.png,African_783_5,enrolled,African_783,African,9.0,African_783,
2076,African_784/African_784_1.png,African_784_1,enrolled,African_784,African,3.0,African_784,
2077,African_784/African_784_2.png,African_784_2,enrolled,African_784,African,8.0,African_784,
2078,African_784/African_784_6.png,African_784_6,enrolled,African_784,African,4.0,African_784,41.0
2079,African_785/African_785_10.png,African_785_10,enrolled,African_785,African,6.0,African_785,80.0
2080,African_785/African_785_5.png,African_785_5,enrolled,African_785,African,5.0,African_785,62.0
2081,African_786/African_786_0.png,African_786_0,enrolled,African_786,African,4.0,African_786,14.0
2082,African_786/African_786_2.png,African_786_2,enrolled,African_786,African,8.0,African_786,
2083,African_791/African_791_0.png,African_791_0,enrolled,African_791,African,6.0,African_791,
2084,African_791/African_791_1.png,African_791_1,enrolled,African_791,African,3.0,African_791,23.0
2085,African_80/African_80_0.png,African_80_0,enrolled,African_80,African,15.0,African_80,69.0
2086,African_80/African_80_1.png,African_80_1,enrolled,African_80,African,16.0,African_80,78.0
2087,African_802/African_802_1.png,African_802_1,enrolled,African_802,African,13.0,African_802,29.0
2088,African_802/African_802_3.png,African_802_3,enrolled,African_802,African,14.0,African_802,29.0
2089,African_802/African_802_5.png,African_802_5,enrolled,African_802,African,14.0,African_802,46.0
2090,African_811/African_811_1.png,African_811_1,enrolled,African_811,African,5.0,African_811,
2091,African_811/African_811_6.png,African_811_6,enrolled,African_811,African,7.0,African_811,58.0
2092,African_813/African_813_5.png,African_813_5,enrolled,African_813,African,15.0,African_813,37.0
2093,African_813/African_813_7.png,African_813_7,enrolled,African_813,African,20.0,African_813,
2094,African_814/African_814_1.png,African_814_1,enrolled,African_814,African,16.0,African_814,32.0
2095,African_814/African_814_3.png,African_814_3,enrolled,African_814,African,13.0,African_814,39.0
2096,African_818/African_818_1.png,African_818_1,enrolled,African_818,African,9.0,African_818,38.0
2097,African_818/African_818_2.png,African_818_2,enrolled,African_818,African,12.0,African_818,
2098,African_819/African_819_2.png,African_819_2,enrolled,African_819,African,12.0,African_819,
2099,African_819/African_819_22.png,African_819_22,enrolled,African_819,African,12.0,African_819,48.0
2100,African_819/African_819_31.png,African_819_31,enrolled,African_819,African,10.0,African_819,53.0
2101,African_82/African_82_1.png,African_82_1,enrolled,African_82,African,20.0,African_82,
2102,African_82/African_82_2.png,African_82_2,enrolled,African_82,African,23.0,African_82,
2103,African_822/African_822_4.png,African_822_4,enrolled,African_822,African,12.0,African_822,
2104,African_822/African_822_6.png,African_822_6,enrolled,African_822,African,12.0,African_822,23.0
2105,African_824/African_824_0.png,African_824_0,enrolled,African_824,African,17.0,African_824,
2106,African_824/African_824_1.png,African_824_1,enrolled,African_824,African,11.0,African_824,
2107,African_825/African_825_0.png,African_825_0,enrolled,African_825,African,3.0,African_825,43.0
2108,African_825/African_825_3.png,African_825_3,enrolled,African_825,African,4.0,African_825,
2109,African_825/African_825_9.png,African_825_9,enrolled,African_825,African,2.0,African_825,15.0
2110,African_828/African_828_6.png,African_828_6,enrolled,African_828,African,6.0,African_828,
2111,African_828/African_828_9.png,African_828_9,enrolled,African_828,African,8.0,African_828,24.0
2112,African_829/African_829_10.png,African_829_10,enrolled,African_829,African,8.0,African_829,28.0
2113,African_829/African_829_11.png,African_829_11,enrolled,African_829,African,8.0,African_829,
2114,African_829/African_829_13.png,African_829_13,enrolled,African_829,African,8.0,African_829,
2115,African_829/African_829_4.png,African_829_4,enrolled,African_829,African,7.0,African_829,
2116,African_829/African_829_8.png,African_829_8,enrolled,African_829,African,7.0,African_829,
2117,African_83/African_83_1.png,African_83_1,enrolled,African_83,African,11.0,African_83,
2118,African_83/African_83_2.png,African_83_2,enrolled,African_83,African,11.0,African_83,68.0
2119,African_83/African_83_3.png,African_83_3,enrolled,African_83,African,10.0,African_83,46.0
2120,African_830/African_830_1.png,African_830_1,enrolled,African_830,African,10.0,African_830,
2121,African_830/African_830_10.png,African_830_10,enrolled,African_830,African,12.0,African_830,40.0
2122,African_830/African_830_6.png,African_830_6,enrolled,African_830,African,9.0,African_830,
2123,African_832/African_832_0.png,African_832_0,enrolled,African_832,African,4.0,African_832,
2124,African_832/African_832_1.png,African_832_1,enrolled,African_832,African,19.0,African_832,
2125,African_87/African_87_0.png,African_87_0,enrolled,African_87,African,12.0,African_87,66.0
2126,African_87/African_87_1.png,African_87_1,enrolled,African_87,African,12.0,African_87,53.0
2127,African_89/African_89_0.png,African_89_0,enrolled,African_89,African,11.0,African_89,
2128,African_89/African_89_1.png,African_89_1,enrolled,African_89,African,5.0,African_89,
2129,African_90/African_90_1.png,African_90_1,enrolled,African_90,African,9.0,African_90,
2130,African_90/African_90_2.png,African_90_2,enrolled,African_90,African,7.0,African_90,
2131,African_91/African_91_2.png,African_91_2,enrolled,African_91,African,13.0,African_91,68.0
2132,African_91/African_91_3.png,African_91_3,enrolled,African_91,African,13.0,African_91,33.0
2133,African_92/African_92_0.png,African_92_0,enrolled,African_92,African,14.0,African_92,64.0
2134,African_92/African_92_1.png,African_92_1,enrolled,African_92,African,16.0,African_92,36.0
2135,African_96/African_96_0.png,African_96_0,enrolled,African_96,African,6.0,African_96,
2136,African_96/African_96_1.png,African_96_1,enrolled,African_96,African,7.0,African_96,60.0
2137,African_97/African_97_0.png,African_97_0,enrolled,African_97,African,4.0,African_97,
2138,African_97/African_97_1.png,African_97_1,enrolled,African_97,African,4.0,African_97,
2139,Asian_0/Asian_0_18.png,Asian_0_18,enrolled,Asian_0,Asian,8.0,Asian_0,41.0
2140,Asian_0/Asian_0_37.png,Asian_0_37,enrolled,Asian_0,Asian,10.0,Asian_0,
2141,Asian_0/Asian_0_41.png,Asian_0_41,enrolled,Asian_0,Asian,10.0,Asian_0,
2142,Asian_0/Asian_0_47.png,Asian_0_47,enrolled,Asian_0,Asian,7.0,Asian_0,
2143,Asian_0/Asian_0_65.png,Asian_0_65,enrolled,Asian_0,Asian,7.0,Asian_0,
2144,Asian_0/Asian_0_75.png,Asian_0_75,enrolled,Asian_0,Asian,6.0,Asian_0,48.0
2145,Asian_1/Asian_1_30.png,Asian_1_30,enrolled,Asian_1,Asian,8.0,Asian_1,
2146,Asian_1/Asian_1_33.png,Asian_1_33,enrolled,Asian_1,Asian,4.0,Asian_1,
2147,Asian_1/Asian_1_35.png,Asian_1_35,enrolled,Asian_1,Asian,8.0,Asian_1,
2148,Asian_1/Asian_1_45.png,Asian_1_45,enrolled,Asian_1,Asian,8.0,Asian_1,25.0
2149,Asian_1/Asian_1_85.png,Asian_1_85,enrolled,Asian_1,Asian,9.0,Asian_1,
2150,Asian_1/Asian_1_93.png,Asian_1_93,enrolled,Asian_1,Asian,4.0,Asian_1,
2151,Asian_10/Asian_10_3.png,Asian_10_3,enrolled,Asian_10,Asian,24.0,Asian_10,
2152,Asian_10/Asian_10_5.png,Asian_10_5,enrolled,Asian_10,Asian,19.0,Asian_10,
2153,Asian_10/Asian_10_9.png,Asian_10_9,enrolled,Asian_10,Asian,28.0,Asian_10,
2154,Asian_100/Asian_100_0.png,Asian_100_0,enrolled,Asian_100,Asian,3.0,Asian_100,
2155,Asian_100/Asian_100_1.png,Asian_100_1,enrolled,Asian_100,Asian,1.0,Asian_100,35.0
2156,Asian_100/Asian_100_4.png,Asian_100_4,enrolled,Asian_100,Asian,2.0,Asian_100,
2157,Asian_100/Asian_100_5.png,Asian_100_5,enrolled,Asian_100,Asian,3.0,Asian_100,
2158,Asian_101/Asian_101_21.png,Asian_101_21,enrolled,Asian_101,Asian,9.0,Asian_101,
2159,Asian_101/Asian_101_25.png,Asian_101_25,enrolled,Asian_101,Asian,,,
2160,Asian_101/Asian_101_30.png,Asian_101_30,enrolled,Asian_101,Asian,8.0,Asian_101,
2161,Asian_101/Asian_101_38.png,Asian_101_38,enrolled,Asian_101,Asian,7.0,Asian_101,
2162,Asian_101/Asian_101_48.png,Asian_101_48,enrolled,Asian_101,Asian,6.0,Asian_101,
2163,Asian_101/Asian_101_58.png,Asian_101_58,enrolled,Asian_101,Asian,7.0,Asian_101,37.0
2164,Asian_101/Asian_101_66.png,Asian_101_66,enrolled,Asian_101,Asian,7.0,Asian_101,18.0
2165,Asian_101/Asian_101_72.png,Asian_101_72,enrolled,Asian_101,Asian,8.0,Asian_101,
2166,Asian_102/Asian_102_0.png,Asian_102_0,enrolled,Asian_102,Asian,5.0,Asian_102,
2167,Asian_102/Asian_102_15.png,Asian_102_15,enrolled,Asian_102,Asian,5.0,Asian_102,
2168,Asian_102/Asian_102_20.png,Asian_102_20,enrolled,Asian_102,Asian,6.0,Asian_102,
2169,Asian_102/Asian_102_3.png,Asian_102_3,enrolled,Asian_102,Asian,2.0,Asian_102,
2170,Asian_102/Asian_102_6.png,Asian_102_6,enrolled,Asian_102,Asian,3.0,Asian_102,
2171,Asian_102/Asian_102_7.png,Asian_102_7,enrolled,Asian_102,Asian,5.0,Asian_102,73.0
2172,Asian_103/Asian_103_0.png,Asian_103_0,enrolled,Asian_103,Asian,34.0,Asian_103,
2173,Asian_103/Asian_103_14.png,Asian_103_14,enrolled,Asian_103,Asian,35.0,Asian_103,
2174,Asian_103/Asian_103_2.png,Asian_103_2,enrolled,Asian_103,Asian,33.0,Asian_103,
2175,Asian_103/Asian_103_6.png,Asian_103_6,enrolled,Asian_103,Asian,31.0,Asian_103,
2176,Asian_103/Asian_103_8.png,Asian_103_8,enrolled,Asian_103,Asian,38.0,Asian_103,
2177,Asian_104/Asian_104_13.png,Asian_104_13,enrolled,Asian_104,Asian,5.0,Asian_104,
2178,Asian_104/Asian_104_27.png,Asian_104_27,enrolled,Asian_104,Asian,10.0,Asian_104,25.0
2179,Asian_104/Asian_104_54.png,Asian_104_54,enrolled,Asian_104,Asian,11.0,Asian_104,27.0
2180,Asian_104/Asian_104_68.png,Asian_104_68,enrolled,Asian_104,Asian,9.0,Asian_104,
2181,Asian_104/Asian_104_69.png,Asian_104_69,enrolled,Asian_104,Asian,10.0,Asian_104,
2182,Asian_106/Asian_106_0.png,Asian_106_0,enrolled,Asian_106,Asian,16.0,Asian_106,54.0
2183,Asian_106/Asian_106_2.png,Asian_106_2,enrolled,Asian_106,Asian,16.0,Asian_106,
2184,Asian_106/Asian_106_5.png,Asian_106_5,enrolled,Asian_106,Asian,18.0,Asian_106,
2185,Asian_106/Asian_106_6.png,Asian_106_6,enrolled,Asian_106,Asian,18.0,Asian_106,
2186,Asian_107/Asian_107_0.png,Asian_107_0,enrolled,Asian_107,Asian,4.0,Asian_107,
2187,Asian_107/Asian_107_3.png,Asian_107_3,enrolled,Asian_107,Asian,4.0,Asian_107,
2188,Asian_107/Asian_107_5.png,Asian_107_5,enrolled,Asian_107,Asian,5.0,Asian_107,30.0
2189,Asian_107/Asian_107_6.png,Asian_107_6,enrolled,Asian_107,Asian,4.0,Asian_107,26.0
2190,Asian_108/Asian_108_33.png,Asian_108_33,enrolled,Asian_108,Asian,20.0,Asian_108,
2191,Asian_108/Asian_108_5.png,Asian_108_5,enrolled,Asian_108,Asian,7.0,Asian_108,44.0
2192,Asian_109/Asian_109_11.png,Asian_109_11,enrolled,Asian_109,Asian,1.0,Asian_109,
2193,Asian_109/Asian_109_2.png,Asian_109_2,enrolled,Asian_109,Asian,5.0,Asian_109,
2194,Asian_109/Asian_109_4.png,Asian_109_4,enrolled,Asian_109,Asian,2.0,Asian_109,
2195,Asian_11/Asian_11_14.png,Asian_11_14,enrolled,Asian_11,Asian,1.0,Asian_11,
2196,Asian_11/Asian_11_28.png,Asian_11_28,enrolled,Asian_11,Asian,2.0,Asian_11,19.0
2197,Asian_11/Asian_11_34.png,Asian_11_34,enrolled,Asian_11,Asian,2.0,Asian_11,
2198,Asian_11/Asian_11_44.png,Asian_11_44,enrolled,Asian_11,Asian,2.0,Asian_11,
2199,Asian_11/Asian_11_46.png,Asian_11_46,enrolled,Asian_11,Asian,1.0,Asian_11,
2200,Asian_11/Asian_11_7.png,Asian_11_7,enrolled,Asian_11,Asian,3.0,Asian_11,
2201,Asian_11/Asian_11_88.png,Asian_11_88,enrolled,Asian_11,Asian,2.0,Asian_11,
2202,Asian_11/Asian_11_90.png,Asian_11_90,enrolled,Asian_11,Asian,4.0,Asian_11,
2203,Asian_110/Asian_110_0.png,Asian_110_0,enrolled,Asian_110,Asian,2.0,Asian_110,
2204,Asian_110/Asian_110_1.png,Asian_110_1,enrolled,Asian_110,Asian,2.0,Asian_110,
2205,Asian_110/Asian_110_15.png,Asian_110_15,enrolled,Asian_110,Asian,6.0,Asian_110,7.0
2206,Asian_110/Asian_110_42.png,Asian_110_42,enrolled,Asian_110,Asian,0.0,Asian_110,
2207,Asian_110/Asian_110_6.png,Asian_110_6,enrolled,Asian_110,Asian,4.0,Asian_110,
2208,Asian_111/Asian_111_12.png,Asian_111_12,enrolled,Asian_111,Asian,2.0,Asian_111,
2209,Asian_111/Asian_111_18.png,Asian_111_18,enrolled,Asian_111,Asian,1.0,Asian_111,
2210,Asian_111/Asian_111_19.png,Asian_111_19,enrolled,Asian_111,Asian,1.0,Asian_111,
2211,Asian_112/Asian_112_0.png,Asian_112_0,enrolled,Asian_112,Asian,5.0,Asian_112,
